"China (export)","Maaden","OCP","PhosAgro/EuroChem"
0.216389754438522,0.235693383207373,0.0979150321038755,0.163034169327877
0.26127561660439,0.177777340982227,0.154854427700585,0.152776482017311
0.101996225109456,0.119744284114179,0.155106699275167,0.140449328471581
0.199365474173908,0.0918331359344166,0.165322966602463,0.184962924094117
0.16107326433698,0.123635710473947,0.111640088743926,0.126686376237583
0.159991455077937,0.190578112323719,0.165561537373812,0.112735984082892
0.17054218757412,0.211239594798785,0.106520767608565,0.184952287421091
0.206283258192257,0.130451708145287,0.228778615013172,0.155197364793754
0.190060244403896,0.183025046823628,0.150152482049837,0.155747991870152
0.140101489012669,0.117565555657373,0.113305526083064,0.0871886927824474
0.138337582291673,0.12289728706532,0.1233008694195,0.139150835223217
0.170606574418223,0.0949097390078862,0.0989432550259897,0.125057089544818
0.154640940254086,0.162103857152417,0.112800271470081,0.142870928217398
0.191445213043935,0.1824504303933,0.120200944079427,0.140789699845684
0.167696494417274,0.164484611849517,0.137584974781155,0.109672735270986
0.26889301762261,0.204818498783614,0.193800166997581,0.171385973110801
0.181346857642501,0.164669474067739,0.189753660287212,0.161492159120375
0.144104239088551,0.181886702514818,0.136353120262132,0.255078326712619
0.22573034861943,0.11677902490553,0.129780570157501,0.154497750800135
0.190228253906697,0.165695200372609,0.12932412416094,0.145853273003353
0.151668358539891,0.137953331056082,0.133098638998788,0.142444311322539
0.226451102882969,0.115811310643171,0.129901405625319,0.158155166456681
0.192133757072281,0.127222514195702,0.124777833987735,0.141617225855961
0.13750213714683,0.118988364175039,0.122405075180372,0.131099084295484
0.232330966084113,0.0883611195716951,0.178614146389272,0.123430399720689
0.192323924084173,0.0732293630764171,0.12216853962268,0.150369637477572
0.16823287084231,0.141234747626285,0.0851804468723234,0.0997252915888551
0.165141445245148,0.236448488037988,0.157886469202742,0.0664727035205213
0.143205743129771,0.100278323543766,0.17332951406581,0.121939119543069
0.156679067962362,0.115825178671485,0.104382188387552,0.116094636732816
0.232954997676432,0.146266759744824,0.13958490902787,0.125901141058403
0.229044627420413,0.201635685419242,0.0752205103970857,0.200157609104807
0.190238787404011,0.132236512330477,0.216908088197149,0.109046891472379
0.160629303336032,0.161335350237365,0.0585767328470365,0.0838234586351812
0.136467687223292,0.135596389222642,0.118317358367784,0.126214302851983
0.158202617118537,0.0607079881755782,0.125728762470673,0.161306064631035
0.231469457614025,0.15445029795048,0.141398464856058,0.111818683590067
0.113593235746761,0.189922415756931,0.0599949973560652,0.168831139120719
0.141250714357655,0.170028243895248,0.0961157463217045,0.133267584662352
0.231913843848004,0.165269884705248,0.1379258221416,0.228127180755346
0.223691993467551,0.140693277290202,0.110288513027124,0.195729999984168
0.24604046499688,0.17328441069589,0.146677841520627,0.142472557369034
0.141488692127271,0.136768786238707,0.107393560002492,0.117985585213533
0.214709519256957,0.233112552718772,0.160792584630623,0.11499986373513
0.149679210485283,0.142635888791663,0.112718677564803,0.133915645224078
0.216755111370625,0.186420152522267,0.203617252035346,0.146357889298547
0.155906733467122,0.138114788120827,0.126498945652636,0.0639034839999725
0.17127353709803,0.135946834655842,0.122651527896315,0.125380024424331
0.233164001890689,0.214124782150924,0.201990030727974,0.223200867263125
0.0580176912374677,0.160307202202109,0.103986019358895,0.149820170931786
0.141569566548181,0.178636282439556,0.193119378014702,0.181349246337958
0.158789380638231,0.12344005079961,0.166103002806623,0.077468090252441
0.215981468500864,0.203623308183609,0.0575669154461303,0.122469922380473
0.126493694670473,0.175288809365714,0.115919726134116,0.169744300569995
0.183427103242658,0.225027567152176,0.141659788484849,0.069002754170027
0.127688352053655,0.0810013532716983,0.126649124782548,0.142210387912185
0.123589272646937,0.151081074841762,0.137283186425856,0.0589953801385893
0.208645210639978,0.195519684485182,0.13634547506839,0.152185169979626
0.058169234995456,0.134797278065629,0.126001664239524,0.139959005284465
0.242517992011731,0.220168772064627,0.118355145977399,0.178470481735146
0.104182875730134,0.134653346112838,0.133755475377643,0.103342241428875
0.159688305133037,0.177898243015901,0.141499409052392,0.114282453737126
0.166140317638505,0.171392731010392,0.0938857416740693,0.105495163045761
0.183076321973538,0.126031783884371,0.144260721626958,0.0923572416038014
0.254921149334688,0.123929227830987,0.157608207239837,0.206101860038442
0.246590620747145,0.121781185855061,0.158701649549657,0.154539756299057
0.134206079850678,0.198582040491293,0.129895275407413,0.12981228008706
0.155295667270963,0.0741567978666577,0.071749407836464,0.120445536045964
0.177035243011558,0.141096663211973,0.124494211117722,0.127825505892413
0.151881310163496,0.113077056659489,0.150298970873453,0.134246928402501
0.207685527347825,0.164928450426155,0.176868714436148,0.157721286205456
0.131973980016092,0.124223959234432,0.097022929945903,0.150503165412315
0.181289640339321,0.225166660243233,0.130717844475305,0.162442659401167
0.183154521110992,0.123495404938158,0.141584308437085,0.0883330821062868
0.152999655602152,0.172837411806278,0.114921229990226,0.107922949139798
0.158997670903871,0.108021997795256,0.14700890444606,0.120401066854948
0.176367133514996,0.142641677317961,0.199996599023074,0.162429065218747
0.143381386226703,0.130793500659318,0.10940701605371,0.134882267958019
0.261205034911755,0.13937853788014,0.124006115008595,0.171725899491131
0.236778101310444,0.161162241507193,0.13650332495373,0.17956633196084
0.139567578818894,0.159814656075368,0.125689997691735,0.0709539697251443
0.189235337201425,0.16901308292843,0.121340133612748,0.109757540108402
0.161500687383343,0.15926041360281,0.0949210315152722,0.153398277324208
0.207123035560257,0.104504400690928,0.13900323062968,0.122848167792235
0.358381576867372,0.200065608555116,0.236799017430724,0.308719489385591
0.149542666234925,0.136894835487805,0.145165217294591,0.115487337557902
0.101925723961964,0.125643476167366,0.142859570150625,0.124056744478426
0.122645281575249,0.12997829532524,0.144283619838273,0.107375747674217
0.103269537319314,0.12958415646709,0.138618019808737,0.0901756253567467
0.205173161325049,0.13373582865922,0.111928032774575,0.122008999905893
0.189220679936248,0.214651858147573,0.209248430028398,0.185638100700283
0.10531640686162,0.105800510652296,0.121860649984347,0.0906890050062966
0.0584699943707824,0.159598484988704,0.128495958400591,0.147683381597894
0.168730213274557,0.148393033781061,0.171843219339743,0.116270331400168
0.153100938930511,0.105521827885169,0.112452591247813,0.19645371184668
0.217957077126755,0.176376779574907,0.111150766200189,0.11291540333015
0.207548013580127,0.185657568032205,0.168110008488481,0.117427973962235
0.18499082618028,0.0675356349382641,0.122410380152557,0.141319955348337
0.18433057065472,0.147663665404903,0.168742342075781,0.136221363419912
0.177505774192576,0.211663480185632,0.134264999901202,0.193791302152077
0.200472660219556,0.160359299870752,0.117217847757722,0.0850461404438366
0.169665158127798,0.178379995848904,0.106520654070008,0.17344087998099
0.179352051859177,0.161664189984324,0.164901418075414,0.186062662754787
0.243594552870277,0.235031112955906,0.219464322944985,0.205678554292074
0.143982425636049,0.0812577338349544,0.186860641663976,0.13083966984192
0.155329102802321,0.183685154909675,0.165540771544603,0.171551594213176
0.255852490883293,0.179450128511073,0.196215242335924,0.231333533009169
0.141067433890017,0.145107219758727,0.153410006803695,0.088416879171683
0.204901643303332,0.154125699814896,0.165847583688392,0.0967852389851052
0.1826712906963,0.177947195487611,0.158955374019963,0.126325068478933
0.184544011970353,0.248829548075387,0.168079763937767,0.163490400413318
0.225783691290645,0.158113911440568,0.131278535629715,0.123673122403637
0.0981817258445881,0.131046035880135,0.208987172584908,0.116905757354748
0.0931286790712023,0.128799491088365,0.12887935935189,0.132723169610018
0.145090392843789,0.118485347848655,0.141257513370141,0.107482253837608
0.187046577059271,0.223418677395347,0.180276969640882,0.145673097616606
0.163558661051787,0.159341368044771,0.177534430191117,0.0894279400745678
0.19046478797675,0.211590133003333,0.0899463575598185,0.204422195556832
0.141617452143377,0.134783103644111,0.144436441127305,0.152875346490614
0.182239247807688,0.221832422817787,0.0929243800052311,0.120676585828698
0.213536613651382,0.224854726021069,0.156463570150932,0.150149021211893
0.249750049774463,0.202256405698791,0.23760423861329,0.24878721950115
0.182841695275058,0.143762144102484,0.139287529846483,0.127073064443573
0.137636628489692,0.115541036951873,0.147426261846799,0.144447804970266
0.134190259180533,0.123697725335926,0.150912330118398,0.113416332963316
0.211308058225108,0.179448717532823,0.196801136255444,0.16343316910349
0.149946015973133,0.190119204353513,0.225209447826885,0.151385012106677
0.159754080977651,0.151803434731126,0.166234731830185,0.144820898252411
0.118618003069811,0.187889540091169,0.165517928080423,0.12466405418772
0.166462439462153,0.170099919739278,0.186716283635607,0.113218680968898
0.151426392544827,0.158966587072877,0.119285042995245,0.125569825094215
0.194854784079028,0.140212179405232,0.118424011136969,0.106654294621788
0.143692599588239,0.103457678594725,0.124484213956447,0.1226747499928
0.26617434209676,0.171794989045294,0.167331041664777,0.12972919106509
0.196878646461478,0.133072223952754,0.169007474334782,0.155459988073372
0.226871482203559,0.149385474581373,0.155718103029564,0.157293689927352
0.255884418577607,0.148000508483523,0.180326450724538,0.151945812587492
0.124278155554041,0.176427572008634,0.112660468549208,0.143103225813319
0.178673940542304,0.166569200271567,0.108914305295645,0.162489152843021
0.230371016934721,0.193719260167236,0.166429639749549,0.15895674090769
0.240858885678168,0.196038251193779,0.140782558753909,0.100890448593162
0.221504302646991,0.251358718451462,0.18189631761501,0.190389417441773
0.197020728804903,0.201681682223412,0.152123680874687,0.151658407665313
0.240162665733258,0.129058410377549,0.164074505120407,0.0939023138343856
0.230875552386042,0.0881050276796547,0.130760348842148,0.102349007440435
0.177897112043187,0.183620474543008,0.0823981770896043,0.119123155376126
0.150426304575666,0.11406448031616,0.122844063051817,0.139676566283732
0.158712992911033,0.135982501511138,0.138325151001556,0.134603576296387
0.167897910754899,0.165786087270926,0.148941314271372,0.113134449532434
0.19251634853347,0.109343260018801,0.117445906343417,0.245317359110852
0.167646605937552,0.102478499097194,0.0989837509761625,0.157866069749382
0.15040003223233,0.136527054790751,0.122966373687959,0.0626583752119874
0.154418647093843,0.137564335588658,0.0757384949382222,0.124509919808938
0.199510846467371,0.205686997286082,0.030009067730084,0.220325194583502
0.183617215275342,0.125064630696742,0.102975237300729,0.128622350894362
0.138333142243455,0.170132841444634,0.0933164620157829,0.190459796621209
0.19517301488628,0.205340908337356,0.203706652767091,0.156580250584761
0.219740653552856,0.218347582185223,0.126928900048678,0.225294646330008
0.228357519039955,0.18579988800867,0.11859430424751,0.157150350666606
0.18498464565969,0.0524324717351466,0.134542569646507,0.172183362469108
0.190799812295252,0.168573701993221,0.155074517708523,0.184258298774811
0.145111161169642,0.222911201876385,0.15175732707134,0.138713734539744
0.259215027715849,0.270576448926455,0.219290126245098,0.232124437089205
0.24959010949958,0.106615862008475,0.128680548419307,0.111250249628702
0.224481103346152,0.13970935102146,0.125677717960979,0.135939965497416
0.165202045701999,0.154118578707147,0.116568695151341,0.127702149149245
0.133068412173228,0.0958404042066707,0.118262151444101,0.109231957181315
0.184145142963327,0.223056602331405,0.141665594675518,0.138359448572216
0.172231831141854,0.112790650126179,0.132750299793979,0.14377913928033
0.171241798679369,0.0885236499640914,0.15375784427783,0.0990213888603203
0.184788731056954,0.156823131562553,0.105293130679668,0.1443866948473
0.135912758124197,0.130436445943648,0.0557783615695341,0.131124462643645
0.223376183696228,0.156103234614317,0.12590810088701,0.101765962926985
0.168076247015187,0.127179688420162,0.176714267685143,0.14467323849239
0.195564978191877,0.197744120371412,0.148662477137409,0.155454870475723
0.163660942786354,0.177479083401898,0.115708843231648,0.0940973661519388
0.262333893391737,0.158871231198668,0.145068573462823,0.164384242107465
0.139093792300592,0.109944875486829,0.122812294927374,0.0749959064467262
0.141296170583345,0.194816255448817,0.132972108414575,0.12146087402576
0.201296461927124,0.129345332362328,0.131677233779779,0.102980335783325
0.108957038651455,0.129754450610064,0.154011791649611,0.126521025631212
0.200078027501921,0.126043330057817,0.144813173731225,0.144440276421523
0.248785502410948,0.196453634491868,0.218447181250903,0.222470645627193
0.164075924625058,0.168347855496384,0.126139869332198,0.130748949837059
0.239902823407727,0.0930500862093612,0.107344223333361,0.132082988202877
0.200003872119045,0.166336728747693,0.161738727594768,0.143768329653423
0.240996871658038,0.169145696126209,0.129398677857073,0.186642834541055
0.14377640144478,0.114531038431694,0.153339610182195,0.192359695780735
0.178706835431579,0.103209499617853,0.0934479293043567,0.159171163777707
0.162314744687876,0.199650094193777,0.112231985341369,0.13141333792793
0.231509449257361,0.252604150363585,0.211167735091378,0.177101893826871
0.212877560488366,0.212514466554998,0.119573083967347,0.137213558035311
0.177812082010198,0.145136823044319,0.125140348725058,0.177049669170291
0.176344899995993,0.142351668644377,0.0686420500700852,0.128474615742463
0.10011203574467,0.151954681355559,0.0922726560628671,0.188324023654696
0.167700862166474,0.090850888856695,0.106056365604478,0.124036283919894
0.241458316355783,0.112741030419603,0.147571501632672,0.121325696080532
0.130492381224144,0.150551756596733,0.124076466394037,0.102448642068975
0.156309701380885,0.201232152973164,0.141269239289825,0.121731092810576
0.176812859701758,0.136237101765487,0.145308854914817,0.130771374583126
0.182033411260609,0.156254432101184,0.127076619753514,0.107045064801263
0.179914441895624,0.12929047679959,0.186554909084673,0.170924067687269
0.163621541737539,0.171261422141926,0.120316805230468,0.151396829173711
0.142550543806607,0.109835651590095,0.146373401684547,0.187961806547247
0.148359671222914,0.152009068673676,0.11009734894382,0.154908473558791
0.185077146333875,0.153019625549554,0.1270514115817,0.124220104422353
0.155683866613728,0.126892845669181,0.181424657209071,0.154163758951776
0.14496820619922,0.197195314078983,0.0994160939191808,0.154575609027798
0.103704595467894,0.118048101484528,0.136531918707795,0.0605528379955389
