"Africa","East Asia","Eastern Europe and Central Asia","Latin America","North America","Oceania","South Asia","Western and Central Europe","Western Asia"
1320,14313,1063,4270,5514,1211,7889,1843,708
1473,17054,1134,4257,5173,873,5690,1350,920
1270,18580,1078,5039,5351,1080,6463,2035,554
1349,16776,992,4365,4628,758,8324,1742,611
1447,15013,1105,3759,5457,995,7810,1482,880
1454,15437,987,4436,4306,1035,7292,1749,786
1209,15477,1088,4151,4946,946,6960,1749,740
993,14729,1013,4825,4877,1019,7181,1597,860
1494,15063,1012,4676,5507,798,6179,1831,851
1429,15548,1034,4076,5028,811,7301,1951,667
1101,15063,1060,4528,5076,869,6622,1526,804
1011,14011,972,4922,5276,1139,9023,1877,573
1186,15980,997,5281,4117,1193,6278,1883,668
1265,15231,1053,5061,5180,1029,6458,1859,806
1453,16333,1002,4776,4723,863,6910,1466,590
1370,13403,1091,4233,4476,1051,8127,1904,629
1346,15765,1014,4376,4516,878,8757,2023,666
1200,15015,1075,4772,4435,1121,7295,1733,733
1348,15224,1074,5376,4891,1049,6963,1476,776
1577,14519,1061,5396,5782,1032,6827,1892,714
1112,14422,1016,4247,5042,1099,6432,1785,692
1438,13850,979,3936,4973,851,7060,1833,680
1293,16556,1027,4901,4856,702,5666,1376,754
1391,15692,949,4742,4492,855,7524,1653,645
1307,14922,903,4406,5209,1002,6355,1918,497
1199,15561,1136,4010,5618,1023,5908,1572,602
832,13550,1058,5221,4684,853,6082,1882,571
1237,17374,1011,5248,5053,928,7940,1667,607
1083,12563,1030,4122,4658,1110,7226,1698,721
1197,16946,957,5611,5017,949,6978,1330,700
1121,13858,1104,4361,5204,1006,6884,1767,460
1228,18265,1022,3857,4955,901,7114,1806,670
1163,12999,1144,5100,4803,1011,8731,1968,855
1541,14398,1020,4129,4758,1060,8488,1819,870
1347,11199,1053,4177,4454,1117,8974,1617,776
1592,14908,1040,4756,5084,1013,6726,1623,519
1011,14960,1102,4994,4282,912,6011,1513,648
1319,15134,1079,4851,4840,867,8446,1646,906
1158,14447,1021,5082,5504,1002,6794,1665,627
1206,14072,1027,3878,5277,1123,6871,1926,860
1351,15541,1007,4180,5106,1275,7212,1730,884
1266,17701,1019,4097,5324,887,7569,1752,783
1266,14668,1129,3772,4611,882,7564,1615,815
1305,15344,1062,3929,4569,970,7742,1935,480
1326,14619,1146,3914,5512,1016,7738,1613,593
1094,16727,969,4202,5391,1139,8019,1704,617
1474,18333,1031,4593,4413,886,7406,1696,605
1203,14725,1062,4481,5294,1162,8393,1299,797
1479,14378,1032,4441,4434,959,6355,1563,573
1252,14525,1121,4548,4600,959,6445,1552,596
1166,14341,995,4968,4949,1144,6511,2023,828
1078,15332,1038,4909,4807,931,7492,1873,804
1187,17447,1019,4253,5034,912,6789,1938,849
1293,15921,1104,4283,5124,719,8918,1652,641
1375,15611,1139,3921,4910,711,8076,1593,769
1128,16867,1010,3754,5143,1215,6419,1859,485
1481,17086,1089,4711,5266,1036,7915,1428,546
1335,16351,1010,5247,5207,798,7724,1429,728
1370,13505,1058,5303,4931,733,8042,1546,677
1358,14237,989,4812,5104,967,6378,1596,905
1128,14317,1039,4843,5116,1099,5186,1682,536
1238,15005,1055,4312,4684,945,7166,1911,702
1113,14020,995,3941,4945,1033,4676,1840,611
1382,13580,1080,4089,4575,1195,5613,1857,631
954,16260,1003,4821,4324,1073,7417,1708,898
1145,13840,997,4348,5088,883,9370,1820,602
1524,15347,1000,3824,5125,824,5250,1295,639
1255,16014,1045,5067,4467,1004,5979,1571,799
1196,15703,1181,4202,5067,1168,5786,1745,727
1037,12989,1081,5333,5429,1122,5597,1448,573
1309,15792,1058,4300,5255,826,6830,1973,687
1384,15549,1078,5216,5818,941,6336,1684,631
942,14207,980,4688,4827,1080,6905,1471,701
1237,15745,988,4770,4418,806,4908,1801,793
1473,15294,1001,4871,4835,950,6338,1535,806
1419,15244,996,4324,5268,1025,7817,1525,626
1168,13974,1076,5001,5059,876,5929,1746,791
1209,16117,1003,4636,5555,878,7740,1597,621
1355,14139,1074,5300,5414,1018,6741,1528,693
1231,14441,1005,3824,5178,979,5733,1563,715
1409,15226,1075,5101,4619,1114,6999,1924,710
1155,14125,1106,4622,5017,922,5742,1367,710
1159,13733,1004,5075,4874,923,6023,1639,671
1368,15084,1075,4200,5173,1115,6430,1478,513
1342,14151,1011,3905,5048,856,7113,1878,663
1229,13259,1058,4841,4749,1107,7599,1616,689
1062,18323,943,4158,5160,1024,5353,1610,569
1281,16189,972,5315,4811,901,8161,1901,576
1189,15308,1065,5067,5383,1059,7480,1846,667
1221,13616,1042,5180,4544,976,6279,1661,522
1193,14521,1076,4757,4400,1009,5873,1775,633
1101,15091,1016,4020,4860,793,8019,1656,638
1343,15222,993,4702,5450,800,7144,1854,567
1345,16499,1093,4993,4612,826,5982,1624,519
1537,13063,1069,4515,4754,1097,7509,1558,883
1372,14394,1067,4613,4890,892,8573,1550,960
1338,16309,1056,4654,5586,1321,6032,1777,686
1391,15332,1128,4461,4325,1093,6721,1402,687
1459,14781,1028,5059,4928,1016,8348,1535,859
1129,13202,1065,4356,4869,982,7800,1426,708
1185,13897,1048,4109,5297,1032,8632,1800,681
1174,16905,1059,4572,4681,882,7003,1710,736
1202,15152,1157,4247,5894,916,7889,1816,758
1301,14490,1086,4578,4063,906,5814,1874,648
1247,15301,1051,3685,4343,821,6738,1897,716
1059,13192,1103,3754,4779,941,7758,1579,747
1219,17796,1040,5224,5793,905,5976,1936,661
1302,15667,1080,3856,4969,993,6553,2034,574
1210,17384,1085,4616,5556,925,7916,1694,784
1350,15962,1089,4366,5011,968,6800,1485,764
1258,17166,1106,4328,5509,849,5574,1633,609
1129,15165,1122,4224,5201,896,7210,1800,703
1325,13172,1082,5581,5453,909,5817,1692,692
1179,14860,970,4839,4819,1016,6141,1621,679
1053,13933,1078,4674,5231,803,7109,1958,841
1156,14362,1046,4418,5506,923,7131,1857,784
966,13613,946,4705,6224,922,7577,1688,736
1336,14728,1003,4857,5397,867,5652,1801,660
1253,12614,1003,4071,5009,1258,7268,1581,666
975,14945,1051,4605,5313,737,6663,1669,626
1303,14412,1033,4707,5300,1031,8581,1540,762
1133,14746,1016,4364,4746,899,6344,1585,669
1164,14439,1055,3543,4775,807,7061,1708,798
1318,16423,993,4688,5459,983,6444,1523,725
1437,17342,1068,4070,4649,865,8348,1622,660
1162,15728,960,3980,4474,1209,5942,1764,742
1443,15503,1000,4555,5056,788,6468,1787,658
1002,13301,1041,4681,4720,1042,8283,1862,867
1238,16032,1030,4272,4812,891,7373,1593,691
1104,13562,1112,4692,5365,1048,6563,1995,676
1279,14303,966,4726,4678,658,6757,1743,528
1663,15705,1038,5275,5101,896,7413,1671,847
1107,14191,1132,4727,4287,971,5982,1749,578
1248,13671,1048,4969,5194,906,7315,1746,838
1300,15651,1062,4071,5072,1166,8312,1671,676
1353,15206,978,4906,5144,596,7545,1994,590
1467,16783,1112,5205,5469,899,6503,1779,515
1511,15440,1035,4111,5840,874,7833,1568,491
1319,15996,1115,4035,5604,903,6238,1460,725
1095,13982,1111,4123,4987,920,8100,1608,607
910,16344,1053,4276,4731,812,7529,1590,578
1055,15227,1058,5572,5504,710,7537,2029,686
1227,16483,1119,4637,4876,1021,7116,1783,577
1107,14088,1027,4912,4880,1113,6777,1759,780
1191,12998,1063,4182,5307,1016,5459,1552,685
1565,15333,990,4876,5376,893,6213,1570,809
1332,14676,999,5074,5182,1181,6891,1574,739
1095,15248,1032,4644,5279,1071,7021,1633,687
1367,15997,987,4279,4773,941,7069,1602,666
1441,14883,1060,4448,5431,734,6851,1907,752
1263,16518,1041,5315,4716,918,7644,1974,637
1098,15652,1072,4919,4284,1056,5780,2001,685
1022,15228,1015,4564,4710,917,6578,1556,494
1055,16181,1081,4990,5000,910,6700,1797,629
1337,15487,1034,4066,5434,894,6931,1736,745
1110,16999,1003,5048,5401,1100,6903,1745,882
1218,12616,1035,4344,5122,923,7703,1441,798
1029,12909,1092,4570,5167,902,7171,1612,730
1343,12936,1074,4779,5015,824,6767,1741,806
1100,12236,985,4568,5486,1088,5313,1772,532
1283,13738,1070,4459,4809,939,7313,1566,711
1104,17701,954,5006,4749,1026,7332,1471,679
1491,15398,1006,4418,4733,926,6236,1588,699
1335,16764,1154,4163,4947,787,7772,1738,606
984,13581,1039,4393,4878,915,6493,1850,769
1480,16264,1085,4837,4670,934,5568,1794,585
978,12672,1092,5060,5083,772,6964,1733,749
1165,15015,990,5150,4854,883,8526,1262,823
1306,14686,1021,4254,5310,921,7792,1634,587
967,15362,1112,5292,5140,879,8810,1609,666
998,14074,997,4457,4717,956,6360,1763,613
1027,15999,1000,4425,5105,820,6723,1388,771
1398,14794,1076,4817,5702,780,7708,1650,756
1203,15793,1072,4666,5055,860,8325,1561,742
1145,15864,967,4537,5354,922,7671,1749,420
1538,17101,961,4677,4953,1226,6897,1387,736
1225,15690,1005,4272,5615,905,7585,1650,559
940,14532,1125,5615,4821,1067,7750,1662,654
1217,16565,1073,4226,4790,899,5483,1787,670
1271,13361,1088,4241,4404,1019,7670,1684,719
1230,15202,994,3925,4943,896,7473,1504,807
1348,15186,1113,4604,4989,899,7690,1747,656
1368,14912,973,3713,4880,931,8714,1478,790
1484,14560,1048,4060,4846,1131,6444,2018,679
1151,14976,1077,4463,5612,992,5862,1518,512
1460,15571,960,5467,4833,1021,5992,1524,647
1480,14753,1044,4387,4730,586,6088,1882,781
1070,14425,1045,4693,5073,896,7425,1668,746
1504,14300,1045,4893,4780,1145,6672,1355,759
1447,15853,1046,4344,4952,953,5972,1680,669
1256,13101,1008,4196,5375,924,7241,1986,577
804,15336,1026,5513,5120,834,8378,1585,771
1373,15469,1059,4463,5045,912,8548,1307,679
1320,14135,1027,4113,4801,888,8149,1986,686
985,18591,1019,4662,5188,942,6216,1653,653
1062,14807,1098,4272,4640,885,5941,1969,877
1218,16285,1045,4767,4891,851,6319,1844,631
1217,15346,1066,4990,4968,978,6095,1625,572
1262,14062,1061,5377,4877,947,5996,1443,727
1447,15447,1115,4454,5696,1150,6275,1730,732
1500,16188,1151,4394,5358,750,7422,1919,595
1290,15823,965,5153,4984,904,6999,1479,560
1321,17054,977,4823,5391,961,6966,1906,702
1027,14821,1063,4187,5583,953,6003,1723,761
1327,12238,1138,4569,5470,987,7586,1990,750
1313,14042,970,5158,4669,1175,8239,1475,800
1329,14534,1043,5116,4957,976,8173,1490,821
1429,16463,1112,4378,5802,1157,6867,1906,588
1276,15738,995,4779,4857,1019,5902,1643,664
1311,14133,1057,4442,5463,876,7789,1932,770
1255,13899,1087,3944,5389,1120,6276,2018,658
1312,14974,1116,4885,5355,975,6207,1524,667
1046,15419,992,4464,5261,996,6508,1634,706
1416,15098,939,4667,5604,1004,7412,1888,699
1123,15264,1130,4688,5203,1059,7682,1876,692
1210,14191,1090,5170,5386,979,5964,1737,758
1115,13015,1094,4054,5584,1062,7830,1718,735
1184,15754,1003,4289,5776,1101,7827,1930,737
1409,12291,1059,4888,4551,862,6867,1901,796
1323,12191,915,3487,5394,1042,7552,1551,965
1366,13538,1059,4178,4996,1095,7381,1807,750
1121,12965,1049,4850,4829,1057,7385,1726,664
1160,15014,1039,4643,4883,1038,6860,1440,874
1324,18431,1005,4592,4386,1137,7478,1735,669
1505,15129,1110,4643,5293,1039,8646,1772,808
1407,15143,1025,4786,5111,793,6677,1577,733
1369,14370,1013,5350,4966,801,7536,1900,708
1224,12849,1102,3790,4370,993,6356,1700,654
1299,15793,1088,4189,5366,985,6128,1914,656
1139,13875,1118,4139,4850,867,5672,1938,805
1573,16539,1060,4380,5357,758,7473,1626,645
988,14618,987,4994,4694,972,7814,1646,678
1045,15419,933,3570,5176,911,6186,1894,525
1197,15397,1077,4742,4880,930,8049,1868,673
1186,17404,1092,4722,5779,818,7084,1824,699
1152,15625,965,4939,5179,874,7352,1589,757
1270,15258,1006,4296,5085,936,7610,1688,789
1175,14275,1059,4785,5195,1153,6802,1869,701
1359,13343,945,4695,5878,998,8078,1732,753
1075,16365,1042,4294,4706,971,6772,1815,523
1266,13844,1075,4937,4826,950,6096,1620,643
1249,17670,1041,4810,5192,963,7880,1782,772
1131,14185,1117,3789,5057,925,5699,1736,767
1279,15216,1012,4309,4925,984,7370,1673,651
1095,15727,950,4831,5270,964,5287,2128,573
1226,15675,1035,3696,5017,935,6313,1905,771
1159,14476,951,3871,4485,637,6957,1491,828
1083,16610,1008,4974,5284,797,7175,1756,677
857,14722,1011,4539,4387,891,6266,1691,789
1036,14510,1121,4314,4599,815,7048,1539,644
1456,12512,986,4401,5070,1056,5748,1994,719
1446,15020,1107,5385,4957,983,6445,1982,576
1328,15517,946,4638,5399,762,7196,1910,709
1217,16187,999,4400,5195,991,6738,1668,773
1049,14427,1059,4762,4632,1011,7607,1655,783
1180,14258,1025,4169,4627,1013,6450,1875,685
1047,15622,1084,4740,5332,865,6999,1609,657
1107,15007,986,4397,5085,944,6550,1650,526
1229,13444,1020,4758,4374,646,6655,1923,791
1429,14647,1005,5146,5028,945,6553,1691,645
1101,15251,998,4959,5210,921,6331,1797,690
1446,16504,1024,4711,4496,834,7802,1424,691
1141,15776,1048,4837,5194,995,5892,1960,720
1298,13510,1085,4819,4538,978,7348,1838,821
1472,15496,974,4172,4253,1044,5437,1716,668
1372,14302,1108,4944,4690,1097,5695,1787,668
1161,15073,1141,5164,5170,896,6372,1861,598
1131,15055,1044,4106,5338,797,6450,1703,746
1324,14510,1062,4524,4555,1017,5979,1771,534
1233,13271,1063,4498,4904,770,6224,1707,616
1266,15803,1050,3620,5297,915,7264,1598,613
1489,15213,1063,4998,5414,1147,6631,1795,861
1064,14326,1034,5520,5275,879,7408,1776,662
1394,14405,942,4286,4797,1063,6075,1481,534
1175,15824,1056,4586,5230,1048,7571,1653,751
1321,14699,991,5036,4858,812,8156,1671,671
1029,13632,1052,4255,4739,766,6811,1842,745
1198,15711,963,4513,5211,889,7624,1806,658
1323,16372,1002,4566,5849,1082,7168,1592,730
1319,13602,1112,3942,5132,1226,7010,1739,815
1427,16154,1082,4217,4716,893,6098,1792,613
1210,14264,1126,4729,5438,1005,7807,1584,699
1072,16210,1037,5147,5614,744,8177,2010,772
1312,14366,1030,3826,5491,971,7477,1694,755
1395,12323,1063,5127,5010,995,6340,1784,741
1404,14592,1023,4298,5420,874,6419,1695,705
1112,14468,949,4920,5618,853,7514,1938,631
937,14500,1067,4464,5266,1217,6692,1582,737
1433,13309,1004,4918,4539,1112,6670,1624,847
1358,16847,967,4317,5141,940,7492,1734,820
1353,16694,1018,5274,5415,840,6717,1945,574
1245,17140,1079,4253,5298,589,5904,1812,651
1160,13525,963,4854,4254,784,7064,1455,679
1058,17082,997,4150,4431,1145,6080,1635,580
1507,16301,1099,4410,5352,883,5170,1490,684
1444,13399,1010,4899,4440,1041,6129,1639,580
1248,15809,1065,4923,4699,841,8436,1774,679
1207,13940,976,3693,5065,1128,8194,1751,737
1076,16746,1030,4819,4459,1226,7784,1652,640
1310,15023,1065,4155,5746,827,7955,1833,524
1330,14414,1068,4082,5030,1009,6695,1745,628
1237,16017,1043,5662,4846,990,7361,1671,677
1019,14615,1041,4122,4445,750,7675,1644,555
1297,14340,1115,4332,4792,1037,7382,1593,654
1417,15291,1131,3798,4752,632,6699,1709,705
1114,15849,975,4409,4854,842,6161,1609,615
1446,16115,974,4884,4669,761,5692,1518,679
1469,14779,990,4728,3950,707,7169,1428,665
1446,18285,1062,4518,4671,852,7173,1579,647
1204,14968,1129,4127,5187,922,6544,1710,695
1208,14959,1048,4261,4842,879,6081,1490,656
1507,16446,985,4250,5184,1117,6687,1816,677
1268,14256,976,5434,4762,971,6937,1812,814
1140,16949,955,3950,5182,1078,7073,1586,685
1423,15293,1006,5431,4654,988,7471,1836,727
1021,14150,1060,4998,5327,880,7702,1635,632
1084,15183,1046,4994,5769,764,6642,1837,631
1400,16847,1076,4741,5140,716,6899,2019,511
1080,13764,1089,3807,4458,1018,5383,1648,555
1135,14694,1096,4642,4788,1166,7502,1471,637
1317,17225,1129,4427,4836,738,7880,1537,857
1034,17019,1069,4120,4992,902,7702,1881,685
1319,14891,1104,5147,4738,1028,5051,1831,572
1243,12837,1112,4430,5750,871,5970,2032,677
1180,13625,983,4644,5049,993,7360,1620,671
1128,15070,1008,5370,5037,1007,7009,1745,958
1295,15916,1044,4519,5267,860,6874,1813,679
1068,13726,991,4875,5180,1208,8189,1715,669
1258,14188,989,5169,4768,1073,7864,1609,741
1325,14476,968,3860,4329,1155,8543,1636,614
1481,15190,1087,4475,5188,950,6343,1409,699
1021,14708,1047,5544,4651,971,6344,1967,895
969,12377,1054,4653,5070,986,7896,1846,617
1090,14402,1083,5253,5198,904,8151,1468,681
1311,17151,1052,4518,4789,1057,7468,1806,660
1324,15790,1001,5085,5609,1234,6790,1758,795
1160,14921,1101,5224,4952,967,8410,1861,602
1577,15578,1056,4777,4153,1058,7754,1700,738
1186,15453,1027,4190,4690,1020,7367,1642,836
1130,12901,1074,4496,5107,762,6307,1716,589
1252,15203,1000,4572,5409,745,7269,1852,754
1168,18026,1135,5231,4151,742,7141,1982,673
1195,16728,960,4929,4172,1125,7319,1842,620
1172,17711,1101,4530,4605,1022,6547,1627,663
1235,16086,1118,4775,4924,1024,6596,1606,786
1098,13220,1038,5019,5170,994,6788,1643,727
1438,14712,1062,4529,4993,1000,7080,1703,665
1547,16327,1077,4451,4830,1127,8112,1708,729
1355,14591,1027,4628,5088,811,7329,2025,757
908,14422,1097,5019,5126,974,7011,1814,626
1245,16012,1064,4830,5098,1012,7152,1823,809
1394,16105,1058,4750,4816,1023,7566,1966,625
998,15668,1097,4992,4319,944,6878,1916,759
1226,13998,1062,4902,5060,737,7867,1720,614
1528,14782,1067,4156,5248,774,6765,1811,484
1232,14238,1055,3820,6063,933,8011,1650,772
1462,15624,1069,4305,5268,1060,6144,2015,803
1077,16265,1085,4742,4654,1065,6486,1842,797
1369,14560,1088,4385,4943,929,6874,1673,650
1409,13976,1124,5392,5299,850,7896,1956,700
1542,14715,1096,4627,4448,953,7042,1548,817
995,13474,1091,4253,5406,1062,7278,1813,576
1354,15907,1015,4376,5440,1026,6667,1466,669
1459,16072,1163,5285,4815,797,7251,1602,599
1070,14239,1084,4795,5119,1080,7706,1720,854
1247,14505,986,5419,4168,1145,9160,1572,737
1173,14880,1104,4998,5224,831,6039,1509,823
1128,16053,1077,4109,5269,851,7597,1811,527
1506,15493,1080,4180,5509,944,8016,1697,722
1567,14571,994,5290,4014,1155,6242,1782,850
1192,14062,998,4353,4852,752,5983,1663,659
1631,17964,1039,4351,5397,1147,7269,2001,639
1274,14790,1058,5048,5024,997,7139,1737,760
1468,12730,1026,4221,4541,984,6170,1866,597
1561,13984,1056,3834,4806,1020,8353,1746,618
1010,16391,960,5015,5164,1009,6496,1644,679
1226,15614,1006,4853,5271,923,7219,1872,731
1148,14031,1057,4661,4683,657,6462,1525,690
869,14463,1014,4414,4310,1047,5981,1842,620
1175,13095,973,5080,4651,857,6288,1550,620
1146,12995,1134,4539,4923,1118,7109,1368,767
1361,15464,966,4638,4465,1005,7555,1332,730
1057,16456,1092,4266,5276,1058,6979,1499,725
1361,14993,1028,4223,5553,897,7769,1319,718
1177,15922,1072,4093,5234,862,5439,1367,719
1085,13721,1115,4560,4990,870,7455,1779,693
1198,12359,1025,4196,5262,760,6630,1490,545
1354,15864,1019,4767,5173,1034,7204,1760,573
1118,16661,981,5205,4957,984,6165,1496,640
1204,16656,1053,4840,4851,1117,7413,1709,661
1218,13974,1093,4180,5922,967,6965,1862,564
1165,16234,1086,5145,4743,767,6822,1772,701
1197,14691,970,4406,5527,1017,8392,1821,748
1184,12476,976,4596,5532,854,6472,1595,630
1514,12797,978,4349,4851,923,8240,1623,704
1305,15688,993,4132,5969,1132,5877,1855,815
1079,13804,1019,4409,4682,1120,7818,1627,577
1448,14039,1034,4651,5191,702,7086,1802,546
1212,14984,951,4074,5223,815,6038,1562,779
1254,14147,1089,4546,4743,921,7688,1761,560
1218,17693,1003,4740,5668,905,7734,1528,594
1225,15966,1110,5330,4520,669,7621,1486,558
1111,12845,995,4212,5031,908,6821,1777,535
1664,12851,1144,4876,5224,907,8207,1816,759
1227,16652,1061,4163,4982,924,7876,1800,764
1417,15396,1081,4136,5310,765,6870,1846,870
1015,15129,1078,4740,5080,976,6919,1965,650
1271,13057,1080,3879,5077,977,7620,1880,599
1351,14686,1058,5288,4825,862,6920,1901,659
1224,14354,1072,4496,5265,1275,7466,1578,573
1406,16114,1069,3775,5545,1013,6573,1613,777
975,12862,1026,5274,4294,965,6804,1804,698
1350,14282,995,4115,5232,758,6081,1632,707
1195,14728,1008,4191,5047,1039,7164,1581,720
894,13234,1082,4403,4812,1014,6327,1532,735
1304,15756,1062,4992,5322,1176,7065,1622,728
1415,13653,1141,3922,4688,651,8017,1518,821
1370,13237,1073,4817,5120,827,8054,1313,593
1331,13783,1077,4662,5087,1060,7344,1662,710
1287,16040,1007,4832,4720,841,6218,1344,599
1268,15384,1082,5050,5826,1056,6653,1554,574
1151,14658,1002,4263,4998,937,6726,1789,622
1404,16249,960,4941,4254,824,5778,1480,695
1303,14167,1038,4198,4820,1060,7966,1534,584
1305,16037,1015,3815,6227,888,5670,1359,671
1104,14703,1113,4444,4788,1224,8126,1588,569
1561,15172,1099,3731,5223,1046,6404,1644,618
1167,14041,1055,5274,4853,951,6706,1488,686
1246,12249,1094,5011,5794,1075,8014,1515,853
1243,15123,1059,4009,5036,1081,6189,1493,902
1432,14030,1008,3731,5141,883,8736,1451,750
1241,14029,980,4334,5691,814,7817,1661,740
1325,16920,1017,4343,5607,999,6729,1575,793
1367,13705,1148,4396,4957,1143,8114,1567,746
1367,13164,1047,3944,5043,1057,8260,1821,616
1403,16286,987,4879,4878,778,6883,1494,841
1497,17951,1037,4563,5298,803,7919,1509,782
1526,14767,1140,5522,6066,1176,7914,2059,587
1413,14073,1058,3802,4560,1069,6823,1593,731
1065,14032,1037,3892,4953,1098,7271,1537,583
1324,15291,1100,3934,5666,834,7411,1452,644
1426,15195,1083,4678,5128,988,7941,1979,680
1234,13644,1024,5022,5247,962,6018,1814,694
1267,15671,1064,4681,5434,803,6587,1709,498
1514,14898,1033,4907,4676,837,6973,1824,792
1279,14640,1069,4682,5281,1189,8073,1821,772
1280,14174,986,5243,4958,1090,7377,1609,528
1286,14474,1106,4780,5286,916,6537,1841,787
1233,15769,1018,3973,4374,930,6298,1594,634
1273,13878,1043,5058,4638,1342,6592,1430,704
1037,14769,1060,4208,4898,1077,7153,1504,699
1279,17212,1083,4261,4961,935,7828,1544,651
1003,17041,1027,4238,5603,836,6871,1495,655
1169,13642,999,5228,5072,1103,7263,1764,777
1335,15577,1101,4878,4579,863,6935,1841,740
1347,16401,1026,4664,4976,920,6640,1637,855
1306,15062,1125,3980,5263,1018,6495,1815,593
1237,15151,1061,4514,4981,1062,5688,1657,683
1375,13748,1051,4449,4665,793,6240,1657,803
1338,15125,1075,5066,5123,1152,6866,1876,665
1397,14075,1037,4303,5019,1149,7073,1766,754
1074,14987,1106,5282,4986,818,7070,1849,655
