"China (export)","OCP","PhosAgro/EuroChem"
0.204414935350407,0.0836316184245733,0.0922833586969353
0.220127090858906,0.0998013677892094,0.112460868571607
0.0965400215826927,0.141371626546683,0.110274100090732
0.145152667135518,0.106530812586321,0.113670936535404
0.122255722772383,0.0687744933890368,0.00523727746662614
0.116527566243987,0.100048272330428,0.103000600475809
0.140447575067019,0.123363794566149,0.137209162964319
0.140236305926793,0.0891133088426475,0.0801288478450588
0.133639504287713,0.114191517443373,0.126160185740075
0.0529839916533637,0.0649624961027111,0.0679134464076659
0.0759394437651783,0.0937751332531167,0.0961684843711831
0.0893563208185237,0.0532318159797465,0.070581715547981
0.143282282960486,0.116681241105334,0.110193992749225
0.187872802612308,0.0851452728662753,0
0.0918272292255329,0.117683292116647,0.0892258486358745
0.233872470194442,0.14374144681042,0.11416918488458
0.138487430128767,0.0958442442464797,0.126966537210083
0.118662061520185,0.079971875317401,0.114822465827356
0.274483557156371,0.0859959237015817,0.151736621769982
0.122354695422718,0.0922856444690562,0.0947046441860095
0.135567910533001,0.0758357625859273,0.0917094705432475
0.139957094473788,0.0766040943425365,0.0807086372387768
0.162548807542075,0.0886824054508807,0.0200356977621909
0.0901784924712169,0.0975602337027412,0.0737760646677982
0.178686584090669,0.106855983359632,0.0665267859658292
0.11364306410817,0.0952920676963394,0.0976690880506921
0.126419555972693,0.0872024695097683,0.0817261254428787
0.087011997470578,0.152054490820616,0.0959399690050618
0.0799488739996556,0.149247694247772,0.0393254343041698
0.129648717776909,0.0179084739072352,0.0833599579187042
0.11493606635304,0.0685449952784497,0.0747257292786192
0.203568332944629,0.111225585317677,0.124684518380483
0.12916638269051,0.154662490477304,0.096575074802073
0.111253273880199,0.0799522855789219,0.140859651286012
0.123487061411082,0.0716084242100829,0.0815902735816662
0.151601753486862,0.0815798277135493,0.101523220960512
0.13753991572999,0.133371126304563,0.092657563733805
0.148660802832029,0.0749541401619518,0.102405850249417
0.0981623263727498,0.0667845669251152,0.0785752430376096
0.195363320938934,0.103608271486017,0.162979227860178
0.192716867402342,0.0866347187221164,0.0809199518111218
0.180830580862523,0.0962703987389046,0.078781828716901
0.0702302450416021,0.0728369767959198,0.0709955365084363
0.17624439179128,0.135798510823979,0.0703587206679953
0.0937946052924423,0.0729571943853827,0.0515356304350069
0.194248014595719,0.156109968670744,0.110174586244518
0.0674627199151621,0.0735711582527225,0.0766885600097538
0.121505425765541,0.076382597598416,0.0788540443230457
0.202148238143756,0.193355985982735,0.224717043738156
0.115965567449372,0.0909150917280142,0.0913185149624145
0.185414419384947,0.232879466952812,0.0693218853473878
0.108136834693483,0.1030826443473,0.0855892246503606
0.151543368917126,0.0527527299244598,0.106243669141883
0.0962104852451651,0.0749026471795735,0.142623916561964
0.212445204462751,0.0553693696431649,0.0659120199471754
0.124125294380136,0.0697788778527602,0.124120263782043
0.117425627288939,0.106300210743844,0.0467232752782327
0.180428086245128,0.0977655191731358,0.165466704418908
0.109366035221474,0.0960642586930901,0.0985926466870082
0.160583308127035,0.0877669283414693,0.103560951409
0.0624469979811895,0.0797663351418946,0.0715753624942061
0.123370250783955,0.0824011734666312,0.0996187957556984
0.138041899735633,0.0725558995594069,0.0701451892195559
0.154000230934664,0.0643592495011333,0.109886945824874
0.192327785511863,0.0941717918956979,0.109788647680654
0.188577637587882,0.150928030362629,0.128562427158604
0.135285156547734,0.0788131823824921,0.0859354236797309
0.123500353896145,0.0652907806819269,0.0642195589980485
0.144872183724286,0.0843760364142517,0.0765441352483786
0.120532529593824,0.153986049483403,0.0734894540562706
0.143830886969418,0.199130071435295,0.129937185389387
0.129402590688615,0.0458943035366629,0.0836659960827311
0.151315305263818,0.108410902337586,0.119490365388306
0.133481175432954,0.084812169614312,0.0922548221198381
0.155581352686703,0.0998162080324716,0.0494851302703537
0.133513621525212,0.0840351976229854,0.058912096040876
0.157173110094549,0.0936517338207286,0.122946757741373
0.115335647231496,0.102472957349494,0.0578257304388431
0.224760925480565,0.0696705637492377,0.108475312895113
0.186914339810011,0.106817685996687,0.0712929876578536
0.173370601042756,0.113940029051153,0.071025543921718
0.127965598069168,0.0485172236998395,0.0751571603577582
0.131993833679547,0.0444118790987303,0.108722410162374
0.177755557166858,0.0723441043341295,0.0748394676449649
0.307134259395628,0.143512073762985,0.194156454411304
0.126634212925728,0.0610419053778364,0.038112993308788
0.0832623155388381,0.0915231208920572,0.0335322312601308
0.119466634981184,0.142484678995608,0.088853765136102
0.134111663834331,0.0754994400210287,0.0583826372602445
0.190807505490182,0.0980801215006619,0.114008331985597
0.170494207664911,0.164149187024945,0.102512418875958
0.109255564637942,0.0967634804152879,0.092821229913301
0.076703931112965,0.133435439663298,0.060427963565167
0.110739921524481,0.0709604905801794,0.0783181653763824
0.146048696994229,0.0810914548414028,0.13640063890947
0.123570717696169,0.0749681695549485,0.0656148981886692
0.160973734998804,0.137258875005119,0.115766991330711
0.158960410622416,0.0613969367608408,0.149007293480217
0.151165203002284,0.131390899652274,0.0793218677108869
0.128173046838914,0.0682074029339164,0.143574440653557
0.132581623157339,0.0235647718038264,0.102584959782465
0.155442166402369,0.0671159324981707,0.17274910293664
0.140780785167035,0.183103508420636,0.12070899131129
0.183406336323145,0.144797244932791,0.123673732468357
0.188582091756575,0.0609083992446408,0.127000540808885
0.143716089650328,0.153928310012463,0.13550437603776
0.221799029751052,0.138442998076788,0.157542198065349
0.0960159548066833,0.177850133189189,0.0795289827096937
0.140446760423624,0.0538034594111328,0.0875885085430047
0.0978070637624291,0.0732872424974145,0.0687219750375278
0.139565974906029,0.135932695656902,0.117084628287659
0.19989025650301,0.0701690058773616,0.0862672091109375
0.115386289042393,0.104844000755003,0.0809863960343425
0.0888562486663524,0.0501423806353761,0.0648667253670352
0.0533939637985387,0.0781435423577284,0.0681848610702904
0.159332856117008,0.123577267630508,0.128600261866333
0.14545063400382,0.0699746213015275,0.0764029339588521
0.151493356944477,0.0708923025902685,0.144545519207134
0.124980244094908,0.158788306811775,0.0718290711628494
0.152344576013526,0.106773661066179,0.153727968973326
0.184211823796043,0.154568456539798,0.134627794747825
0.235215778315948,0.1974826857828,0.201716385627809
0.148491254951024,0.0888165231954926,0.0674137192767029
0.125961667301143,0.0722763782750887,0.0859491907847989
0.0889356978193796,0.168724407469027,0.0986557924321251
0.114464889239394,0.135537362844476,0.119974633706856
0.175101532004316,0.113748569264343,0.0957625387762718
0.117907208811295,0.0939103581103291,0.0870688311728657
0.110654795068902,0.138506848514498,0.100921783538235
0.121255379267259,0.180981357302779,0.0716446467021888
0.16580509702735,0.0490638560437185,0.0846578760913095
0.124979678980971,0.0734931833797592,0.067779540239358
0.104850037333874,0.0875797160921654,0.100490447678335
0.216148747071852,0.107444939824914,0.0908362731070609
0.190066529117492,0.0930748230968372,0.129038710234023
0.173425521880902,0.0608770225835539,0.0720415994401443
0.163280849652699,0.147968187802307,0.0833518742063662
0.118617987956998,0.0405506118410802,0.125723737978906
0.118393992995366,0.075022991545174,0.0877223016420264
0.158231852723296,0.110685141500765,0.12510488187503
0.205189237585977,0.110782324788211,0.0704518076263291
0.159574976000465,0.111820404554685,0.167379867026055
0.188661511797831,0.102457636453206,0.0554873836890771
0.193521298538299,0.136185470908226,0.0931092968750222
0.178751805314051,0.136771495395887,0.0982741885225583
0.118074982268459,0.0703719919665396,0.112751623738543
0.103397404746883,0.104979450200871,0.0732569201314933
0.111517018937088,0.0980313735132022,0.10127989972782
0.0840886265259871,0.00784348224554614,0.0109985519737827
0.133114089564903,0.0960651038547409,0.154826734426452
0.0931494008528723,0.0831758311052664,0.122208284208885
0.142754942229515,0.0802026809571585,0.0665732479673686
0.101354634174792,0.0786527336164916,0.0591115999969558
0.180575797781319,0.0606932418250323,0.0778613245358337
0.0924070406962603,0.0272715033807382,0.0793683436199588
0.171876218306166,0.0514779753801812,0.103956399136004
0.113439436163532,0.12344518529697,0.118254813827573
0.181751940447299,0.0924702574172169,0.196016660924004
0.207926499706713,0.106173453336847,0.0870242389614254
0.154961766100936,0.0987178488482797,0.0825930650047127
0.161696499865937,0.096531908398907,0.115611503663509
0.10378178021231,0.134867914001461,0.0850629503919774
0.249392105859229,0.130927332319883,0.219583987460224
0.208480272818582,0.0986168264597284,0.0825269623856282
