"China (export)","Maaden","Mosaic","OCP","PhosAgro/EuroChem"
0.106576092328321,0.131791908385764,0.10401900492555,0.00681865330035603,0.0444514502672383
0.147100300627364,0.0731948698086813,0.0331290461354375,0.0185760111328681,0.0342701950886168
0,0.0401494945069151,0.0193432577111211,0.0514236608460039,0.0213759082962994
0.0761176680325473,0.0487365423418258,0.0418123795023171,0.0426052169839415,0.0321441042041803
0.0358785223571792,0.0231834707949924,0,0.0283771977972877,0.0077730078599693
0.0380757106062972,0.0708280230631704,0,0,0
0.0668381039433585,0.131978241209798,0.0374091249165377,0.0224352240947096,0.0741849130620328
0.0623356840526351,0,0.00267277387994478,0.0386146078827889,0.0258473675839045
0.0772387408806861,0.0934739197848668,0.0471143914937784,0.0720781879498935,0.037120863855126
0.0128426735302031,0.000888259984414285,0,0,0
0.0116812269524343,0,0.00937283182292222,0,0.0114167259506255
0.0359678325787586,0,0,0,0
0.0548719819144434,0.052391624560091,0.0542355572343846,0.0440707609846068,0.0316918824339167
0.0890649057494251,0.0511836771833005,0.00863342706258896,0.00699778568083925,0.0102621443517071
0.0463748234804268,0.0566588069070046,0.0135875433997969,0.0194202973768295,0.0160636297546993
0.124098314088305,0.113344266131469,0.0840030367879978,0.0772923211487146,0.0684668467825536
0.0651005375912257,0.0639137044101046,0.0249322591870179,0,0.0428449033187795
0.0443239641536408,0.0435647102934471,0.00415867917285383,0,0.0713217626434145
0.122527636416411,0.0497721906812471,0.0182391738685037,0.0121326541876399,0.0357897794311047
0.078735884691861,0.0523949579566272,0.0100629157348784,0.0191992818963779,0.021269224349557
0.0507990563856519,0.0478155753763024,0.0140077384420816,0.00503784222279596,0.014113718569272
0.101907108414168,0.031672213004379,0.0596484721081661,0.0119097493852778,0.0377468668298396
0.0725614171269067,0.0421651500927642,0.015326375955868,0,0.00601756882454516
0.0173893818787887,0.0096360402467165,0.00825074520325907,0,0
0.0882992277619089,0,0.00989247184536696,0.0410892760731427,0
0.102160772960999,0.0212428637439949,0.0205730504778969,0.0130403813937504,0.0216164492813919
0.0318197204880148,0.0183174632663246,0,0,0
0.0744528168924488,0.070589579336664,0.0251718374043745,0.00762566126375179,0
0,0.0047987494848287,0.0394543418791926,0,0
0.0482574304159762,0.0297539739628774,0,0,0
0.0626579538595927,0.0375370751111819,0.0127452448036191,0.0112253061777396,0.00577281829563796
0.131950127420517,0.0817917570328079,0.0647660050885245,0.0272133559627124,0.0781602939585118
0.0762086035451603,0.0892327969688153,0.0142124021537844,0.076947349007871,0
0.0206142674225891,0,0,0,0
0.0356560079280134,0.0725006705139284,0.029817624000921,0,0
0.0438288448037726,0.0243806078615652,0.0143261318069684,0.0151341478578551,0.0255520551877019
0.0677385718780963,0.0233177886598101,0.0282517864070736,0.0189554290803502,0.000955459559969708
0.0151523174473865,0.0226547571578057,0,0,0
0.0432242282467536,0.0126107927775339,0.00315742708143818,0,0.0122424768030085
