"Year","China (export)","Maaden","Mosaic","OCP","PhosAgro/EuroChem"
2013,0.694544582504395,0.574103014225928,0.716355035366765,0.755543312936959,0.84124366092479
2014,0.812529236910565,0.520542693033783,0.736370429667967,0.803006869212833,0.836741531903933
2015,0.68158840526949,0.397207420295439,0.709724910706564,0.876636324369876,0.889784197128201
2016,0.73258011138808,0.608452418043908,0.693753047274478,0.865500209445347,0.873078775598344
2017,0.783645331718019,0.701075181379315,0.706705002310793,0.833748006025348,0.865797487150948
