"simulation","iteration","South Asia","North America","Oceania","Western Asia","Latin America","Eastern Europe and Central Asia","Western and Central Europe","East Asia","Africa"
295,5365,0.90058,0.930902,0.997941,1,0.941551,0.983931,0.983308,0.894537,1
296,2025,0.888828,0.936044,0.995278,1,0.941081,1,0.99462,0.904166,1
297,3804,0.897407,0.940626,0.971217,0.997755,0.922866,0.995655,0.984836,0.912455,1
298,2549,0.883023,0.930512,0.993154,1,0.937141,1,0.990313,0.891547,0.99678
299,2522,0.876913,0.913381,1,0.971556,0.919502,1,0.991024,0.890878,1
300,4810,0.918442,0.93575,1,1,0.924825,0.993876,0.973221,0.906479,0.988012
301,6710,0.893641,0.943443,0.995903,1,0.926916,0.989979,0.994048,0.903164,1
302,5712,0.883874,0.943008,0.928306,0.996881,0.919409,0.986003,0.98009,0.913794,1
303,1510,0.855597,0.939299,0.980368,1,0.940015,1,0.995782,0.914732,1
304,3761,0.878512,0.947861,0.984747,1,0.916095,1,0.989706,0.891513,0.988688
305,1180,0.88073,0.969555,0.999,1,0.936029,1,0.978172,0.91223,0.985385
306,1716,0.912094,0.935311,0.999036,0.98642,0.936217,1,0.986157,0.898134,1
307,4258,0.897842,0.919498,0.983905,1,0.925723,0.979462,0.987097,0.943228,0.998138
308,3458,0.88252,0.933072,0.98894,1,0.924485,1,0.959883,0.967474,0.983879
309,2812,0.859628,0.933021,1,0.979889,0.939089,0.992921,0.977953,0.95004,0.982114
310,4640,0.892324,0.932524,0.971563,0.990962,0.910563,0.976771,0.97963,0.965493,0.999622
311,3314,0.897721,0.941173,0.991173,0.993845,0.924149,1,0.975616,0.908748,1
312,3455,0.905451,0.937086,0.997885,1,0.95079,1,0.99481,0.888507,1
313,4024,0.891665,0.945152,0.967704,0.973519,0.899497,0.99044,0.977422,0.96223,0.984048
314,2205,0.87819,0.915486,0.997005,0.995677,0.918273,1,0.984556,0.952573,0.985077
315,2694,0.889949,0.928776,0.97666,1,0.918226,0.996893,0.990028,0.922538,0.990775
316,1983,0.908094,0.918625,0.98518,0.976739,0.902611,0.980403,0.967483,0.971391,0.980457
317,6070,0.89939,0.958316,0.971854,1,0.921379,1,0.995722,0.918875,0.969793
318,4636,0.876649,0.950697,0.977085,0.986348,0.925306,0.997819,0.977382,0.972643,0.991572
319,2643,0.903335,0.938319,0.966904,0.972148,0.915034,0.996166,0.962817,0.972261,0.984918
320,4209,0.890742,0.915714,0.985701,1,0.925547,1,0.989094,0.91467,0.999942
321,3923,0.865457,0.922051,0.978729,1,0.906008,0.983791,0.976848,0.967996,0.985865
322,2409,0.877797,0.954234,1,1,0.935928,0.997805,0.965502,0.886013,0.98726
323,7874,0.908187,0.910265,0.966774,0.988372,0.914563,0.969639,0.979216,0.974835,0.996124
324,2087,0.88695,0.929505,0.981382,1,0.93272,1,0.989478,0.920327,0.977846
325,2467,0.902211,0.951038,0.997525,1,0.928651,0.988956,0.991459,0.850257,0.999184
326,2140,0.91174,0.930764,0.975755,1,0.943169,1,0.99669,0.895218,1
327,3121,0.907383,0.930432,0.980919,1,0.940682,0.988462,0.970196,0.921785,0.97611
328,7296,0.883782,0.929398,0.988166,0.993249,0.920145,0.983674,0.973615,0.958203,0.997068
329,2762,0.901158,0.931132,0.98529,0.993878,0.919525,1,0.982548,0.876531,0.996316
330,3926,0.897233,0.919275,0.991872,0.97588,0.925009,1,1,0.925272,0.997317
331,6663,0.87181,0.943621,0.988857,1,0.925066,0.986924,0.986739,0.957597,0.989254
332,4418,0.868229,0.929581,0.977822,1,0.9124,0.973905,0.985225,0.968877,0.972764
333,5366,0.900013,0.920532,0.984983,1,0.926033,0.99713,0.955774,0.924013,0.988093
334,1890,0.914536,0.946136,0.980699,0.970314,0.904466,0.998899,0.956127,0.964571,0.960244
335,2606,0.915341,0.952088,0.989761,0.998766,0.91579,1,0.980953,0.92443,0.980729
336,4491,0.883368,0.972504,0.988557,0.985207,0.919065,0.994452,0.99397,0.944927,0.979338
337,4136,0.887472,0.935309,0.953595,1,0.918832,0.980903,0.992194,0.944844,0.995678
338,5682,0.889103,0.932685,0.981145,1,0.915098,0.988643,0.981421,0.948259,0.994652
339,3432,0.885641,0.908031,0.95728,1,0.940272,1,0.980387,0.903336,0.999914
340,4777,0.858863,0.943971,0.962401,1,0.925484,0.990771,0.988754,0.926279,0.994832
341,2927,0.887428,0.929927,0.951614,0.998083,0.891344,0.996084,0.98431,0.95145,0.983461
342,4730,0.917216,0.917666,0.947274,0.994015,0.90906,1,0.971134,0.946135,0.989539
343,2403,0.918719,0.934906,0.985974,0.989349,0.904403,0.99275,0.973398,0.907461,0.970894
344,4599,0.889398,0.941786,0.968033,0.992042,0.914135,1,0.963313,0.941489,0.969976
345,1818,0.91644,0.94269,0.987233,0.997109,0.914866,0.983025,0.984971,0.929579,0.974122
346,2221,0.910023,0.937082,0.983366,0.972884,0.909425,1,0.956251,0.998092,0.98123
347,3233,0.880978,0.908771,0.979533,0.990755,0.909905,0.997296,0.986394,0.951943,0.993168
348,3291,0.908162,0.916516,0.971579,0.985465,0.90836,0.996049,0.978014,0.956311,0.993283
349,5751,0.902108,0.923812,0.984118,1,0.919036,0.989148,0.988385,0.96736,0.978042
350,4012,0.893915,0.932144,0.976599,0.967887,0.900729,0.988383,0.982827,0.949233,0.975594
351,6862,0.887699,0.960922,0.947376,0.99977,0.932451,1,0.970097,0.922662,1
352,4293,0.909337,0.930615,0.986084,1,0.911596,0.990574,0.984857,0.931145,0.979196
353,2161,0.907878,0.92585,0.980693,0.997685,0.913161,0.99262,0.978188,0.958364,0.989652
354,4455,0.907856,0.923971,0.989711,0.986073,0.91499,0.98937,0.974591,0.964927,0.98974
355,2825,0.873653,0.934263,0.977923,0.984767,0.926137,1,0.993155,0.959078,0.994845
356,3742,0.86225,0.939064,0.999437,1,0.942095,0.981011,0.987314,0.889795,0.986858
357,2762,0.873202,0.938432,0.982989,0.992543,0.905021,1,0.971286,0.958362,0.990181
358,2770,0.905305,0.928737,0.979472,0.98824,0.910555,1,0.973166,0.948972,0.959031
359,3567,0.900855,0.925764,0.982414,0.997632,0.905156,1,0.975146,0.918713,0.982714
360,3610,0.867482,0.920378,0.981239,1,0.91924,0.994443,0.985499,0.968617,0.982218
361,2401,0.905265,0.90848,0.989429,0.984129,0.907524,0.986098,0.978394,0.956296,0.987633
362,4014,0.892167,0.946341,0.990182,1,0.942013,1,0.990534,0.886163,0.978066
363,1527,0.934504,0.947355,0.964499,0.997373,0.916034,0.983421,0.961222,0.974101,0.988223
364,1574,0.895802,0.922663,0.984405,1,0.918029,0.987097,0.981685,0.929017,0.96387
365,4995,0.877062,0.922133,0.984183,0.995436,0.92389,1,0.979874,0.873491,1
366,5398,0.886063,0.929512,0.981025,1,0.919728,0.984662,0.983252,0.975414,0.996814
367,6830,0.873352,0.927155,0.984821,0.99557,0.918809,1,0.988791,0.94879,0.985334
368,7558,0.895791,0.940193,0.993189,1,0.925343,0.993891,0.945133,0.937854,0.981234
369,4506,0.908754,0.941547,0.976195,1,0.909773,0.956729,0.9815,0.940606,0.999582
370,2410,0.8792,0.946974,0.950074,0.998605,0.910272,0.99344,0.973474,0.92081,0.977116
371,4492,0.890326,0.92178,0.981527,0.998178,0.910165,0.995141,0.966065,0.955766,0.980312
372,4359,0.896702,0.943011,0.950918,0.995805,0.908442,0.996938,0.95938,0.91013,0.984789
373,6293,0.850864,0.959974,1,1,0.94441,0.985861,0.98457,0.888901,0.999032
374,3996,0.914609,0.944351,0.991807,1,0.933966,1,0.983037,0.936591,0.97421
375,2800,0.889735,0.931173,0.983103,0.99859,0.912753,0.996502,0.97419,0.957209,0.98567
376,4304,0.863612,0.97519,0.99463,1,0.926659,0.976029,0.973036,0.965931,1
377,2414,0.924067,0.944921,0.986363,0.980738,0.91173,0.99289,0.991643,0.93253,0.981295
378,4903,0.88271,0.923006,0.992982,0.986142,0.913073,0.998781,0.972313,0.960893,0.985279
379,6770,0.874874,0.942433,0.991717,1,0.916703,1,0.977403,0.934408,0.977144
380,2758,0.894625,0.942856,0.986142,0.996712,0.916037,1,0.967366,0.980762,0.999076
381,4810,0.900974,0.918634,0.990423,1,0.930559,1,0.968601,0.906629,1
382,4409,0.888547,0.924578,0.979037,0.986812,0.922669,1,0.979578,1,0.995927
383,4958,0.879904,0.957411,0.979829,1,0.936285,1,0.975981,0.918825,1
384,4531,0.889718,0.95177,1,1,0.950545,1,0.980725,0.912754,1
385,4263,0.868242,0.952292,0.981302,1,0.921583,0.993725,0.989584,0.915642,1
386,2751,0.904198,0.942043,0.983183,0.988285,0.911945,0.980591,0.989013,0.936915,0.993359
387,1149,0.910842,0.928533,0.982418,0.993092,0.905126,0.989489,0.968764,0.947415,0.994961
388,2624,0.891217,0.945897,1,0.997377,0.937509,0.975067,0.994581,0.906609,0.983484
389,3939,0.889242,0.952495,0.995776,1,0.922068,0.980002,0.970225,0.925301,1
390,5699,0.909135,0.937456,0.990962,1,0.933702,0.971035,0.973448,0.909135,1
391,5927,0.892524,0.935181,0.997669,1,0.935233,0.998873,0.98906,0.912892,0.986498
392,5712,0.883788,0.944995,0.983182,1,0.907621,0.995802,0.98979,0.936924,0.9818
393,5391,0.891284,0.946895,0.989915,0.989973,0.917101,0.981127,0.968938,0.97205,0.98153
394,5304,0.885537,0.934344,0.985703,0.999523,0.922626,0.99644,0.981301,0.94696,0.97191
395,2371,0.888992,0.938836,0.968176,1,0.910362,0.985128,0.955094,0.984492,0.980305
396,5898,0.876306,0.936991,0.98396,0.996499,0.91348,1,0.9622,0.948224,0.996395
397,1952,0.889203,0.934456,0.985962,0.994037,0.902792,0.990527,0.974062,0.972795,0.988311
398,2311,0.94403,0.919788,0.976727,0.987242,0.901515,0.988424,0.955394,0.944273,0.986091
399,2635,0.901586,0.930917,0.97166,0.961106,0.898157,1,0.977151,0.94498,0.998821
400,3778,0.889261,0.939047,0.973594,1,0.91647,0.994322,0.97346,0.952303,1
401,4120,0.888768,0.922182,0.984013,0.981427,0.916686,1,0.977695,0.951599,0.989332
402,7032,0.893326,0.93014,0.974545,0.994497,0.921302,1,0.985741,0.939682,0.987584
403,4609,0.883614,0.926437,0.960672,1,0.918056,1,0.984541,0.971363,0.992093
404,1975,0.914639,0.940085,1,0.988291,0.924206,1,0.954449,0.964902,0.983893
405,4788,0.897345,0.905928,0.979044,1,0.9121,1,0.985072,0.966356,1
406,1943,0.921232,0.92378,0.988082,0.994993,0.920178,0.980235,0.957951,0.928377,1
407,3262,0.901908,0.942512,0.984416,0.99544,0.910421,0.992756,0.974056,0.96306,0.985253
408,1930,0.89793,0.923414,0.982077,1,0.914004,1,0.960592,0.990128,0.974462
409,1701,0.907746,0.937534,0.987033,1,0.920349,1,0.992032,0.954589,0.977763
410,2873,0.913915,0.92643,0.984814,1,0.913662,0.986979,0.99266,0.946819,0.966055
411,3895,0.867391,0.951565,1,1,0.951668,1,0.979933,0.901396,0.994311
412,2061,0.916984,0.930291,0.9721,0.992854,0.906497,0.99247,0.975358,0.924623,0.990554
413,2207,0.904492,0.928869,1,1,0.936394,1,0.986726,0.885131,0.990813
414,2822,0.922134,0.952309,0.971075,1,0.928414,1,0.991243,0.928589,0.997548
415,1750,0.919863,0.936731,0.981275,0.982667,0.915065,0.98437,0.965825,0.938537,0.991411
416,1620,0.912422,0.938994,0.982958,0.986243,0.914118,1,0.983389,0.946209,0.997631
417,3344,0.904931,0.953395,0.971727,0.987215,0.912731,0.993298,0.980682,0.966658,0.968404
418,7188,0.886272,0.922805,0.968404,0.997626,0.911931,0.994873,0.966731,0.992688,0.986104
419,6012,0.877668,0.94138,0.983687,0.985789,0.90008,0.98644,0.976493,0.951831,0.977766
420,5543,0.876098,0.924364,0.97763,0.983555,0.887803,0.981532,0.971647,0.981821,0.991098
421,6098,0.898909,0.943844,0.982988,1,0.923979,0.952854,0.982429,0.888836,1
422,3098,0.886285,0.927983,0.978336,1,0.937312,1,0.993678,0.919104,1
423,5458,0.889834,0.92189,0.982671,0.989655,0.907075,0.991263,0.980421,0.931855,0.982467
424,4312,0.938541,0.907417,0.982952,0.991233,0.910936,0.993812,0.991354,0.888427,0.976915
425,4432,0.890096,0.914702,0.983725,0.999667,0.917316,1,0.977496,0.951558,0.971243
426,2131,0.895697,0.915446,0.970056,0.985861,0.900717,1,0.968724,0.945543,0.985067
427,4033,0.871418,0.922755,0.975328,0.994078,0.93373,0.992281,0.972886,0.950319,0.996323
428,7159,0.887814,0.938947,0.979164,1,0.9183,0.976873,0.989811,0.947627,1
429,6208,0.88857,0.941888,0.996538,0.982294,0.904035,0.987685,0.973214,0.984507,0.981102
430,4074,0.88755,0.928582,0.991285,1,0.917907,0.981166,0.980435,0.936595,0.989618
431,11070,0.861879,0.942417,0.981084,0.984622,0.93796,1,0.990333,0.931162,1
432,4436,0.893564,0.92309,0.971685,0.998101,0.906112,0.941086,0.972703,0.97994,0.991993
433,3062,0.886401,0.923826,0.993608,1,0.934837,0.992932,0.995044,0.914956,1
434,5809,0.89717,0.947948,0.99018,1,0.928685,0.994873,0.986444,0.944443,0.991136
435,6745,0.887677,0.952441,0.988984,0.997466,0.91403,0.973593,0.943772,0.958682,0.983035
436,1782,0.906518,0.940671,0.976739,0.990116,0.900593,0.984062,0.947993,0.954721,0.982225
437,5587,0.903323,0.919463,0.916407,0.996333,0.902267,0.997222,0.979192,0.946661,0.992638
438,2483,0.889979,0.95196,0.99463,1,0.934898,1,0.99008,0.884953,0.998783
439,3681,0.889893,0.946977,0.995634,1,0.939515,1,0.993781,0.855856,1
440,3895,0.899032,0.924343,0.986418,1,0.946473,0.977427,0.996763,0.867828,1
441,6367,0.879157,0.91797,0.967707,0.996161,0.910377,1,0.991221,0.941879,0.974595
442,7266,0.868926,0.933411,0.987707,0.988482,0.928316,1,0.983055,0.924772,0.996567
443,3766,0.906322,0.915948,1,1,0.930269,1,0.996519,0.881689,0.990268
444,2736,0.907905,0.936373,0.988327,1,0.91955,1,0.996249,0.907261,0.993758
445,6559,0.862816,0.947353,0.974155,0.987665,0.915682,1,0.987036,0.944618,1
446,1925,0.909332,0.932887,0.952179,1,0.917502,0.996748,0.975707,0.915562,0.988578
447,5523,0.878925,0.925886,0.973628,0.997455,0.905298,1,0.966254,0.937106,0.986207
448,2725,0.893595,0.942456,0.983616,0.994928,0.903341,0.996495,0.975596,0.951086,0.995353
449,4845,0.854266,0.92955,0.985082,1,0.927466,0.98311,0.986971,0.931883,1
450,4044,0.865762,0.934136,0.997071,1,0.932522,0.998745,0.993515,0.937184,1
451,4790,0.880799,0.921726,0.999085,1,0.93247,0.988664,0.97539,0.925981,0.997334
452,8396,0.870919,0.95186,0.977082,0.991845,0.911965,0.983296,0.980235,0.992391,0.995331
453,2640,0.899901,0.936642,0.96323,1,0.908017,0.997411,0.964656,0.962299,1
454,5335,0.881986,0.936155,0.981156,1,0.933146,0.991984,0.985937,0.926255,1
455,1983,0.887721,0.933809,0.996949,0.982894,0.925011,0.997766,0.978236,0.935525,0.982295
456,5819,0.891865,0.93408,0.971509,1,0.911364,1,0.975221,0.961196,0.967081
457,2167,0.91961,0.939617,0.999079,0.990178,0.915899,0.950416,0.985658,0.933171,0.996903
458,1616,0.906344,0.922698,0.980688,0.953514,0.916753,0.989125,0.97573,0.958253,0.970334
459,3059,0.91047,0.932729,0.964078,0.988972,0.89151,0.975685,0.978233,0.991953,0.958636
460,5173,0.87978,0.939647,0.990948,0.997136,0.913065,1,0.988342,0.954914,0.986537
461,4289,0.863594,0.954212,0.994147,1,0.937938,1,0.970706,0.899344,0.999699
462,3358,0.900973,0.940913,0.95271,0.954201,0.907826,0.98959,0.981926,0.941803,0.995815
463,4672,0.896425,0.944522,0.959096,1,0.917628,0.982474,0.97359,0.960841,0.999114
464,889,0.912664,0.922748,0.981829,0.997847,0.919439,1,0.989759,0.916787,0.999107
465,1421,0.913774,0.950104,0.978571,0.986603,0.911816,0.987625,0.983453,0.948372,0.993075
466,8515,0.873859,0.936658,0.986382,0.991245,0.917689,0.994221,0.976826,0.941178,0.996824
467,1262,0.904408,0.921076,0.990323,1,0.914661,0.9912,0.982537,0.912276,0.987527
468,3233,0.888595,0.934722,0.979554,0.987297,0.913532,0.985451,0.999504,0.954975,0.986278
469,3404,0.895678,0.922585,0.978222,0.984612,0.907842,0.979091,0.987023,0.95821,0.987948
470,1480,0.916292,0.917791,0.977934,0.982659,0.928654,1,0.984809,0.940196,0.975275
471,6668,0.889922,0.949503,0.958452,0.9871,0.920935,1,0.97025,0.928487,0.997581
472,4767,0.889483,0.912932,0.999677,1,0.929094,0.999618,0.987306,0.914637,0.994152
473,2892,0.895298,0.935682,0.961864,0.992707,0.905771,0.99416,0.966333,0.946758,0.994928
474,2952,0.907805,0.951318,0.995776,1,0.925199,0.996388,0.989247,0.920198,1
475,3521,0.886805,0.935634,0.970259,0.996393,0.915853,0.963572,0.998197,0.99176,0.994035
476,4748,0.887972,0.914416,0.993612,0.991934,0.93458,0.977454,1,0.909706,1
477,3198,0.885091,0.935733,0.99683,0.988471,0.930748,0.993302,0.993558,0.913927,0.984202
478,6176,0.859417,0.934953,0.95956,0.986417,0.938215,0.994094,0.980539,0.951883,0.99505
479,3445,0.922905,0.916689,0.954547,0.956013,0.909563,0.979707,0.975543,0.965866,0.987097
480,3027,0.908213,0.916397,1,1,0.930888,0.997172,0.990321,0.899323,0.990403
481,2685,0.911389,0.914714,0.954966,0.993103,0.903476,0.98596,0.939882,0.95101,0.976178
482,4009,0.901196,0.921124,0.984662,0.992844,0.902249,0.984041,0.954581,0.980666,0.98315
483,5028,0.882602,0.935031,0.976294,0.989212,0.906011,0.999568,0.973543,0.94207,0.988538
484,3087,0.918978,0.936768,0.998816,1,0.950979,1,0.990141,0.859877,0.995153
485,3005,0.908708,0.935153,0.936613,0.98259,0.918322,1,0.975428,0.966089,0.99146
486,5062,0.900513,0.950527,0.977186,1,0.916719,0.986813,0.970607,0.941698,0.986272
487,3870,0.899847,0.939827,0.997846,0.984573,0.924293,0.974692,0.958862,0.954096,1
488,2604,0.889786,0.948623,0.996392,1,0.924792,0.998384,0.990845,0.87468,1
489,2426,0.926293,0.935278,0.992425,0.965469,0.907244,0.993918,0.960299,0.963644,0.977855
490,1167,0.935786,0.924943,0.972263,0.981509,0.904183,0.999047,0.964755,0.947132,0.962682
491,3094,0.896629,0.917693,0.991219,0.996221,0.924639,0.984633,0.977881,0.956429,0.98669
492,5063,0.881284,0.945159,0.994294,0.996883,0.921331,0.995509,0.986052,0.904108,1
493,6245,0.876587,0.883769,0.998697,0.995481,0.920729,1,0.966478,0.954805,0.999612
494,2246,0.897056,0.929657,0.983134,1,0.904204,0.978301,0.995655,0.954827,0.973261
495,4005,0.917105,0.933264,0.993598,0.980681,0.92264,0.995834,0.9785,0.915819,0.988817
496,1509,0.917115,0.932068,0.983428,1,0.92584,1,0.989739,0.941039,0.998189
497,5108,0.876587,0.948833,0.986062,1,0.920509,0.982611,0.977552,0.957607,0.958265
498,2343,0.892576,0.928729,0.986191,1,0.927827,0.985873,0.990432,0.899043,0.992049
499,3103,0.896919,0.935407,0.960581,0.981017,0.899506,0.975407,0.974913,0.985291,0.993808
500,3128,0.903672,0.925553,0.982615,0.990814,0.907867,0.984233,0.974581,0.944172,0.989553
501,6765,0.881455,0.917038,0.979407,1,0.92181,1,0.979326,0.931973,1
502,6930,0.874349,0.944038,0.983275,0.997581,0.932678,0.986167,0.989744,0.950823,1
503,3226,0.898812,0.932951,0.989431,1,0.928142,1,0.986551,0.886285,1
504,2731,0.934602,0.929968,1,1,0.954036,1,1,0.856663,1
505,3419,0.891559,0.938324,0.984814,0.988522,0.909628,0.985281,0.97254,0.962901,0.985309
506,3593,0.894717,0.925763,0.957011,1,0.929837,1,0.994509,0.9038,1
507,4981,0.887358,0.926132,0.962639,0.967055,0.909822,0.992993,0.978155,0.992345,0.988989
508,6207,0.872335,0.945586,0.990197,1,0.931049,1,0.972895,0.938727,0.980599
509,2128,0.911711,0.905189,0.984575,0.995505,0.911124,0.992155,0.970179,0.934305,0.99148
510,6093,0.88313,0.921209,0.983669,0.995769,0.923067,0.98403,0.992492,0.955832,0.973169
511,4418,0.901921,0.918031,0.984511,0.996778,0.915164,1,0.982885,0.957523,0.986314
512,4636,0.884895,0.934151,0.983931,0.991966,0.933792,0.999641,0.993098,0.916259,1
513,1067,0.89181,0.941688,1,1,0.930468,0.976571,0.988988,0.905191,1
514,3451,0.864039,0.955472,0.985641,0.993058,0.92224,1,0.965053,0.935807,0.972813
515,3912,0.884105,0.932746,0.9841,0.986651,0.925387,0.994816,0.959766,0.95563,1
516,2272,0.876308,0.926427,0.988869,1,0.926344,1,0.958077,0.945257,0.980562
517,3659,0.900425,0.9123,0.985137,0.963191,0.917685,0.990953,0.98476,0.9972,0.982929
518,3529,0.896372,0.942982,0.98744,0.99965,0.90947,0.981792,0.975929,0.953417,0.997203
519,2950,0.896315,0.938168,0.981659,1,0.933024,1,0.97677,0.896937,0.998587
520,2571,0.895439,0.914925,1,1,0.952245,1,0.987316,0.864027,1
521,2721,0.907965,0.952647,0.948222,0.997761,0.905995,0.946846,0.974475,0.956155,0.971642
522,4094,0.889386,0.928123,0.989391,1,0.931821,0.999757,0.993503,0.882306,1
523,2895,0.869619,0.928813,0.991562,1,0.908406,0.993432,0.959473,0.983099,0.992705
524,5625,0.865242,0.936163,0.982865,0.995884,0.910768,0.987905,0.982865,0.944675,0.992244
525,2219,0.899845,0.949308,0.994589,0.998069,0.922573,1,0.981513,0.892971,0.993477
526,4202,0.892752,0.953278,0.985472,0.98641,0.91886,0.992709,0.962767,0.915188,1
527,5322,0.887343,0.918116,0.990432,1,0.934103,0.973935,0.986473,0.959688,1
528,4292,0.902122,0.946837,0.98976,1,0.920213,0.997156,0.988167,0.901269,0.996871
529,1783,0.921543,0.924697,0.991294,1,0.926052,0.985169,0.986681,0.946905,0.955585
530,2536,0.913717,0.95504,0.989928,1,0.925244,0.985955,0.975883,0.910612,1
531,6420,0.893685,0.918277,0.986187,1,0.905342,0.986639,0.971522,0.939234,0.995137
532,5204,0.910663,0.925503,0.987934,1,0.92588,0.999515,0.971208,0.90191,1
533,3740,0.906443,0.933621,0.976995,0.986137,0.90982,0.990117,0.971697,0.990309,0.980207
534,4373,0.897555,0.899825,0.987892,0.986014,0.907288,0.998252,0.965791,0.968609,0.991467
535,2483,0.890352,0.939914,0.992002,0.973748,0.920143,0.980229,0.990813,0.966196,0.989891
536,4998,0.895916,0.925017,0.983978,0.985755,0.917822,0.988435,0.966762,0.954673,0.992921
537,5426,0.886853,0.953761,0.95647,0.990092,0.91294,0.991046,0.984879,0.947671,0.978377
538,3274,0.918499,0.938263,0.967444,0.994812,0.906613,0.982898,0.962338,0.957891,0.988141
539,2154,0.915082,0.940033,0.964735,0.99634,0.919213,0.990657,0.971999,0.941142,0.986526
540,4071,0.874065,0.912561,0.985473,0.985221,0.919157,1,0.985574,0.943956,0.983836
541,3453,0.890253,0.947526,0.991,1,0.915371,1,0.976981,0.897862,0.995936
542,4501,0.88753,0.951216,0.975482,0.986054,0.905272,0.975172,0.943484,0.97596,0.988163
543,6630,0.872841,0.937105,0.995951,0.985318,0.928802,1,1,0.936289,0.988959
544,3701,0.897989,0.932264,0.969228,0.997905,0.907465,0.987898,0.971167,0.931951,1
545,3627,0.912535,0.9206,0.985119,1,0.900614,0.991202,0.97461,0.965758,0.963667
546,4951,0.900334,0.900828,0.981253,1,0.913501,0.984043,0.970789,0.958494,0.984334
547,2740,0.893085,0.930853,0.979564,1,0.924109,0.998957,0.983381,0.954598,1
548,3729,0.896669,0.930132,0.972999,0.999054,0.906703,0.988023,0.975231,0.978856,0.979513
549,5190,0.904686,0.909186,0.978938,1,0.933021,1,0.99291,0.914262,1
550,3093,0.893364,0.931366,0.99431,0.997494,0.912615,0.973791,0.963295,0.958312,0.983785
551,5571,0.893979,0.929995,1,1,0.940639,0.970981,0.988504,0.971481,0.986211
552,5920,0.931683,0.938237,0.982934,1,0.934074,1,0.983242,0.884468,1
553,4415,0.924818,0.921229,0.993179,0.993535,0.911116,0.977549,0.983125,0.927546,0.986832
554,4272,0.888978,0.949133,0.982504,1,0.922297,0.996887,0.97656,0.938558,0.993336
555,2622,0.909295,0.925221,1,0.995664,0.901577,1,0.971503,0.960326,0.970935
556,3732,0.894946,0.926214,1,1,0.945096,1,0.963591,0.9373,1
557,3685,0.923063,0.918974,0.996927,1,0.952539,1,0.998931,0.877285,0.983511
558,7407,0.873758,0.935525,0.966395,0.995153,0.900079,0.984186,0.963795,0.937989,0.993014
559,3334,0.892562,0.927982,0.99913,1,0.928824,1,0.966377,0.897418,1
560,5570,0.890128,0.916291,0.96495,1,0.915869,0.975816,0.98109,0.958225,0.984651
561,2327,0.910024,0.929794,0.96257,0.9913,0.902162,0.994479,0.967917,0.956038,0.965114
562,2237,0.903772,0.919225,0.929728,0.973284,0.893347,0.985542,0.975694,0.965296,0.969906
563,4941,0.88581,0.937353,0.972808,0.964778,0.919438,0.998464,0.970749,0.964227,0.981823
564,5283,0.881221,0.930991,0.987945,1,0.924161,0.988054,0.983319,0.971237,0.989088
565,7423,0.862026,0.914562,1,1,0.935421,0.99911,0.985399,0.935449,1
566,4705,0.890028,0.931398,0.983291,1,0.947464,1,1,0.911691,0.98206
567,5297,0.897467,0.944794,0.95227,0.993214,0.907214,0.983093,0.960637,0.97257,0.972656
568,4099,0.921978,0.919178,0.963203,0.987258,0.943633,0.980402,1,0.91615,1
569,1438,0.913713,0.929911,0.995684,1,0.916964,1,0.953907,0.896622,0.997353
570,4893,0.885017,0.936381,0.990143,0.996723,0.915121,0.983802,0.97906,0.978101,1
571,4019,0.88433,0.938067,0.961319,0.996797,0.911692,0.981127,0.970555,0.943433,0.988708
572,1582,0.914788,0.927624,0.991887,0.993684,0.90062,0.980443,0.970881,0.988295,0.953961
573,4320,0.890025,0.942221,0.990833,1,0.92722,0.9845,0.971777,0.908664,0.986583
574,1249,0.89924,0.945066,0.984531,0.983845,0.908479,0.989203,0.975635,0.957948,0.989705
575,4297,0.872987,0.926703,0.991232,0.985475,0.929772,0.993658,0.988135,0.920946,0.988076
576,3269,0.910149,0.943762,0.982208,0.989768,0.906882,0.985178,0.987419,0.946138,0.976619
577,3590,0.909243,0.955984,0.978175,0.990594,0.92609,0.981765,0.992219,0.90851,1
578,4617,0.899846,0.930456,0.980821,0.998626,0.925098,1,0.977634,0.894433,0.978321
579,2519,0.907337,0.946379,1,1,0.942777,0.98855,0.98221,0.879716,1
580,6154,0.894249,0.93977,0.945309,1,0.924794,0.996397,0.98427,0.930064,0.965287
581,3803,0.876816,0.936802,0.958507,1,0.944728,1,0.978321,0.885415,0.995571
582,4290,0.891651,0.942701,1,0.99655,0.907409,0.972777,0.979786,0.920477,0.994621
583,4214,0.893491,0.943709,0.98352,0.991825,0.929383,1,0.979939,0.908284,0.996341
584,2933,0.87349,0.93413,0.995115,0.988238,0.933254,0.996628,1,0.919023,0.996841
585,2746,0.89596,0.955928,0.991625,0.991651,0.917388,0.990333,0.99788,0.92093,0.9962
586,1645,0.906138,0.927595,0.999811,0.99752,0.908888,1,0.975254,0.942044,0.99159
587,2396,0.907276,0.922194,0.993046,0.963565,0.92293,1,0.988628,0.922466,0.999482
588,3984,0.8723,0.937924,1,1,0.935673,0.983455,0.976652,0.906422,0.999471
589,7004,0.860405,0.907074,0.999178,1,0.916731,1,0.98685,0.947116,0.991473
590,6801,0.872463,0.933397,0.987276,0.963863,0.918774,1,0.990559,0.982094,0.978269
591,4743,0.886277,0.931975,0.976043,0.972972,0.914161,0.989931,0.989985,0.95716,1
592,1758,0.910741,0.935302,0.943835,0.988278,0.919646,0.985513,0.990378,0.922703,0.984211
