"simulation","iteration","South Asia","North America","Oceania","Western Asia","Latin America","Eastern Europe and Central Asia","Western and Central Europe","East Asia","Africa"
892,3381,0.886185,0.923216,0.981554,0.993805,0.937661,0.991805,0.986916,0.911409,1
893,3118,0.897877,0.914775,0.997283,0.989386,0.914294,0.989612,0.958279,0.950722,0.998981
894,2926,0.87931,0.935222,0.977504,1,0.946634,1,0.994472,0.931199,1
895,5948,0.905895,0.939723,0.988389,1,0.938366,1,0.979817,0.919947,1
896,3758,0.886596,0.941333,0.991993,0.999975,0.924628,1,0.975065,0.888944,0.996343
897,3828,0.901701,0.914066,0.987196,0.99494,0.924701,0.999948,0.972921,0.952348,1
898,4941,0.894993,0.929875,0.981417,1,0.917059,0.989914,0.952832,0.969298,0.998607
899,6885,0.893348,0.923962,0.984821,0.989227,0.926947,0.989653,0.973565,0.94386,0.992183
900,5203,0.928644,0.908664,0.987002,0.999329,0.913283,1,0.975749,0.921474,0.992507
901,2941,0.852741,0.937145,0.985089,1,0.920227,1,0.986321,0.885213,1
902,2870,0.919778,0.922224,0.984795,0.981459,0.930229,0.984656,0.984156,0.950577,0.998221
903,5471,0.884064,0.944544,0.987379,0.996048,0.913692,1,0.982203,0.950229,0.994493
904,2128,0.879038,0.948046,0.976514,1,0.936494,0.995976,0.995702,0.880653,0.999042
905,6688,0.839657,0.936443,0.989321,1,0.938801,1,0.979971,0.926523,0.996558
906,2296,0.909994,0.927021,0.959789,0.99138,0.919525,0.999277,0.993387,0.932455,0.995957
907,8172,0.88396,0.949029,0.965909,1,0.947267,1,0.969654,0.931874,1
908,2901,0.914173,0.928972,0.94698,0.989499,0.899157,0.998368,0.965424,0.975626,0.983542
909,4600,0.892192,0.938956,0.979875,0.984718,0.931886,1,0.970021,0.927766,0.994266
910,2196,0.903793,0.921934,0.95675,1,0.912877,0.982754,0.980667,0.946962,0.96597
911,4277,0.881395,0.940971,0.993982,1,0.917262,0.989027,0.982218,0.91401,0.974589
912,2495,0.886557,0.932894,0.980995,0.972823,0.90875,0.985266,0.975083,0.978797,0.989971
913,2800,0.878684,0.936392,0.958174,0.982382,0.922275,1,0.972787,0.973366,0.978522
914,6260,0.899492,0.938243,0.992709,0.98161,0.925605,0.993141,0.998677,0.953905,0.991332
915,2939,0.905265,0.932287,0.995416,1,0.936103,1,0.978729,0.906461,0.987841
916,4960,0.91725,0.918278,1,1,0.92981,0.996304,0.981299,0.94187,1
917,4345,0.883442,0.912544,0.997184,0.992668,0.917694,0.991298,0.992135,0.941924,0.987238
918,3506,0.873226,0.935802,1,1,0.945529,1,1,0.915176,1
919,3924,0.888423,0.944699,0.990691,1,0.914241,0.994647,0.974552,0.947785,1
920,3395,0.90883,0.930198,0.978428,1,0.931893,0.999912,0.986642,0.922072,1
921,6860,0.876343,0.924962,0.996108,0.997753,0.916548,0.981144,0.971826,0.949326,0.971141
922,4159,0.888176,0.918386,0.982931,0.999491,0.913666,0.990476,0.97711,0.97061,0.999322
923,3778,0.901186,0.923976,0.956466,1,0.909063,0.986937,0.977686,0.935189,0.99002
924,2303,0.894232,0.956207,0.980196,0.989483,0.902525,0.962407,0.947574,0.969784,0.979751
925,4515,0.894617,0.949084,0.952488,0.984987,0.917195,1,0.977917,0.953942,0.96849
926,2833,0.919511,0.938969,0.976573,0.997674,0.907606,0.989491,0.939626,0.954076,0.998385
927,4993,0.85395,0.943929,0.969095,1,0.91685,0.992745,0.987484,0.969706,0.987776
928,6567,0.869868,0.934798,0.985943,1,0.926152,0.985236,0.995595,0.934499,1
929,4184,0.892433,0.926784,1,1,0.928094,0.996378,0.976403,0.910709,0.979774
930,4244,0.882037,0.94325,0.987177,1,0.915963,0.995376,0.972525,0.889967,0.979569
931,4974,0.910584,0.947177,0.950842,0.992533,0.905238,1,0.974236,0.958116,0.99019
932,2993,0.903507,0.925759,0.986278,0.990252,0.916563,0.989034,0.979025,0.966231,0.98622
933,7681,0.855508,0.941051,0.990557,0.993118,0.932355,1,0.974953,0.917445,0.990317
934,4752,0.887419,0.938541,0.985343,0.99857,0.922394,0.956952,1,0.983138,0.996246
935,3499,0.892417,0.924611,1,1,0.956248,1,1,0.905506,1
936,1700,0.903909,0.929736,0.998044,1,0.936236,0.994794,0.972188,0.901119,1
937,2663,0.874014,0.920169,0.992191,0.987012,0.93533,1,0.989293,0.96254,1
938,7108,0.864104,0.937417,0.983944,0.985772,0.911266,0.992051,0.977187,0.95758,1
939,2733,0.896411,0.948513,0.977154,0.985693,0.902486,1,0.951117,0.978022,0.949633
940,5743,0.887478,0.959988,0.92635,1,0.914559,0.982559,0.962113,0.960661,0.976184
941,2482,0.888186,0.926092,0.977833,0.985769,0.90702,1,0.968839,0.949238,0.981325
942,4758,0.878205,0.931433,0.993959,1,0.918683,0.99819,0.980401,0.928176,0.994349
943,5401,0.877247,0.951091,0.90872,0.98865,0.906484,0.984801,0.963573,0.998472,0.986103
944,2311,0.918573,0.935021,0.987725,0.977374,0.918735,1,0.978485,0.929547,1
945,2002,0.898923,0.927205,0.992538,1,0.923604,1,0.989924,0.917274,0.978484
946,4638,0.872859,0.937659,1,0.998887,0.933052,1,0.976994,0.961312,0.984835
947,4102,0.9149,0.916089,0.976593,1,0.913363,1,0.982916,0.950141,0.978391
948,2649,0.881737,0.932196,0.964321,0.993485,0.929178,0.997123,0.981131,0.947285,1
949,5129,0.907512,0.932049,0.991482,0.979997,0.933313,1,0.997005,0.86822,0.998351
950,2661,0.903827,0.923867,0.983257,1,0.926667,0.994487,0.966017,0.942506,0.973047
951,6003,0.878565,0.946569,0.950034,1,0.921543,0.993665,0.949835,0.945177,0.997273
952,1452,0.886577,0.930709,0.981443,0.99742,0.943303,1,1,0.919004,0.989321
953,2691,0.893262,0.92578,0.967251,0.998816,0.919774,1,0.987322,0.95157,0.99665
954,1986,0.920045,0.92259,0.98604,1,0.906006,0.984124,0.967829,0.965126,0.98953
955,5709,0.87017,0.936503,0.982172,1,0.904003,0.998495,0.97294,0.972969,0.993517
956,6251,0.87352,0.928012,0.980696,1,0.905147,0.993528,0.979933,0.952828,0.99446
957,5129,0.925695,0.948187,0.983204,1,0.936737,1,0.97466,0.90297,0.989829
958,2351,0.904922,0.9316,0.980674,0.994084,0.919683,0.992563,0.979322,0.947996,0.980252
959,6623,0.872704,0.94527,0.966643,0.98252,0.91288,0.993664,0.972342,0.941581,0.993995
960,2831,0.889961,0.932311,0.98831,0.998842,0.913177,0.994017,0.978356,0.995037,0.968237
961,3924,0.863804,0.92652,0.977147,1,0.934487,1,0.986388,0.870898,1
962,3031,0.878144,0.951381,0.984729,0.992786,0.915057,0.977291,0.986358,0.973978,0.976252
963,3310,0.892733,0.920338,0.927273,0.993119,0.916555,1,0.972039,0.956742,0.998876
964,3862,0.904978,0.942828,0.973475,0.969518,0.910845,1,0.968371,0.977513,0.976586
965,6336,0.867835,0.936829,1,1,0.942862,1,0.978456,0.896796,1
966,6173,0.863129,0.949387,0.973929,0.987051,0.90633,0.982466,0.978659,0.996136,0.96672
967,3680,0.8775,0.94635,0.998862,0.993795,0.939685,0.992034,0.980925,0.903674,1
968,4628,0.89224,0.928169,0.982714,0.98908,0.919965,1,0.984808,0.948822,0.979376
969,5907,0.893982,0.921599,0.988052,1,0.908428,0.987063,0.989484,0.92186,0.985111
970,2293,0.916921,0.938956,0.987458,0.993933,0.915663,0.982806,0.965612,0.935372,0.988495
971,2269,0.882421,0.94342,0.981625,0.993778,0.913037,0.999389,0.965372,0.910973,0.988835
972,2333,0.940497,0.917053,0.974682,0.980394,0.8923,0.988189,0.976139,0.969683,0.981286
973,5299,0.898554,0.923607,0.996817,1,0.92325,0.97577,0.97245,0.941086,0.998107
974,1622,0.916415,0.933192,0.974903,0.961708,0.916792,1,0.955542,0.958477,1
975,3725,0.890849,0.9498,0.960066,0.982028,0.896326,0.977845,0.997633,0.988964,0.978753
976,1595,0.919665,0.952683,0.994648,1,0.930891,0.99226,0.966296,0.898202,0.985344
977,6820,0.894061,0.929329,0.981824,0.9949,0.911614,0.998535,0.981851,0.907653,0.99433
978,4471,0.878454,0.935168,0.982507,1,0.921612,0.988575,0.986225,0.88731,1
979,3244,0.850683,0.934149,0.995537,1,0.930189,0.989596,0.96607,0.948543,0.998906
980,5937,0.896258,0.925254,0.993999,1,0.92583,0.994311,0.991887,0.92535,0.980365
981,2154,0.902951,0.953733,0.975167,0.98996,0.932645,1,0.964463,0.938939,1
982,4695,0.884592,0.93697,0.992225,0.996769,0.914151,1,0.980033,0.906629,0.990787
983,3895,0.916055,0.89805,0.993215,0.999677,0.907772,0.985784,0.980027,0.958027,0.991247
984,6962,0.869612,0.932075,1,1,0.950314,1,0.990347,0.888561,1
985,3420,0.867561,0.938945,0.975925,1,0.927188,1,0.996893,0.906024,1
986,5688,0.869589,0.929367,0.992569,0.991105,0.920748,0.99837,0.975415,0.936051,0.976548
987,2963,0.907521,0.950844,0.982532,0.993113,0.918657,0.956676,0.969784,0.958148,0.994501
988,1432,0.908507,0.933406,0.989163,0.997074,0.910431,0.995475,0.97372,0.946681,0.992279
989,3463,0.868755,0.940139,1,1,0.934404,1,0.992584,0.922853,0.984581
990,4901,0.901891,0.929438,0.979786,1,0.926691,1,0.976213,0.955492,0.999947
991,4718,0.878302,0.924538,0.982188,0.968737,0.91011,1,0.979177,0.973842,0.984368
992,4662,0.857098,0.945287,0.995631,1,0.92397,0.999026,0.982262,0.897521,1
993,3437,0.901155,0.929241,0.994596,0.98456,0.938665,0.980513,0.997471,0.926339,1
994,4731,0.864657,0.93489,0.986872,0.995689,0.919102,0.996697,0.991294,0.939704,0.975367
995,1117,0.90307,0.941402,0.981856,0.999016,0.918056,0.989958,0.988223,0.90822,0.996635
996,3891,0.882171,0.91323,0.994125,1,0.931894,1,0.987998,0.946763,0.980437
997,5488,0.906643,0.923838,0.986791,1,0.917374,0.974144,0.970772,0.95626,0.994328
998,3401,0.89621,0.921855,0.991297,1,0.917993,0.999459,0.983856,0.944796,0.994207
999,1307,0.931106,0.930873,0.977297,0.992694,0.912507,1,0.968012,0.925634,0.987513
1000,4472,0.901329,0.945039,0.981735,0.996451,0.92207,1,0.988612,0.928507,0.986136
