"simulation","iteration","China (export)","Maaden","Mosaic","OCP","PhosAgro/EuroChem"
459,3059,0.857614,0.879411,0.849104,0.868527,0.8885
460,5173,0.811349,0.852396,0.865171,0.874481,0.875197
461,4289,0.813293,0.832358,0.82831,0.87634,0.843928
462,3358,0.888261,0.859359,0.859489,0.875497,0.892995
463,4672,0.83931,0.888131,0.885286,0.901525,0.869317
464,889,0.880183,0.893128,0.881968,0.89108,0.884463
465,1421,0.877899,0.904351,0.876678,0.891494,0.885959
466,8515,0.78205,0.85821,0.85512,0.900924,0.901239
467,1262,0.86973,0.879215,0.863918,0.883437,0.868688
468,3233,0.846491,0.859084,0.856108,0.89237,0.881265
469,3404,0.842172,0.853467,0.857755,0.879169,0.891278
470,1480,0.878526,0.895273,0.887295,0.891143,0.902317
471,6668,0.838807,0.830261,0.875222,0.881833,0.907471
472,4767,0.820869,0.857042,0.836678,0.887397,0.852928
473,2892,0.887485,0.851131,0.86377,0.884304,0.865881
474,2952,0.866431,0.88452,0.886604,0.909889,0.895635
475,3521,0.837421,0.869326,0.866802,0.860476,0.900566
476,4748,0.822281,0.829264,0.849239,0.85468,0.876035
477,3198,0.841607,0.888875,0.849046,0.866328,0.868373
478,6176,0.801991,0.80081,0.817515,0.873478,0.851374
479,3445,0.892437,0.898185,0.854462,0.903141,0.903053
480,3027,0.847557,0.889318,0.855061,0.88176,0.870313
481,2685,0.866273,0.86979,0.838851,0.872895,0.875258
482,4009,0.841304,0.831907,0.842222,0.871898,0.895742
483,5028,0.813776,0.861485,0.870061,0.882818,0.855093
484,3087,0.839635,0.81675,0.853626,0.817576,0.826058
485,3005,0.862841,0.873805,0.870307,0.893667,0.8997
486,5062,0.872486,0.833124,0.858673,0.921532,0.888322
487,3870,0.857874,0.868724,0.873758,0.918746,0.869316
488,2604,0.831623,0.845383,0.830869,0.822118,0.86057
489,2426,0.881974,0.924772,0.871523,0.883467,0.899143
490,1167,0.88289,0.894573,0.877819,0.878436,0.891043
491,3094,0.83808,0.869453,0.881207,0.879456,0.882124
492,5063,0.822877,0.824198,0.859834,0.880386,0.851512
493,6245,0.842289,0.835995,0.81703,0.924915,0.851273
494,2246,0.854146,0.884921,0.856948,0.88834,0.874174
495,4005,0.859875,0.891383,0.860266,0.892194,0.908773
496,1509,0.897717,0.889761,0.879746,0.891599,0.911518
497,5108,0.823471,0.839016,0.849924,0.89677,0.870475
498,2343,0.853296,0.880066,0.866124,0.861539,0.839566
499,3103,0.848547,0.843547,0.863227,0.881134,0.875698
500,3128,0.873207,0.855658,0.867449,0.894321,0.880364
501,6765,0.818577,0.8459,0.85794,0.896766,0.891296
502,6930,0.802609,0.850155,0.847999,0.913244,0.856756
503,3226,0.83084,0.831427,0.864281,0.858185,0.867328
504,2731,0.805486,0.852666,0.82408,0.838648,0.818953
505,3419,0.84191,0.89749,0.866982,0.875989,0.861407
506,3593,0.847174,0.879788,0.862127,0.877106,0.886671
507,4981,0.85615,0.901725,0.82247,0.884031,0.870724
508,6207,0.821709,0.841468,0.873666,0.896035,0.826086
509,2128,0.872165,0.896962,0.866964,0.865613,0.88803
510,6093,0.823302,0.867212,0.848559,0.904879,0.8765
511,4418,0.846468,0.85903,0.862252,0.901094,0.882885
512,4636,0.828957,0.84152,0.881554,0.889726,0.869019
513,1067,0.864945,0.865127,0.862368,0.880799,0.866559
514,3451,0.813968,0.813704,0.84976,0.839519,0.850472
515,3912,0.839144,0.829152,0.870327,0.87645,0.871106
516,2272,0.85208,0.842388,0.844492,0.874149,0.844603
517,3659,0.847999,0.886047,0.857828,0.881334,0.893721
518,3529,0.837874,0.879293,0.879589,0.887577,0.884403
519,2950,0.838128,0.870683,0.867264,0.859577,0.881252
520,2571,0.842968,0.836464,0.822262,0.804672,0.85698
521,2721,0.867115,0.878933,0.860936,0.900275,0.886407
522,4094,0.81987,0.861258,0.871721,0.85481,0.844567
523,2895,0.820785,0.850382,0.857313,0.863103,0.826055
524,5625,0.835592,0.79519,0.830468,0.893605,0.825512
525,2219,0.834294,0.876181,0.865183,0.858484,0.854857
526,4202,0.839731,0.851793,0.881413,0.890715,0.890339
527,5322,0.817397,0.869676,0.862268,0.919616,0.897211
528,4292,0.852941,0.887644,0.835078,0.874957,0.890886
529,1783,0.892506,0.890838,0.880803,0.900795,0.902098
530,2536,0.855524,0.883502,0.876311,0.884845,0.891
531,6420,0.834524,0.822642,0.856108,0.885588,0.879146
532,5204,0.83183,0.844084,0.869186,0.881252,0.895392
533,3740,0.848052,0.88396,0.867324,0.893184,0.89376
534,4373,0.859693,0.869139,0.829006,0.881064,0.879263
535,2483,0.858213,0.838383,0.863386,0.878995,0.861038
536,4998,0.841412,0.853909,0.877039,0.895799,0.895013
537,5426,0.824513,0.860431,0.862392,0.894001,0.883421
538,3274,0.855308,0.901919,0.868154,0.888413,0.878476
539,2154,0.872664,0.8888,0.883477,0.898808,0.904186
540,4071,0.832171,0.826355,0.856265,0.85546,0.871094
541,3453,0.842061,0.849152,0.858234,0.889953,0.856216
542,4501,0.840433,0.837959,0.852636,0.878026,0.890285
543,6630,0.809975,0.809159,0.885484,0.833455,0.857838
544,3701,0.841417,0.893267,0.857054,0.892423,0.887325
545,3627,0.884402,0.860343,0.849047,0.883045,0.886575
546,4951,0.850981,0.863712,0.830461,0.892457,0.894783
547,2740,0.863742,0.854631,0.86168,0.895172,0.870817
548,3729,0.856719,0.879386,0.865045,0.878572,0.906257
549,5190,0.86531,0.868475,0.818346,0.89545,0.849271
550,3093,0.844777,0.862172,0.862702,0.868687,0.891093
551,5571,0.831736,0.83741,0.873486,0.887628,0.891009
552,5920,0.812836,0.868301,0.875421,0.898373,0.865757
553,4415,0.865295,0.908298,0.850999,0.895427,0.894982
554,4272,0.846498,0.873797,0.856867,0.904055,0.867674
555,2622,0.867298,0.860535,0.860045,0.887664,0.874706
556,3732,0.861993,0.851598,0.8524,0.855883,0.902355
557,3685,0.839498,0.811705,0.843025,0.857376,0.853795
558,7407,0.806629,0.805248,0.851201,0.874408,0.877034
559,3334,0.850744,0.844485,0.862981,0.844822,0.881645
560,5570,0.82918,0.849434,0.862357,0.886805,0.885197
561,2327,0.867738,0.904243,0.860368,0.875975,0.879097
562,2237,0.85,0.87077,0.848874,0.862677,0.874332
563,4941,0.830468,0.85308,0.868213,0.896391,0.877229
564,5283,0.816131,0.860513,0.849955,0.894283,0.879398
565,7423,0.777812,0.798031,0.84748,0.896985,0.838553
566,4705,0.821293,0.859958,0.884057,0.878809,0.868286
567,5297,0.812531,0.879841,0.867276,0.889962,0.883263
568,4099,0.849241,0.908436,0.862383,0.895095,0.902208
569,1438,0.866555,0.868857,0.868972,0.863304,0.884337
570,4893,0.824702,0.860534,0.867754,0.889999,0.872016
571,4019,0.831474,0.848692,0.87456,0.881313,0.869941
572,1582,0.873182,0.880512,0.863736,0.87379,0.890016
573,4320,0.825828,0.871246,0.867107,0.915359,0.872469
574,1249,0.881395,0.873687,0.873027,0.885434,0.867694
575,4297,0.818248,0.848935,0.84873,0.887191,0.848935
576,3269,0.858635,0.883744,0.870596,0.878452,0.900942
577,3590,0.876441,0.882598,0.858468,0.889489,0.906283
578,4617,0.819173,0.851212,0.872589,0.877452,0.875089
579,2519,0.845533,0.860642,0.863016,0.790264,0.844388
580,6154,0.847598,0.845366,0.883977,0.903014,0.90054
581,3803,0.829729,0.858789,0.836852,0.877775,0.85866
582,4290,0.837775,0.841905,0.86364,0.884859,0.874154
583,4214,0.838705,0.848801,0.879113,0.886198,0.860038
584,2933,0.85233,0.84009,0.835789,0.870702,0.821054
585,2746,0.858609,0.871249,0.870809,0.897795,0.879107
586,1645,0.865191,0.885355,0.869747,0.890395,0.873952
587,2396,0.872859,0.879404,0.868414,0.903267,0.888322
588,3984,0.818165,0.847708,0.868382,0.837225,0.862214
589,7004,0.782093,0.825191,0.861509,0.871269,0.834284
590,6801,0.798644,0.830684,0.853608,0.86815,0.8863
591,4743,0.837242,0.852545,0.871695,0.90329,0.869799
592,1758,0.882486,0.900428,0.867787,0.896095,0.885171
593,3934,0.851086,0.869992,0.879528,0.920038,0.892846
594,4573,0.814114,0.82613,0.849774,0.872532,0.852211
595,4586,0.840563,0.856294,0.814897,0.878382,0.874213
596,3738,0.850237,0.869264,0.879678,0.904077,0.877043
597,5485,0.812544,0.860769,0.854903,0.893736,0.871514
598,6154,0.798792,0.860458,0.858419,0.877443,0.867918
599,2972,0.845449,0.87806,0.867484,0.895351,0.874931
600,2078,0.82521,0.86617,0.84265,0.837962,0.8435
601,5078,0.807613,0.864791,0.824797,0.868122,0.851749
602,2554,0.816508,0.838446,0.847127,0.850621,0.846156
603,5061,0.816519,0.851432,0.829133,0.893363,0.849954
604,5399,0.829272,0.844589,0.842105,0.901471,0.872161
605,5325,0.830707,0.838915,0.850812,0.897203,0.862807
606,5363,0.81811,0.879434,0.852626,0.880306,0.88807
607,3863,0.82979,0.860003,0.840678,0.876825,0.836189
608,4045,0.829132,0.854926,0.840307,0.884893,0.865765
609,3418,0.839566,0.882081,0.855184,0.884712,0.867975
610,2196,0.853547,0.86007,0.861679,0.883213,0.873533
611,3802,0.853286,0.818549,0.847886,0.860678,0.830648
612,5317,0.832253,0.903024,0.854713,0.878736,0.894535
613,1786,0.867268,0.861818,0.866501,0.88375,0.876819
614,7256,0.769746,0.793997,0.854842,0.858811,0.86139
615,3643,0.84269,0.845703,0.863648,0.894043,0.862248
616,3058,0.846642,0.83941,0.847353,0.875215,0.889146
617,4514,0.857607,0.854416,0.833167,0.886433,0.881562
618,3383,0.834575,0.849698,0.853098,0.849807,0.799189
619,5352,0.835347,0.908077,0.882503,0.900686,0.908976
620,5386,0.863671,0.837933,0.876526,0.905478,0.916328
621,956,0.884896,0.888973,0.880846,0.910037,0.895273
622,2232,0.877623,0.891983,0.856877,0.88269,0.886407
623,5070,0.784488,0.857978,0.872797,0.829058,0.856688
624,3609,0.855224,0.863869,0.83813,0.91822,0.869699
625,3067,0.852175,0.891684,0.851761,0.894377,0.867416
626,1813,0.835574,0.842999,0.852309,0.837796,0.860578
627,1457,0.861504,0.892837,0.866026,0.883092,0.873159
628,6008,0.829849,0.910598,0.871998,0.919329,0.870547
629,5298,0.841435,0.841727,0.862203,0.897416,0.88195
630,3571,0.825399,0.868832,0.86532,0.843274,0.864871
631,4199,0.834483,0.841917,0.87909,0.878123,0.883813
632,4061,0.814354,0.812759,0.799043,0.855299,0.834334
633,2637,0.881582,0.900423,0.857759,0.889931,0.886981
634,6795,0.799956,0.860931,0.865955,0.893234,0.879908
635,1879,0.840878,0.857251,0.850101,0.871319,0.86484
636,3006,0.846478,0.869379,0.887846,0.84948,0.858699
637,4710,0.827335,0.861235,0.86231,0.880977,0.890535
638,4375,0.825767,0.888999,0.867517,0.876647,0.884165
639,2267,0.864831,0.904222,0.8762,0.890596,0.889768
640,3319,0.82872,0.839193,0.847582,0.868929,0.851884
641,3251,0.876698,0.895181,0.857143,0.877661,0.910611
642,2782,0.826958,0.842006,0.8438,0.865462,0.857167
643,4625,0.8003,0.849643,0.847394,0.860325,0.86335
644,4889,0.809898,0.845561,0.868444,0.872778,0.859915
645,4483,0.828041,0.888688,0.871166,0.883772,0.891764
646,2039,0.870065,0.894191,0.870734,0.89798,0.892993
647,3684,0.845452,0.90547,0.848436,0.892717,0.85477
648,2054,0.878537,0.909045,0.87916,0.902932,0.89215
649,1933,0.878059,0.907303,0.88297,0.88228,0.89475
650,4227,0.835915,0.882947,0.84687,0.897086,0.865246
651,7284,0.7762,0.856098,0.842561,0.873795,0.845687
652,2931,0.840948,0.878648,0.871537,0.872594,0.880843
653,4058,0.8376,0.891724,0.8833,0.896322,0.883823
654,2203,0.867613,0.867943,0.888717,0.894126,0.865912
655,3675,0.841375,0.853747,0.812049,0.85903,0.82345
656,4000,0.851186,0.883936,0.859965,0.902491,0.889465
657,9278,0.79221,0.840255,0.863786,0.905876,0.891146
658,3612,0.855776,0.822987,0.834135,0.865978,0.844574
659,4179,0.823791,0.84931,0.817303,0.890199,0.811004
660,7262,0.799611,0.893325,0.865262,0.885464,0.892339
661,5040,0.818896,0.886342,0.866051,0.882798,0.881998
662,4931,0.87187,0.902775,0.843652,0.903114,0.894612
663,3804,0.849043,0.87169,0.874791,0.894877,0.887679
664,3578,0.840291,0.864386,0.873668,0.876788,0.887364
665,4912,0.807682,0.844323,0.838186,0.869306,0.861449
666,5207,0.844177,0.902285,0.863705,0.902812,0.890321
667,5479,0.81284,0.867659,0.855207,0.87736,0.896907
668,6665,0.859392,0.821251,0.811918,0.890093,0.863515
669,4505,0.8528,0.842914,0.884571,0.897943,0.894886
670,1800,0.850465,0.850705,0.872924,0.877631,0.848486
671,3136,0.850801,0.882782,0.865328,0.851045,0.884191
672,3228,0.883317,0.861594,0.855873,0.889837,0.872107
673,4165,0.844705,0.889394,0.872329,0.887951,0.903029
674,4407,0.839849,0.888636,0.878273,0.884539,0.897338
675,3667,0.846171,0.880322,0.858532,0.875241,0.895292
676,5294,0.832511,0.868579,0.833595,0.893204,0.879698
677,1953,0.872314,0.891606,0.867815,0.883958,0.890256
678,2895,0.81251,0.85052,0.829609,0.847726,0.839059
679,2335,0.853191,0.847744,0.835135,0.821095,0.850608
680,1707,0.878846,0.892374,0.871785,0.898131,0.884093
681,7793,0.79411,0.840335,0.864154,0.886424,0.820893
682,2149,0.866462,0.900406,0.870243,0.878853,0.884759
683,3874,0.855017,0.851412,0.832365,0.880387,0.886683
684,2699,0.866004,0.83293,0.86514,0.879458,0.842553
685,4231,0.850124,0.854887,0.878836,0.894889,0.88552
686,2647,0.867738,0.87469,0.852426,0.88913,0.884795
687,2301,0.872342,0.87911,0.839181,0.86968,0.864469
688,2725,0.857664,0.892374,0.860053,0.878758,0.882226
689,3043,0.842816,0.879359,0.877449,0.877146,0.894735
690,6137,0.8446,0.845451,0.835512,0.866895,0.915471
691,5004,0.840172,0.841833,0.87359,0.903015,0.807129
692,4070,0.837047,0.901333,0.878139,0.886586,0.880729
693,6868,0.804874,0.86932,0.879351,0.894674,0.880485
694,5461,0.805255,0.873497,0.861917,0.878598,0.825714
695,6087,0.819205,0.845881,0.815063,0.895066,0.864482
696,3501,0.851913,0.895216,0.880496,0.899062,0.889682
697,2277,0.867232,0.861718,0.873106,0.893847,0.873364
698,4128,0.822125,0.858266,0.86142,0.886166,0.854622
699,2999,0.84736,0.867449,0.866149,0.887655,0.883873
700,1917,0.859173,0.880751,0.851153,0.868221,0.872417
701,3987,0.815448,0.863567,0.854718,0.862815,0.878286
702,1569,0.883199,0.888331,0.875515,0.887187,0.851187
703,4593,0.841242,0.894295,0.849445,0.873714,0.898925
704,3143,0.83498,0.844655,0.841913,0.87425,0.850683
705,3439,0.844819,0.876549,0.864508,0.891682,0.860494
706,3031,0.858219,0.867421,0.866038,0.898527,0.897821
707,8862,0.836591,0.779132,0.864464,0.835109,0.893718
708,1652,0.856131,0.856131,0.859762,0.868676,0.874264
709,580,0.885406,0.892579,0.882176,0.886892,0.883948
710,4328,0.815263,0.873023,0.826774,0.867751,0.866393
711,8841,0.766115,0.891058,0.885697,0.891897,0.895606
712,3643,0.833903,0.84154,0.861451,0.833625,0.879308
713,4356,0.803777,0.857159,0.84301,0.847858,0.866629
714,6723,0.867497,0.797632,0.876028,0.895954,0.874111
715,4274,0.845801,0.835188,0.871639,0.901431,0.878127
716,6045,0.873258,0.828348,0.851392,0.90541,0.889349
717,2388,0.842118,0.873091,0.85186,0.844394,0.871079
718,2584,0.832455,0.842804,0.856484,0.860279,0.864757
719,6310,0.799157,0.869039,0.847409,0.883718,0.86767
720,3747,0.821621,0.84967,0.853152,0.879363,0.853207
721,4775,0.823104,0.887728,0.868206,0.893421,0.881749
722,2627,0.891693,0.879961,0.860608,0.898089,0.878464
723,2318,0.878284,0.926531,0.873859,0.893108,0.898555
724,2408,0.855938,0.881322,0.872943,0.894386,0.878207
725,4911,0.841782,0.828472,0.838441,0.913099,0.821433
726,983,0.839978,0.845592,0.845753,0.854603,0.841903
727,2351,0.872674,0.902712,0.881069,0.908249,0.896341
728,2556,0.863716,0.903838,0.867916,0.896322,0.86383
729,1849,0.857333,0.855473,0.845535,0.857167,0.874379
730,5974,0.834868,0.797504,0.874405,0.869512,0.870114
731,3702,0.845428,0.883267,0.879432,0.887968,0.896281
732,5894,0.836763,0.880997,0.853676,0.898919,0.893609
733,4841,0.805671,0.838883,0.834361,0.855851,0.867656
734,5430,0.818052,0.863006,0.861334,0.881236,0.889353
735,2201,0.834524,0.857978,0.853353,0.860442,0.828183
736,5799,0.808857,0.881292,0.860648,0.886138,0.873701
737,3313,0.784944,0.857018,0.847805,0.841623,0.854336
738,3727,0.825172,0.882565,0.852623,0.860201,0.836486
739,5036,0.794873,0.8321,0.824925,0.861954,0.84932
740,3526,0.855907,0.876192,0.85368,0.875249,0.896058
741,1857,0.863085,0.873044,0.86395,0.876921,0.888889
742,2624,0.88884,0.910151,0.867421,0.897534,0.887451
743,4810,0.822415,0.858696,0.821042,0.874415,0.862572
744,3467,0.825048,0.880866,0.846036,0.876744,0.857468
745,3940,0.81432,0.833911,0.846857,0.857883,0.864986
746,2624,0.861852,0.859505,0.874403,0.873244,0.90123
747,1813,0.862698,0.885986,0.861116,0.866816,0.847182
748,3804,0.845787,0.874795,0.881468,0.891424,0.892312
749,3085,0.85606,0.894356,0.884516,0.894823,0.893914
750,3390,0.851517,0.849326,0.852022,0.896404,0.876433
751,5009,0.873014,0.825673,0.831842,0.864724,0.876318
752,5171,0.866222,0.884063,0.837491,0.899414,0.896354
753,4211,0.837385,0.879405,0.853468,0.867632,0.885423
754,8873,0.782381,0.819391,0.828803,0.90324,0.878641
755,4033,0.835163,0.845134,0.836168,0.891369,0.849049
756,4680,0.838394,0.894937,0.87417,0.89867,0.890752
757,4222,0.798242,0.809518,0.815648,0.854623,0.825334
758,5306,0.838562,0.871203,0.812488,0.880639,0.868637
759,3917,0.847583,0.880326,0.882632,0.896418,0.892388
760,2324,0.873834,0.88334,0.85456,0.882497,0.888078
761,5656,0.812676,0.86361,0.844014,0.898654,0.83008
762,4018,0.838632,0.86091,0.838334,0.844649,0.888473
763,1992,0.847775,0.863518,0.861513,0.868187,0.879321
764,3711,0.8426,0.859504,0.868319,0.898315,0.848011
765,4997,0.844702,0.813757,0.868636,0.880502,0.867659
766,7309,0.860201,0.820473,0.83803,0.895861,0.887096
767,3726,0.835977,0.82344,0.837422,0.886999,0.841592
768,5664,0.820395,0.843526,0.868773,0.895938,0.876417
769,4059,0.834825,0.818939,0.846916,0.868607,0.862462
770,1311,0.838057,0.8505,0.85619,0.853086,0.834817
771,5531,0.818273,0.864828,0.852482,0.893211,0.887745
772,3462,0.846892,0.860154,0.87413,0.884337,0.890913
773,2287,0.85189,0.858347,0.864912,0.869864,0.888548
774,3204,0.867255,0.886136,0.84736,0.885013,0.887342
775,3482,0.842707,0.87416,0.864924,0.890887,0.890087
776,5550,0.845619,0.889344,0.843797,0.902685,0.89764
777,7117,0.807034,0.876041,0.875781,0.912136,0.903372
778,2452,0.809876,0.845485,0.832668,0.828924,0.846387
779,4266,0.822903,0.84674,0.848375,0.904011,0.846713
780,5487,0.839153,0.866268,0.825766,0.898126,0.882606
781,1030,0.857307,0.858535,0.851618,0.868898,0.85744
782,3752,0.824289,0.839258,0.863339,0.866076,0.856142
783,4675,0.82091,0.845077,0.859722,0.875064,0.88016
784,7781,0.800729,0.821513,0.853844,0.861106,0.901728
785,8585,0.784724,0.830502,0.850189,0.888032,0.862274
786,4637,0.88215,0.876629,0.812824,0.864306,0.875519
787,3883,0.827475,0.840809,0.840402,0.870265,0.866401
788,4159,0.840879,0.878353,0.85705,0.906539,0.886601
789,4790,0.846134,0.868813,0.869796,0.892733,0.908715
790,3256,0.851721,0.860698,0.865346,0.889169,0.88986
791,3497,0.844532,0.881536,0.884121,0.881784,0.846594
792,1441,0.867574,0.881975,0.857819,0.876836,0.875298
793,5103,0.834245,0.901809,0.844145,0.883558,0.891745
794,4832,0.827826,0.849498,0.846562,0.895137,0.868047
795,4214,0.824327,0.859011,0.861061,0.878972,0.838545
796,4630,0.838893,0.894598,0.851161,0.875612,0.885944
797,3468,0.907051,0.930992,0.861399,0.8983,0.896349
798,4558,0.796155,0.82342,0.820462,0.855902,0.825168
799,5924,0.792519,0.815015,0.845314,0.860088,0.859954
800,5258,0.807251,0.838677,0.830377,0.883873,0.866383
801,5969,0.84567,0.854233,0.887841,0.89646,0.901189
802,5284,0.802624,0.830126,0.838464,0.893685,0.824494
803,3991,0.826501,0.844677,0.865801,0.852214,0.866635
804,4778,0.83914,0.919139,0.877142,0.904105,0.887174
805,4620,0.819186,0.857716,0.834211,0.890384,0.832703
806,2501,0.853086,0.876533,0.852446,0.869719,0.888187
807,6501,0.807484,0.858977,0.884839,0.894118,0.857747
808,4690,0.820531,0.841716,0.871614,0.870505,0.83111
809,3798,0.830136,0.833379,0.857539,0.867792,0.872135
810,4043,0.827699,0.863274,0.86941,0.887581,0.866696
811,3751,0.862968,0.843739,0.874839,0.890198,0.888
812,4031,0.838971,0.868234,0.875183,0.892095,0.881644
813,4803,0.823457,0.821299,0.85676,0.886329,0.87032
814,4037,0.812084,0.855552,0.850929,0.872096,0.851947
815,5310,0.812498,0.851268,0.857294,0.897299,0.845654
816,2427,0.877414,0.881688,0.850592,0.86316,0.879832
817,1846,0.862185,0.88354,0.881067,0.869046,0.88995
818,2151,0.817186,0.833265,0.837825,0.832852,0.846844
819,3576,0.839205,0.886147,0.889606,0.895797,0.881845
820,1665,0.870185,0.889408,0.870035,0.886384,0.87281
821,3409,0.791376,0.863505,0.797648,0.763708,0.777264
822,2545,0.889651,0.886497,0.87249,0.901792,0.904447
823,2267,0.866481,0.904911,0.861198,0.875856,0.879833
824,3295,0.842392,0.880425,0.86871,0.890587,0.883694
825,1597,0.846352,0.859171,0.866364,0.853598,0.862595
826,2242,0.871483,0.867691,0.851533,0.885991,0.874945
827,3113,0.862797,0.90141,0.875329,0.896459,0.898127
828,3883,0.85072,0.876399,0.880239,0.905754,0.895352
829,7324,0.831728,0.805684,0.860947,0.877412,0.88571
830,2920,0.834339,0.84046,0.837173,0.849273,0.892998
831,3337,0.838786,0.871613,0.854335,0.905143,0.868422
832,3957,0.823223,0.859366,0.851396,0.875424,0.869598
833,1430,0.87899,0.881281,0.895303,0.895403,0.888027
834,4097,0.885576,0.896504,0.836722,0.862702,0.881029
835,5556,0.833084,0.891898,0.87848,0.911874,0.911194
836,2416,0.882664,0.877519,0.853823,0.888867,0.885008
837,4623,0.844015,0.906113,0.884912,0.906342,0.90073
838,1239,0.863399,0.873581,0.866875,0.891094,0.868694
839,2425,0.852681,0.878565,0.853984,0.863545,0.880711
840,2698,0.85084,0.895015,0.859575,0.8692,0.866168
841,3722,0.841767,0.888641,0.865422,0.88581,0.886137
842,3148,0.851889,0.879768,0.855132,0.895933,0.861271
843,2758,0.844203,0.850934,0.873809,0.885317,0.869285
844,2689,0.866571,0.866333,0.869641,0.886181,0.900365
845,2106,0.887874,0.895723,0.865192,0.893126,0.893153
846,3603,0.836291,0.870254,0.851789,0.882555,0.884312
847,2207,0.841245,0.856967,0.820893,0.827933,0.839273
848,2689,0.869953,0.910303,0.874535,0.906027,0.892391
849,1053,0.881066,0.903082,0.876843,0.889349,0.888504
850,4857,0.789705,0.861551,0.839277,0.839111,0.852719
851,2417,0.845369,0.862328,0.873454,0.866379,0.880016
852,5397,0.833559,0.817877,0.851442,0.792781,0.779043
853,4729,0.832793,0.835981,0.858882,0.872633,0.886246
854,3004,0.808942,0.836416,0.827409,0.845422,0.810038
855,3343,0.834151,0.87692,0.873767,0.867164,0.879157
856,3254,0.84461,0.888845,0.866609,0.875181,0.867585
857,8548,0.796652,0.854612,0.799597,0.913101,0.872994
858,3737,0.822869,0.842659,0.858951,0.869144,0.854397
859,3385,0.860577,0.850036,0.861891,0.87717,0.898308
860,3137,0.83903,0.875225,0.826115,0.857369,0.85847
861,5300,0.801546,0.846625,0.859505,0.872437,0.851185
862,3650,0.884214,0.923288,0.859715,0.915236,0.910492
863,2387,0.82857,0.826333,0.853145,0.83645,0.845292
864,3108,0.831167,0.875322,0.850797,0.868007,0.859665
865,5938,0.826062,0.842581,0.854581,0.879543,0.89544
866,4454,0.831286,0.88591,0.871359,0.889877,0.863973
867,5519,0.81748,0.888189,0.862979,0.892561,0.890389
868,4811,0.804742,0.839103,0.865305,0.862586,0.861793
869,5886,0.817802,0.871398,0.869281,0.89517,0.899946
870,2917,0.837101,0.877553,0.867024,0.869578,0.881943
871,1173,0.839575,0.850244,0.852462,0.857825,0.854933
872,5578,0.838218,0.853975,0.846203,0.908568,0.884878
873,2100,0.867981,0.88549,0.854177,0.869538,0.873379
874,3555,0.842406,0.868508,0.871826,0.892463,0.868128
875,3925,0.840631,0.851321,0.860869,0.874955,0.880828
876,3049,0.847827,0.870714,0.874601,0.887691,0.857054
877,2554,0.873844,0.901647,0.870145,0.908627,0.903795
878,3235,0.852264,0.892825,0.869736,0.898244,0.878458
879,4553,0.825239,0.867443,0.867554,0.887531,0.842104
880,4636,0.822448,0.84951,0.858382,0.874081,0.876374
881,5223,0.860233,0.817624,0.85324,0.873024,0.888573
882,4202,0.822764,0.86136,0.865479,0.863013,0.886443
883,3268,0.817338,0.858952,0.837005,0.852227,0.853943
884,6438,0.822497,0.804122,0.840099,0.889634,0.86587
885,2406,0.838861,0.854266,0.849231,0.858198,0.867442
886,2969,0.846201,0.87323,0.860712,0.855435,0.906127
887,6091,0.833144,0.845022,0.866794,0.88215,0.908791
888,2993,0.837341,0.866847,0.859252,0.846145,0.875622
889,3447,0.862433,0.862054,0.877619,0.885848,0.834822
890,2542,0.878837,0.891893,0.869095,0.904401,0.895438
891,1975,0.883478,0.890692,0.86333,0.894091,0.882483
892,3381,0.83607,0.842654,0.869656,0.875795,0.87999
893,3118,0.855958,0.870337,0.865242,0.891622,0.897764
894,2926,0.837904,0.845813,0.844937,0.875233,0.871866
895,5948,0.828853,0.899466,0.888587,0.909937,0.905895
896,3758,0.83994,0.837221,0.854372,0.882074,0.85662
897,3828,0.85108,0.887271,0.845995,0.896151,0.877901
898,4941,0.835428,0.863205,0.872872,0.897668,0.889811
899,6885,0.82166,0.862337,0.847897,0.912763,0.889341
900,5203,0.885138,0.903131,0.823397,0.891959,0.88785
901,2941,0.813899,0.82383,0.821555,0.853973,0.801156
902,2870,0.892953,0.890535,0.864044,0.901793,0.906769
903,5471,0.823993,0.856425,0.869378,0.870474,0.896099
904,2128,0.827056,0.846792,0.850515,0.861546,0.850898
905,6688,0.813476,0.811578,0.780274,0.894135,0.792931
906,2296,0.873825,0.903033,0.880625,0.902792,0.886542
907,8172,0.8228,0.755308,0.887595,0.874873,0.871706
908,2901,0.858596,0.888384,0.850571,0.894777,0.865751
909,4600,0.837773,0.870647,0.877884,0.910703,0.860292
910,2196,0.870495,0.889666,0.86979,0.878115,0.895198
911,4277,0.822244,0.845132,0.867656,0.876744,0.871881
912,2495,0.843409,0.864735,0.860154,0.883214,0.867738
913,2800,0.833384,0.866746,0.87022,0.856792,0.844826
914,6260,0.809894,0.896225,0.888394,0.907998,0.89185
915,2939,0.868533,0.896694,0.857371,0.879894,0.887127
916,4960,0.872541,0.866622,0.845198,0.909581,0.914749
917,4345,0.829223,0.859542,0.854113,0.877201,0.877759
918,3506,0.831226,0.839307,0.863524,0.84003,0.862103
919,3924,0.860127,0.859784,0.844172,0.897126,0.877743
920,3395,0.876385,0.848967,0.88112,0.916518,0.890562
921,6860,0.809883,0.85239,0.844881,0.874507,0.895911
922,4159,0.831515,0.854858,0.845645,0.888204,0.878681
923,3778,0.83772,0.88759,0.857932,0.884086,0.882656
