"simulation","iteration","China (export)","Maaden","Mosaic","OCP","PhosAgro/EuroChem"
924,2303,0.849784,0.875631,0.859359,0.867103,0.879111
925,4515,0.847367,0.8881,0.849869,0.902299,0.88135
926,2833,0.876297,0.909302,0.864966,0.886861,0.897999
927,4993,0.800032,0.821158,0.818979,0.879408,0.829476
928,6567,0.828702,0.800886,0.848034,0.906982,0.848632
929,4184,0.848554,0.843651,0.885803,0.899816,0.877445
930,4244,0.807409,0.859078,0.861175,0.871337,0.858138
931,4974,0.830592,0.901215,0.862693,0.885178,0.877518
932,2993,0.858133,0.880327,0.851519,0.892106,0.890626
933,7681,0.775674,0.865884,0.799093,0.847239,0.876874
934,4752,0.810826,0.875533,0.876635,0.878512,0.881938
935,3499,0.834517,0.871641,0.866126,0.887599,0.869663
936,1700,0.866922,0.863269,0.875176,0.859156,0.88717
937,2663,0.826625,0.866742,0.841867,0.853674,0.855069
938,7108,0.798368,0.831699,0.835647,0.901542,0.848021
939,2733,0.858643,0.88216,0.849404,0.885772,0.878633
940,5743,0.831243,0.885534,0.858194,0.862341,0.900461
941,2482,0.839779,0.859406,0.864776,0.868797,0.872871
942,4758,0.832187,0.838479,0.864425,0.892653,0.852426
943,5401,0.830064,0.871841,0.814582,0.877332,0.869718
944,2311,0.882858,0.897328,0.875325,0.899279,0.903696
945,2002,0.854264,0.896164,0.876187,0.880397,0.869741
946,4638,0.817556,0.848455,0.879018,0.871668,0.826562
947,4102,0.876207,0.898338,0.832178,0.891261,0.892044
948,2649,0.835905,0.871245,0.852687,0.858751,0.871725
949,5129,0.808842,0.859922,0.839259,0.815354,0.878991
950,2661,0.860743,0.877545,0.870136,0.895543,0.89073
951,6003,0.824991,0.852574,0.849023,0.905494,0.866152
952,1452,0.851599,0.873402,0.863055,0.872569,0.8587
953,2691,0.851041,0.863257,0.882635,0.890837,0.867156
954,1986,0.892545,0.868666,0.869348,0.883912,0.877011
955,5709,0.819495,0.837496,0.823604,0.878419,0.882586
956,6251,0.795964,0.87629,0.852718,0.890224,0.831718
957,5129,0.825061,0.88565,0.880856,0.901081,0.9107
958,2351,0.866355,0.893005,0.874046,0.895822,0.881821
959,6623,0.839983,0.837286,0.814488,0.88769,0.87166
960,2831,0.845929,0.860128,0.864788,0.884281,0.884364
961,3924,0.801638,0.842724,0.831585,0.802687,0.843049
962,3031,0.842185,0.849343,0.845189,0.854003,0.886285
963,3310,0.850243,0.864936,0.845199,0.865238,0.894926
964,3862,0.852118,0.896136,0.872066,0.898592,0.878152
965,6336,0.791346,0.826339,0.861202,0.865328,0.848902
966,6173,0.78956,0.835501,0.846893,0.843605,0.877895
967,3680,0.841516,0.81442,0.853438,0.853466,0.85119
968,4628,0.824738,0.883045,0.865024,0.886384,0.885252
969,5907,0.824744,0.894216,0.843172,0.882815,0.868838
970,2293,0.880741,0.891365,0.864615,0.898343,0.899601
971,2269,0.834186,0.86611,0.862592,0.863726,0.867826
972,2333,0.870136,0.889742,0.852106,0.87195,0.869868
973,5299,0.82463,0.87748,0.882721,0.888044,0.903713
974,1622,0.887683,0.89525,0.885664,0.889541,0.909145
975,3725,0.829008,0.867896,0.853062,0.86674,0.881327
976,1595,0.876767,0.888706,0.865294,0.886894,0.861946
977,6820,0.840075,0.810694,0.870161,0.881962,0.881284
978,4471,0.802252,0.86364,0.863476,0.836991,0.857408
979,3244,0.788142,0.825442,0.823255,0.831176,0.836023
980,5937,0.823336,0.86539,0.850484,0.892201,0.890377
981,2154,0.877852,0.864067,0.882792,0.892114,0.891955
982,4695,0.829236,0.865383,0.869194,0.892468,0.859097
983,3895,0.878517,0.8826,0.820801,0.880573,0.873289
984,6962,0.781822,0.868214,0.859298,0.833566,0.864226
985,3420,0.81426,0.842338,0.86812,0.838671,0.817311
986,5688,0.82122,0.847656,0.825806,0.853181,0.896605
987,2963,0.861781,0.883859,0.885553,0.900244,0.9003
988,1432,0.869737,0.884963,0.870902,0.886426,0.887564
989,3463,0.807213,0.825166,0.849815,0.853576,0.845493
990,4901,0.849489,0.875863,0.868503,0.922985,0.892717
991,4718,0.834447,0.844113,0.826129,0.883895,0.876294
992,4662,0.804332,0.818227,0.838834,0.883941,0.821964
993,3437,0.865563,0.883931,0.861596,0.903285,0.89458
994,4731,0.799938,0.850073,0.833865,0.870507,0.839324
995,1117,0.873305,0.872295,0.87082,0.876488,0.88666
996,3891,0.826798,0.862833,0.857914,0.880063,0.865334
997,5488,0.854905,0.849847,0.875141,0.897292,0.899412
998,3401,0.856095,0.853211,0.860394,0.871312,0.892142
999,1307,0.885176,0.912944,0.879995,0.890765,0.895625
1000,4472,0.84755,0.867521,0.884219,0.90606,0.898605
