"Year","Area Unit","Area Group","Wheat","Rice","Maize","Other Cereals","Soybean","Oil Palm","Other Oilseeds","Fibre Crops","Sugar Crops","Roots and Tubers","Fruits","Vegetables"
2010,"Uzbekistan",NA,6745000,249800,231600,247100,0,0,65420,3462125,0,1694800,2697600,7529500
2010,"Vietnam",NA,0,40005600,4606800,1431,298600,0,1672400,109960,16161700,10267049,6800394,8646814
2011,"Argentina",NA,16067929,1748075,23799830,9054182,48888536,0,4675220,1036575,19806890,2574779,9070741,3340330
2011,"Australia",NA,27410076,723283,356943,11482780,29750,0,2524788,2195082,25181814,1185085,3164776,1878527
2011,"Austria","EU-28",1781837,0,2453133,1477237,109378,0,274441,3140,3456227,816070,813058,705092
2011,"Bangladesh",NA,972085,50627000,1018287,10992,65883,0,666051,1562085,4671348,8623928,3651737,3967250
2011,"Belarus",NA,2132369,0,1213124,4650838,0,0,393271,46037,4486688,7147938,351566,1822580
2011,"Belgium","EU-28",1687749,0,859692,391661,0,0,57900,44554,5408977,4128669,564234,1981728
2011,"Brazil",NA,5690043,13476994,55660235,2759004,74815447,1301192,3546314,5472473,734006059,30058121,41332768,11654349
2011,"Bulgaria","EU-28",4458492,59619,2209204,793793,680,0,1968177,508,0,232314,419021,466539
2011,"Canada",NA,25288000,0,11358700,11690500,4466500,0,15127502,28500,703100,5172873,801678,2240711
2011,"Chile",NA,1575822,130375,1437561,806590,0,0,151304,18837,1951066,1689368,6237697,2106294
2011,"China",NA,117410000,201000896,192781000,8182000,14485300,650000,36133853,20070764,125165400,152382000,134740583,546272372
2011,"Croatia","EU-28",782499,0,1733664,319121,147271,0,170378,0,1168015,167524,401545,1138598
2011,"Cyprus","EU-28",23740,0,0,46455,0,0,10899,0,0,128442,194167,105681
2011,"Czechia","EU-28",4913048,0,1063736,2312498,17934,0,1165803,557,3898887,805331,230169,218890
2011,"Denmark","EU-28",4831000,0,55300,3922900,0,0,508516,0,2700400,1620000,87022,314342
2011,"Egypt",NA,8407126,5675027,6876473,1055599,29785,0,734129,645810,23251314,4721201,9920041,18991810
2011,"Estonia","EU-28",360400,0,0,411325,0,0,144295,0,0,165176,5834,88125
2011,"Finland","EU-28",974800,0,0,2696599,0,0,115100,0,675700,673300,21308,274406
2011,"France","EU-28",35992794,130400,15914121,11917570,122521,0,7390018,274617,37944864,7475908,9429456,5547680
2011,"Germany","EU-28",22782700,0,5183600,13954100,3000,0,3943000,0,29577500,11837200,2579493,3566124
2011,"Greece","EU-28",1857429,250685,2291806,468932,911,0,2667545,814500,581483,905863,3186745,3818261
2011,"Hungary","EU-28",4107000,9075,7992000,1570072,94955,0,1919309,319,856368,6e+05,973021,1475291
2011,"India",NA,86874000,157900000,21760000,21326000,12214000,0,29440000,21254080,342382016,51462000,73900327,107888119
2011,"Indonesia",NA,0,65756904,17643250,0,851286,1.05e+08,18472822,233989,2.4e+07,27575545,16466134,10291430
2011,"Iran",NA,8677966,1893013,1907007,2540290,116400,0,427512,270810,10346196,4708003,13574921,19238708
2011,"Ireland","EU-28",929200,0,0,1582987,0,0,55900,0,107177,356100,36684,224739
2011,"Italy","EU-28",6641807,1490150,9752592,1636590,564638,0,3596345,649,3547947,1557237,17578690,14242284
2011,"Japan",NA,746300,10500000,168,204024,218800,0,22261,1,4547000,3668500,2941213,11083366
2011,"Latvia","EU-28",939500,0,0,472500,0,0,222900,300,0,499000,10299,168287
2011,"Lithuania","EU-28",1869300,0,71900,1284700,0,0,488900,15,877800,587700,60437,276915
2011,"Luxembourg","EU-28",76839,0,2334,70418,0,0,15574,0,0,19679,20121,1249
2011,"Malaysia",NA,0,2575988,59842,0,0,92917496,738345,8232,194084,62590,959844,1161969
2011,"Malta","EU-28",12468,0,0,2129,0,0,25,0,0,18919,10665,82614
2011,"Mexico",NA,3627511,173461,17635417,6972348,205234,507011,1375243,771826,49736022,1693843,16243294,12305984
2011,"Morocco",NA,6017821,17840,221298,2432375,1000,0,1506338,1818,3799056,1739107,3632183,5599944
2011,"Netherlands","EU-28",1175275,0,204400,230004,0,0,8413,14054,5857980,7333472,818921,5059291
2011,"New Zealand",NA,383262,0,210175,405952,0,0,5077,3611,0,542520,1332347,898243
2011,"Pakistan",NA,25213800,9240600,4338380,511800,89,0,1204516,6605909,55329400,4004901,6266951,5612125
2011,"Philippines",NA,0,16684062,6971221,365,684,540914,15285400,74567,28376518,2990448,19322057,6209924
2011,"Poland","EU-28",9339200,0,2392100,15036103,331,0,1896015,316,11674153,9361848,3471814,5801702
2011,"Portugal","EU-28",51003,185016,810267,111135,0,0,555419,0,13155,406951,1689741,2077146
2011,"Rest of Africa",NA,8891645,20721115,48439813,41605250,1157158,18050707,19938035,3474316,57855330,241424390,68582739,45413975
2011,"Rest of East Asia",NA,780400,50257826,5378362,791160,771376,160000,3602871,558074,11916698,14043374,9630837,24284143
2011,"Rest of Eastern Europe and Central Asia",NA,28137067,469410,2998051,4641075,214139,0,1607733,2016807,1492316,7690519,3925479,11099870
2011,"Rest of Latin America",NA,3183147,13168853,15216726,2289151,11966662,12309412,2268428,496350,140317414,20294176,46817444,14993537
2011,"Rest of North America",NA,0,0,0,0,0,0,0,0,0,0,0,44
2011,"Rest of Oceania",NA,0,11659,16749,4425,0,2191000,2547420,400,2440330,2227550,2351167,637550
2011,"Rest of South Asia",NA,1752077,8433898,2285261,366859,32984,0,2447726,14901,3461054,3155759,2445839,4070533
2011,"Rest of Western and Central Europe",NA,3674508,26964,7919959,1874262,452335,0,667729,747,4700906,2568565,3441275,4347070
2011,"Rest of Western Asia",NA,11778745,907118,1261810,2702935,2251,0,1644628,808613,1956412,3412244,9765509,16782757
2011,"Romania","EU-28",7131590,65261,11717591,1927718,142636,0,2539853,3790,660497,4076570,2335227,4191449
2011,"Russia",NA,56239994,1055574,6962438,27522908,1640966,0,10577164,95889,47643272,32681467,2916662,16275324
2011,"Slovakia","EU-28",1631112,0,1444358,638571,36921,0,539515,95,1160701,217252,136338,205897
2011,"Slovenia","EU-28",153575,0,349030,109085,292,0,16628,0,0,105850,247614,72382
2011,"South Africa",NA,2005000,3067,10360000,560298,710000,0,1002224,51031,16800277,2252967,6151372,2671640
2011,"Spain","EU-28",6876657,927554,4199927,10093005,1740,0,8987783,182782,4188635,2481823,15697169,12692854
2011,"Sweden","EU-28",2253100,0,0,2403700,0,0,270500,0,2493200,882000,38123,318814
2011,"Thailand",NA,1115,38102720,4972952,316742,97282,10760020,1183335,109438,95950416,22388530,10548254,3596986
2011,"Turkey",NA,21800000,9e+05,4200000,8295055,102260,0,3347968,2580021,16126489,4648964,14372358,27491186
2011,"UK","EU-28",15257083,0,0,6227869,0,0,2829385,15290,8504000,6310000,426581,2818109
2011,"Ukraine",NA,22323600,169900,22837900,10931863,2264400,0,10209546,1544,18740000,24248000,2306610,10630580
2011,"USA",NA,54418808,8388780,312788890,9948778,84291400,0,3568865,9743176,52725638,20731078,27292252,36625950
2011,"Uzbekistan",NA,6526955,119758,256289,160266,0,0,51120,3518984,0,1862600,2969083,8289422
2011,"Vietnam",NA,0,42398344,4835717,1537,266538,0,1707877,110618,17539572,11571712,6883387,7568408
2012,"Argentina",NA,14683475,1567971,21196637,10001574,40100196,0,4460590,712850,19766388,2669641,7839296,3407839
2012,"Australia",NA,29905009,918733,450535,12088149,86100,0,3608207,2956632,25957093,1350721,3246285,2060605
2012,"Austria","EU-28",1275498,0,2351370,1256510,104143,0,218935,3314,3114426,665416,647725,617064
2012,"Bangladesh",NA,995356,50497000,1297717,10941,64143,0,722856,1506209,4603003,8458361,3640058,4193899
2012,"Belarus",NA,2553570,0,954483,5335795,0,0,726484,51615,4771691,6910669,618817,1587970
2012,"Belgium","EU-28",1834624,0,701700,421584,0,0,56513,64402,5438400,2929800,507510,2003775
2012,"Brazil",NA,4418388,11549881,71072810,2867165,65848857,1240992,3515744,5168848,721077287,27501780,38786726,11054949
2012,"Bulgaria","EU-28",4455104,54896,1717785,760238,196,0,1664588,334,0,151319,395074,375950
2012,"Canada",NA,27246000,0,13060100,11533800,5086400,0,14564350,29382,598700,5641541,713284,2356971
2012,"Chile",NA,1213101,149788,1493292,608610,0,0,195441,18415,1824001,1107462,6038461,2173966
2012,"China",NA,121023200,204235900,205614100,8473600,13010900,660000,37748827,20785848,134854300,150518000,144815188,554878065
2012,"Croatia","EU-28",999681,0,1297590,397293,96718,0,170388,0,919230,151278,303475,884540
2012,"Cyprus","EU-28",22923,0,0,67824,0,0,12875,0,0,84537,169104,101637
2012,"Czechia","EU-28",3518896,0,928147,2152981,13149,0,1197562,393,3868829,661795,227360,180917
2012,"Denmark","EU-28",4525100,0,75100,4885200,0,0,484810,0,2772000,1664200,51328,271482
2012,"Egypt",NA,8795483,5911086,8093646,955530,26000,0,827057,422800,24676058,5201046,10615113,19825397
2012,"Estonia","EU-28",484700,0,0,506500,0,0,157857,0,0,138872,5144,66064
2012,"Finland","EU-28",887100,0,0,2774820,0,0,73200,0,398700,489600,21590,243200
2012,"France","EU-28",37885742,124091,15393497,14938402,103935,0,7222224,471509,33077399,6411754,7668468,5301147
2012,"Germany","EU-28",22409300,0,5514700,17472500,4000,0,4903600,0,27686800,10665600,2578771,3816618
2012,"Greece","EU-28",1835901,230662,2226176,478800,744,0,2921938,795536,647827,879192,3235574,3701493
2012,"Hungary","EU-28",4010990,11270,4762710,1587770,67730,0,1745925,309,881720,547710,1232740,1366281
2012,"India",NA,94880000,157800000,22260000,18350000,14666000,0,25447000,20204000,361036992,51302300,75478263,115450800
2012,"Indonesia",NA,0,69056128,19387022,0,843153,1.13e+08,20258003,234566,28700000,28155071,18279173,10609247
2012,"Iran",NA,8816001,2360000,1798000,2803121,167600,0,440120,210000,9431261,5069000,14024909,18853444
2012,"Ireland","EU-28",707900,0,0,1419600,0,0,58700,0,98269,232000,26990,206857
2012,"Italy","EU-28",7654248,1601478,7860123,1478276,422130,0,3325038,1538,2492466,1491251,15088298,13800921
2012,"Japan",NA,857800,10654000,170,217511,235900,0,19181,1,4866000,3777000,2995318,10416336
2012,"Latvia","EU-28",1539800,0,0,584700,0,0,304158,1300,0,538900,12606,161456
2012,"Lithuania","EU-28",2998900,0,78800,1578900,0,0,636700,5,1003000,549900,85572,262030
2012,"Luxembourg","EU-28",79198,0,1618,72617,0,0,15338,0,0,20600,13406,1473
2012,"Malaysia",NA,0,2599382,83601,0,0,94917736,804767,8075,146164,135771,941444,1281247
2012,"Malta","EU-28",12173,0,0,2099,0,0,33,0,0,12691,10174,77353
2012,"Mexico",NA,3274337,178787,22069254,8091834,247500,462662,1558146,708899,50947204,2087627,15959223,13491963
2012,"Morocco",NA,3878000,69554,90221,1273444,1000,0,1373009,1825,2167655,1682957,3755476,5735174
2012,"Netherlands","EU-28",1302002,0,191363,237616,0,0,9551,23479,5728000,6765618,548225,4743469
2012,"New Zealand",NA,488614,0,211231,468651,0,0,5061,3688,0,576129,1230038,984836
2012,"Pakistan",NA,23473400,8303850,4220100,499000,64,0,1064459,6366615,58459200,3913640,6063122,5351872
2012,"Philippines",NA,0,18032525,7407068,884,567,531294,15903986,74534,26395915,3002553,19568649,6414953
2012,"Poland","EU-28",8607600,0,3995900,15940370,1460,0,1894692,244,12349546,9091900,3901632,5666027
2012,"Portugal","EU-28",58990,187028,848666,83460,0,0,455546,0,24194,464144,1604050,2213463
2012,"Rest of Africa",NA,10064300,23049905,51560121,44483489,1449418,18596601,22626180,4162181,59390329,264945309,69649954,49474546
2012,"Rest of East Asia",NA,760767,49084056,5869227,763332,762844,160000,3501334,503624,11620063,13545903,9906997,22739085
2012,"Rest of Eastern Europe and Central Asia",NA,15010336,589027,3227628,3479640,220174,0,1290316,1539330,1303540,7737621,4112913,11750806
2012,"Rest of Latin America",NA,3967616,13611720,16093258,2204205,9348649,13400333,2292713,477380,147888002,20175936,49790206,14566442
2012,"Rest of North America",NA,0,0,0,0,0,0,0,0,0,0,0,45
2012,"Rest of Oceania",NA,20,8392,15285,4485,0,2287000,2882769,420,1834043,2185192,2474251,628484
2012,"Rest of South Asia",NA,1851180,8996203,2454718,378457,30234,0,2586991,14857,3617517,3228141,2872173,4223088
2012,"Rest of Western and Central Europe",NA,3931064,24361,4727737,1806076,291513,0,613677,754,4205097,2059440,2815816,4057377
2012,"Rest of Western Asia",NA,13246454,861339,1386394,3020939,846,0,1631328,722445,1163141,3332582,10112410,15556222
2012,"Romania","EU-28",5297748,50862,5953352,1522176,104330,0,1564591,3684,719788,2465150,1854706,3551400
2012,"Russia",NA,37719640,1051891,8212924,21769024,1683123,0,8883826,98625,45056852,29532530,2919785,16084417
2012,"Slovakia","EU-28",1275302,0,1170354,590154,41832,0,412456,89,894455,165666,103062,92921
2012,"Slovenia","EU-28",188065,0,277358,114990,343,0,18300,0,0,89959,162637,66501
2012,"South Africa",NA,1915000,3000,12120656,517512,650000,0,680000,37146,17278000,2284113,6370328,2813330
2012,"Spain","EU-28",5189828,899602,4262116,7195732,1333,0,4559190,190721,3460515,2219718,14660773,12989571
2012,"Sweden","EU-28",2289300,0,0,2766600,0,0,330200,0,2178100,805400,43086,358370
2012,"Thailand",NA,1000,38100189,4947530,327508,64251,11312301,1161599,104507,98400465,30327651,10828665,3393237
2012,"Turkey",NA,20100000,880000,4600000,7790865,115000,0,3462362,2320010,14919940,4822808,14860056,27754370
2012,"UK","EU-28",13261000,0,0,6254045,0,0,2598373,13825,7291119,4553000,369378,2471800
2012,"Ukraine",NA,15762600,159800,20961300,8866471,2410200,0,9678076,2564,18438900,23250200,2370250,10896760
2012,"USA",NA,61677384,9069080,273192400,12271260,82790870,0,5776922,10280230,61190520,22293473,27433626,37806757
2012,"Uzbekistan",NA,6612200,325718,328090,165589,0,0,68654,3480058,0,2057200,3259025,9186496
2012,"Vietnam",NA,0,43737598,4973482,1578,173672,0,1777611,101682,19015231,11566682,7065593,13773704
2013,"Argentina",NA,8134409,1563450,32119211,8886843,49306200,0,4490206,524378,23700000,2730766,7936629,3441710
2013,"Australia",NA,22855576,1161115,506725,11065819,91800,0,4311984,2456000,27136082,1341112,3386197,2108284
2013,"Austria","EU-28",1597706,0,1639019,1362708,82780,0,261829,2124,3465791,604051,668760,596187
2013,"Bangladesh",NA,1255000,51534000,1548000,20477,58037,0,745420,1448525,4434000,8866000,3765113,4223685
2013,"Belarus",NA,2101183,0,1119785,4012184,0,0,691617,44925,4343222,5911160,465139,1635341
2013,"Belgium","EU-28",1803550,0,826984,466963,0,0,68300,67300,4809300,3428000,582635,2074064
2013,"Brazil",NA,5738473,11782549,80273172,3107532,81724477,1246835,3481196,3679087,768090444,25788340,38123203,11458208
2013,"Bulgaria","EU-28",5504941,56121,2738671,854197,604,0,2318711,337,0,186529,541569,451499
2013,"Canada",NA,37589100,0,14190700,14748801,5355900,0,19489539,29500,598700,5733494,852790,2289300
2013,"Chile",NA,1474663,130307,1518545,880508,0,0,260030,18690,1885621,1172922,6441536,2140646
2013,"China",NA,121926400,203612192,218489000,8664200,11951000,670000,38467059,19168583,137461300,149207500,150700659,565656002
2013,"Croatia","EU-28",998940,0,1874372,322154,111316,0,217960,0,1050715,162501,402031,1221871
2013,"Cyprus","EU-28",15181,0,0,36742,0,0,13000,0,0,100458,158434,95865
2013,"Czechia","EU-28",4700696,0,675380,2140868,13471,0,1520188,860,3743772,536450,256381,188372
2013,"Denmark","EU-28",4145200,0,75700,4898787,0,0,687855,0,2300000,1646300,69051,279102
2013,"Egypt",NA,9460200,5724106,7956593,982517,32757,0,800429,446000,25824271,4762204,10744396,17622676
2013,"Estonia","EU-28",406800,0,0,568700,0,0,174131,0,0,127748,7643,78860
2013,"Finland","EU-28",869400,0,0,3196379,0,0,80200,0,480400,621700,21158,268397
2013,"France","EU-28",38651472,80801,15041226,13764182,110072,0,6102687,461863,33630536,6992710,8125106,5129569
2013,"Germany","EU-28",25019100,0,4387300,18350700,10000,0,5850100,0,22828700,9669700,2344435,3412142
2013,"Greece","EU-28",1831869,235939,2275239,532291,1472,0,1943408,874652,453916,899050,3131694,3688815
2013,"Hungary","EU-28",5058300,8640,6756430,1786540,78760,0,2032538,301,990710,487360,1358710,1441430
2013,"India",NA,93510000,159200000,24259510,17940000,11861000,0,32522000,20965000,341200000,53712600,82605158,122249200
2013,"Indonesia",NA,0,71279712,18511853,0,779992,1.2e+08,19003080,227458,28400000,27867931,17394049,10676558
2013,"Iran",NA,9304246,2449995,1851999,2821431,151363,0,491670,189595,10004371,4597631,15028458,20070968
2013,"Ireland","EU-28",545300,0,0,1857700,0,0,49200,0,89360,410100,32001,220988
2013,"Italy","EU-28",7312025,1433111,7899617,1569911,624360,0,3363197,1962,2159381,1278565,16434616,13002868
2013,"Japan",NA,811700,10758000,180,216745,199900,0,17981,1,4626000,3735700,2950989,10307205
2013,"Latvia","EU-28",1435000,0,0,513700,0,0,299300,500,0,495900,18615,140469
2013,"Lithuania","EU-28",2871300,0,127200,1476300,0,0,554300,7,967100,426500,74288,220385
2013,"Luxembourg","EU-28",91057,0,2160,80070,0,0,15259,0,0,17540,15769,2216
2013,"Malaysia",NA,0,2603654,86499,0,0,94917736,808576,7081,98885,116525,870716,1409492
2013,"Malta","EU-28",11865,0,0,2109,0,0,46,0,0,12644,9344,81662
2013,"Mexico",NA,3357307,179776,22663953,7009265,239248,567554,1438960,597255,61182916,1891032,17590300,13258753
2013,"Morocco",NA,6933983,37716,118136,2784709,1000,0,1241370,1860,2761782,1955186,3567515,5730343
2013,"Netherlands","EU-28",1335105,0,185284,235147,0,0,12559,21510,5727418,6576860,710756,4808585
2013,"New Zealand",NA,447799,0,201659,453763,0,0,5045,3765,0,520794,1331554,957978
2013,"Pakistan",NA,24211360,10467150,4944210,486991,65,0,1088792,6243769,67590094,4326896,5972536,5309514
2013,"Philippines",NA,0,18439420,7377293,727,807,473416,15394472,70907,24584841,3148071,19063431,6461896
2013,"Poland","EU-28",9485183,0,4039700,14930271,0,0,2709592,239,11234194,7290427,4196594,5240397
2013,"Portugal","EU-28",92014,180155,929538,160700,0,0,686309,0,15241,510201,1772635,2054993
2013,"Rest of Africa",NA,9796714,22985255,51207997,45728027,1371176,18522064,25215189,4065738,61326813,273472190,74403553,51648246
2013,"Rest of East Asia",NA,649467,49387422,6057844,790370,837450,160000,3690756,539030,12353188,13998768,9843457,23647360
2013,"Rest of Eastern Europe and Central Asia",NA,20550054,586397,3376982,5059864,270908,0,1973658,1503256,1749485,8265637,4489893,12365920
2013,"Rest of Latin America",NA,2867844,13753374,17608931,2510709,14907746,13728701,2311087,436097,155635551,22599257,50492674,15100359
2013,"Rest of North America",NA,0,0,0,0,0,0,0,0,0,0,0,45
2013,"Rest of Oceania",NA,41,10630,18091,4727,0,2340000,2883312,420,1873769,2308405,2577451,656170
2013,"Rest of South Asia",NA,1732656,9204233,2273060,367479,42735,0,2886031,15960,3890562,3359336,2660747,4326000
2013,"Rest of Western and Central Europe",NA,4203338,27921,7326134,1900300,397268,0,748937,820,4604004,2270988,3547604,4134305
2013,"Rest of Western Asia",NA,13811715,963943,1593108,3366524,571,0,1402180,754823,462626,3340575,10339587,15457368
2013,"Romania","EU-28",7296373,54646,11305095,2240962,149931,0,2818183,3575,1029209,3289722,2270587,3978608
2013,"Russia",NA,52090797,934943,11634943,25704288,1517152,0,11607379,91602,39321161,30199126,3367809,16118048
2013,"Slovakia","EU-28",1684274,0,1123313,604374,39623,0,572761,82,1144605,164458,109132,83882
2013,"Slovenia","EU-28",138235,0,226634,96593,463,0,17098,0,0,72814,210538,67987
2013,"South Africa",NA,1870000,3000,11810600,470968,784500,0,731083,18746,20032969,2238964,6980368,2775858
2013,"Spain","EU-28",7744900,872500,4885000,11864391,1400,0,10431465,145386,2469090,2227603,17879279,12807617
2013,"Sweden","EU-28",1868600,0,0,3116600,0,0,337100,0,2326200,806100,44441,345260
2013,"Thailand",NA,1500,36762277,4876180,331891,53358,12434520,1094823,100438,100095580,30681702,10557584,2751906
2013,"Turkey",NA,22050000,9e+05,5900000,8625610,180000,0,3508967,2250005,16488590,3956130,15321419,28380973
2013,"UK","EU-28",11921304,0,0,8162163,0,0,2190273,14000,8430000,5685000,573486,2593779
2013,"Ukraine",NA,22279300,145050,30949550,9313682,2774300,0,13478494,1821,10789360,22258600,2758470,11269620
2013,"USA",NA,58104610,8616120,351271870,16315850,91389350,0,4161393,7625804,57651590,20841260,27810056,36262723
2013,"Uzbekistan",NA,6841977,340219,360112,162672,0,0,80719,3382204,0,2250400,3583090,10077376
2013,"Vietnam",NA,0,44039100,5190895,1394,168296,0,1835054,95145,20128588,11429239,7123381,14664429
2014,"Argentina",NA,9188339,1581810,33087165,7016901,53397715,0,3533640,1023921,21234460,2794672,7688378,3483108
2014,"Australia",NA,25303037,819276,390364,11906949,80000,0,3964314,2136700,30517650,1246546,3017242,1897644
2014,"Austria","EU-28",1804018,0,2334385,1581907,118132,0,272199,3939,4244219,750637,681224,690323
2014,"Bangladesh",NA,1303000,51806593,2124000,7530,112024,0,741354,1409163,4508000,9209472,3879215,4686000
2014,"Belarus",NA,2925079,0,599455,5509241,0,0,741935,48195,4803220,6279715,635152,1740274
2014,"Belgium","EU-28",1994600,0,662700,505552,0,0,65500,72800,4790700,4380556,747834,2089694
2014,"Brazil",NA,6261895,12175602,79881614,3083073,86760520,1393873,3618545,4484876,736108487,27716164,37769431,11713808
2014,"Bulgaria","EU-28",5347078,54155,3137478,991710,736,0,2545849,400,0,132651,312337,398749
2014,"Canada",NA,29442100,0,11606400,10635001,6044800,0,17537124,29658,580600,5643277,997128,2263186
2014,"Chile",NA,1358128,134884,1186127,799613,0,0,242278,18641,1732032,1075687,6252093,2199918
2014,"China",NA,126208400,206507400,215646300,9055200,12154000,678297,38719304,18799483,133611700,146481648,155980087,576840872
2014,"Croatia","EU-28",648917,0,2046966,305594,131424,0,183563,0,1392000,160847,326347,1165534
2014,"Cyprus","EU-28",4445,0,0,2917,0,0,17518,0,0,117085,163665,105080
2014,"Czechia","EU-28",5442349,0,832235,2509024,16493,0,1627565,656,4424619,697539,244647,233589
2014,"Denmark","EU-28",5153300,0,72900,4570178,0,0,709091,0,2672200,1733400,60008,296305
2014,"Egypt",NA,8800000,5467392,8059906,996364,39872,0,814448,535356,27100652,5078005,11723766,19407972
2014,"Estonia","EU-28",615500,0,0,606100,0,0,166544,0,0,117300,5098,66369
2014,"Finland","EU-28",1088200,0,0,3042426,0,0,62100,0,626300,600300,21009,279470
2014,"France","EU-28",38950202,83492,18343320,15202301,227262,0,7259044,520953,40394390,8120968,9089255,5257607
2014,"Germany","EU-28",27784700,0,5142100,19083600,18000,0,6310626,0,29748100,11607300,2823890,3762542
2014,"Greece","EU-28",1570416,229381,1864065,600094,7846,0,2800457,820275,455973,616277,3264578,2836838
2014,"Hungary","EU-28",5261890,7910,9315100,2028480,115600,0,2324289,298,1066750,567430,1501190,1547033
2014,"India",NA,95850000,157200000,24170000,18790000,10374000,0,29820603,20559704,352142000,55622310,88475974,127713701
2014,"Indonesia",NA,0,70846465,19008426,0,954997,138701566,18940196,218882,25753920,27605158,17667215,11069374
2014,"Iran",NA,10578699,2347291,1658875,2966181,142524,0,264581,183997,11319629,4988655,13119483,20612484
2014,"Ireland","EU-28",717000,0,0,1882817,0,0,34200,0,85510,383000,35752,226892
2014,"Italy","EU-28",7141926,1386100,9239545,1629272,933140,0,2352625,2062,3784435,1372163,15606219,13329853
2014,"Japan",NA,852400,10549000,188,201379,231800,0,17892,1,4726000,3729300,3051911,10458204
2014,"Latvia","EU-28",1467500,0,0,759700,0,0,186254,150,0,505688,13239,191366
2014,"Lithuania","EU-28",3230600,0,115000,1777600,0,0,506000,4,1014400,468500,72105,234949
2014,"Luxembourg","EU-28",77943,0,1672,88948,0,0,15705,0,0,18979,19696,2566
2014,"Malaysia",NA,0,1834831,59188,0,0,95380438,783704,7573,9147,106928,1003652,1525541
2014,"Malta","EU-28",11543,0,0,2164,0,0,60,0,0,12559,9826,84973
2014,"Mexico",NA,3669814,232159,23273257,9351374,387366,678935,1501929,873960,56673680,1934759,17828725,13940489
2014,"Morocco",NA,5115884,33051,97379,1691032,1000,0,1641970,1888,3487168,1967534,4303560,5510637
2014,"Netherlands","EU-28",1304054,0,173066,223386,0,0,11967,23375,6821774,7100258,780020,4943865
2014,"New Zealand",NA,413497,0,237165,447281,0,0,5002,3803,0,463205,1417706,956256
2014,"Pakistan",NA,25979399,10504200,4936747,475465,63,0,1023784,6817690,62938458,3423015,6223146,5575776
2014,"Philippines",NA,0,18967826,7770603,693,695,437439,14736538,73964,25029880,3318087,16211655,6541050
2014,"Poland","EU-28",11628670,0,4468403,15848360,0,0,3325797,107,13488875,7689180,4262146,5876549
2014,"Portugal","EU-28",98794,167322,896995,170147,0,0,495775,0,18675,575282,1827567,2359539
2014,"Rest of Africa",NA,9745964,25247183,56720052,50772554,1487408,18634568,26095471,4405909,60657255,289541236,76527439,57232590
2014,"Rest of East Asia",NA,746915,49835823,6355221,840098,826953,160000,3731343,558034,14074210,14105551,10581379,25068123
2014,"Rest of Eastern Europe and Central Asia",NA,18532712,617883,3535914,4585979,329739,0,2054106,1548777,2021011,7889755,4522100,13060840
2014,"Rest of Latin America",NA,2767701,13462637,16657198,2507940,16132664,14966438,2415077,430846,169310687,22712866,52269737,15486612
2014,"Rest of North America",NA,0,0,0,0,0,0,0,0,0,0,0,46
2014,"Rest of Oceania",NA,0,10586,19003,4916,0,2412706,2813336,423,2079895,2322086,2678148,663601
2014,"Rest of South Asia",NA,1888319,8504668,2598876,363588,35423,0,3254341,15356,3958716,3488931,2739909,4498855
2014,"Rest of Western and Central Europe",NA,4068291,30500,9443596,1984159,559299,0,790757,820,5477956,2227896,2811661,4127664
2014,"Rest of Western Asia",NA,13712883,940028,989368,3851966,335,0,1027726,286938,195118,3411703,9627679,14558485
2014,"Romania","EU-28",7584814,45159,11988553,2452210,202892,0,3258856,3203,1398570,3519329,2064772,3818832
2014,"Russia",NA,59711382,1048566,11332138,31046416,2363562,0,10491616,88598,33513369,31501354,3508962,16893517
2014,"Slovakia","EU-28",2072405,0,1814113,821138,83905,0,654763,101,1550218,178817,94508,110593
2014,"Slovenia","EU-28",173245,0,350583,129283,1046,0,21224,0,0,107140,211090,74011
2014,"South Africa",NA,1750000,3030,14250000,614849,948000,0,1048638,28202,17755537,2310064,6986475,2604848
2014,"Spain","EU-28",6471400,861103,4776190,8472453,2650,0,5633829,226240,3723567,2578843,17738872,14183018
2014,"Sweden","EU-28",3086400,0,0,2689000,0,0,333700,0,2056200,822100,44121,372158
2014,"Thailand",NA,1303,32620160,4804670,336193,58295,12472505,1088807,91849,103697005,30485151,11208017,2742425
2014,"Turkey",NA,1.9e+07,830000,5950000,6928005,150000,0,3735440,2350005,16743045,4166805,14302215,28276987
2014,"UK","EU-28",16606009,0,0,7862832,0,0,2498829,14987,9310000,5911000,638480,2802695
2014,"Ukraine",NA,24113970,50880,28496810,10726900,3881930,0,12472029,1610,15734050,23693350,2334190,10463443
2014,"USA",NA,55147120,10079500,361091140,16531330,106877870,0,4856705,9791640,55981460,21399880,26303499,37956851
2014,"Uzbekistan",NA,6955976,356097,411630,167287,0,0,83960,3420200,0,2452400,3931600,10983412
2014,"Vietnam",NA,0,44974206,5202511,1661,156549,0,1869481,95389,19822851,11932937,7315884,15499181
2015,"Argentina",NA,13930078,1558100,33817744,6673931,61446556,0,4505439,799216,17872791,2871174,8109637,3466007
2015,"Australia",NA,23742560,690390,494589,12267413,37000,0,3646999,1274100,32379153,1215195,3229400,2031137
2015,"Austria","EU-28",1725737,0,1637905,1490254,136195,0,175539,3479,2853282,536473,695344,561443
2015,"Bangladesh",NA,1348000,51805464,2271998,12917,91496,0,843047,1458880,4434070,9508918,4095785,5332058
