"Year","Area Unit","Area Group","Wheat","Rice","Maize","Other Cereals","Soybean","Oil Palm","Other Oilseeds","Fibre Crops","Sugar Crops","Roots and Tubers","Fruits","Vegetables"
2015,"Belarus",NA,2896411,0,222991,5067578,0,0,389542,40535,3299898,5995298,555671,1694241
2015,"Belgium","EU-28",2019347,0,597169,547217,0,0,58744,80460,4532561,3689994,723833,1529210
2015,"Brazil",NA,5508451,12301201,85283074,2935100,97464936,1585088,3503271,4297115,750290277,27772437,37334839,11422500
2015,"Bulgaria","EU-28",5011597,67684,2696923,794095,40281,0,2131985,1649,0,164866,483958,451807
2015,"Canada",NA,27647400,0,13679500,12236100,6456300,0,19516104,29013,503500,5874839,928706,2334198
2015,"Chile",NA,1482310,163560,1538755,604297,0,0,309429,18385,2069874,976224,6325154,2121911
2015,"China",NA,132639000,212142000,264992000,11666200,11785000,672665,37455229,17033147,112152000,143478843,156995277,604866771
2015,"Croatia","EU-28",758638,0,1709152,335001,196431,0,185122,0,756509,171179,331672,1363885
2015,"Cyprus","EU-28",35356,0,0,52771,0,0,13715,0,0,97846,173198,100847
2015,"Czechia","EU-28",5274272,0,442709,2470793,20238,0,1334763,646,3421035,504955,307593,195842
2015,"Denmark","EU-28",5029300,0,52700,4965500,0,0,826165,0,1696500,1772466,64402,286205
2015,"Egypt",NA,9607736,4817964,7803183,912666,46843,0,973417,330110,27886282,5471322,12879488,18926083
2015,"Estonia","EU-28",812600,0,0,722700,0,0,196400,0,0,117200,6498,85955
2015,"Finland","EU-28",992100,0,0,2693394,0,0,85300,0,406500,532100,23149,263493
2015,"France","EU-28",42750027,80858,13716048,16328920,336830,0,6696749,526664,36125392,7155613,9193563,5226757
2015,"Germany","EU-28",26549500,0,3973000,18344300,27000,0,5069946,0,22572000,10370200,2614809,3454322
2015,"Greece","EU-28",1458705,263646,1716520,858361,10905,0,3130563,817574,353080,583205,3439812,3355175
2015,"Hungary","EU-28",5331426,9412,6632783,2171551,145853,0,2172387,284,910915,452008,1265064,1601097
2015,"India",NA,86530000,156540000,22570000,18693000,8570000,0,27441641,17829887,362333000,53610000,87463613,121402581
2015,"Indonesia",NA,0,75397841,19612435,0,963183,148708786,17206949,208175,25348720,25734971,19818405,10942300
2015,"Iran",NA,11522318,2347701,1168629,3216928,139972,0,322622,175456,13001230,5140623,13050855,18903034
2015,"Ireland","EU-28",696600,0,0,1939149,0,0,39900,0,78318,360100,35312,222293
2015,"Italy","EU-28",7394495,1518229,7073896,1708255,1116982,0,3106168,3583,2183878,1376648,17219904,13897974
2015,"Japan",NA,1004000,9986000,164,212225,243100,0,15472,1,5185000,3541025,2876608,10476080
2015,"Latvia","EU-28",2250100,0,0,771400,0,0,293648,180,0,497320,11906,194408
2015,"Lithuania","EU-28",4380330,0,56400,1630019,0,0,518299,6,619482,399191,91199,190294
2015,"Luxembourg","EU-28",91058,0,928,84530,0,0,13834,0,0,12971,17774,1748
2015,"Malaysia",NA,0,2741404,62460,0,0,98344073,698343,11602,30271,123177,1152612,1525471
2015,"Malta","EU-28",10000,0,0,2180,0,0,90,0,0,8017,9810,83470
2015,"Mexico",NA,3710706,236018,24694046,6063744,341088,666238,1482622,611549,55396899,2022427,18619670,14796137
2015,"Morocco",NA,8074659,63298,95032,3455707,1000,0,1233951,1825,4270954,1942426,4282278,5549057
2015,"Netherlands","EU-28",1300085,0,121114,250455,0,0,11623,28787,4868255,6651692,764300,5094053
2015,"New Zealand",NA,413533,0,226278,474807,0,0,5222,3914,0,483096,1314179,944106
2015,"Pakistan",NA,25086174,10201840,5270914,522754,22,0,1036812,4872218,65607234,4517571,6265032,5451802
2015,"Philippines",NA,0,18149838,7518756,653,545,432496,14775664,74638,22926437,3503699,16430709,6629441
2015,"Poland","EU-28",10957787,0,3156212,13888727,0,0,2762767,122,9364467,6313669,4168817,5070030
2015,"Portugal","EU-28",80393,184918,827544,147348,0,0,771403,0,11165,514094,1925883,2811557
2015,"Rest of Africa",NA,9997661,25965446,55702446,47541317,1501790,19020890,26796646,4035167,61232988,294051800,77571092,60030514
2015,"Rest of East Asia",NA,471967,50021800,6338461,811033,792190,160000,3776420,550477,13420622,14892187,10574179,23973726
2015,"Rest of Eastern Europe and Central Asia",NA,19804389,671074,3124744,5721222,271310,0,1945695,1386917,1374171,7898846,4577097,13699636
2015,"Rest of Latin America",NA,2781528,13832992,17392001,2768987,15258328,17117635,2369546,410155,167159153,23495200,54513479,15654639
2015,"Rest of North America",NA,0,0,0,0,0,0,0,0,0,0,0,47
2015,"Rest of Oceania",NA,20,10071,21891,5114,0,2518053,2603789,412,1920164,2346759,2642744,679307
2015,"Rest of South Asia",NA,1979355,8651807,2456360,370980,35537,0,3146175,13020,3782193,3279201,2781862,4605528
2015,"Rest of Western and Central Europe",NA,4142004,30527,6873233,2008803,469507,0,708152,820,3582245,2161485,3304002,4465564
2015,"Rest of Western Asia",NA,10941455,519209,832380,3291191,328,0,1065867,243024,164710,3066764,9838041,12872513
2015,"Romania","EU-28",7962421,49773,9021403,2299224,262061,0,2714260,3151,1040827,2699684,2000527,3690333
2015,"Russia",NA,61785799,1109762,13173296,26378752,2708170,0,11126516,95780,39030505,33645799,3362278,17786458
2015,"Slovakia","EU-28",2082134,0,929233,794345,62086,0,500865,91,1205450,144625,104084,95155
2015,"Slovenia","EU-28",157058,0,338712,132638,4689,0,5799,0,0,107672,255876,95548
2015,"South Africa",NA,1440000,3048,9955000,512197,1070000,0,839164,55145,14861401,2552120,7179746,2818706
2015,"Spain","EU-28",6362694,847026,4564416,8375174,4106,0,6883146,193038,3605423,2322259,17986397,14245229
2015,"Sweden","EU-28",3300400,0,0,2862000,0,0,373000,0,1178300,802500,45592,377553
2015,"Thailand",NA,1281,27702191,4729527,364881,56963,11058720,978521,94315,94138465,32861520,10450410,2779479
2015,"Turkey",NA,22600000,920000,6400000,8712438,161000,0,3767498,2050006,16462000,4760786,14657721,29334385
2015,"UK","EU-28",16444000,0,0,8290564,0,0,2571000,15320,6218000,5644000,661952,2564931
2015,"Ukraine",NA,26532100,62510,23327570,9705000,3930600,0,13052850,1918,10330750,20839270,2426020,9933044
2015,"USA",NA,55839540,8724530,345486340,21820378,106953940,0,5977460,8467114,61228620,21421170,24961530,36868448
2015,"Uzbekistan",NA,6964664,425745,439551,184042,0,0,98053,3379676,0,2696914,4325349,11983517
2015,"Vietnam",NA,0,45090562,5287261,1587,146341,0,1946803,94581,18337227,12394373,7463272,15687389
2016,"Argentina",NA,11314952,1404980,39792854,8634284,58799258,0,4316467,676937,18436082,2958396,6685663,3447523
2016,"Australia",NA,22274514,273942,400032,12280715,40000,0,2901413,1518678,34403004,1200748,3508440,2168096
2016,"Austria","EU-28",1970364,0,2179587,1551747,152599,0,238715,3289,3534415,767261,416704,617187
2016,"Bangladesh",NA,1348186,50452866,2445576,15669,92181,0,842335,1406666,4207592,9733471,4332740,5453777
2016,"Belarus",NA,2339829,0,740511,3995318,0,0,267738,41345,4278728,5984069,703636,1901430
2016,"Belgium","EU-28",1400074,0,480496,407204,0,0,48452,87162,4021110,3402787,630998,1752544
2016,"Brazil",NA,6834421,10622189,64188314,2522925,96394820,1621017,3413849,3748122,768594154,25811588,36105193,11739133
2016,"Bulgaria","EU-28",5662721,64773,2226094,798631,18301,0,2396187,4345,0,127182,418031,679682
2016,"Canada",NA,32139900,0,13889000,12875167,6596500,0,20466024,28333,526200,5920143,1103787,2406023
2016,"Chile",NA,1731935,174008,1174487,791973,0,0,317316,18210,1646681,1182512,5873273,2197231
2016,"China",NA,133271000,211094000,263613000,8272500,12788894,671333,36918600,16229804,111760000,143032984,159389420,614693659
2016,"Croatia","EU-28",969050,0,2154470,450352,244075,0,261493,0,1169622,193962,255948,1488745
2016,"Cyprus","EU-28",6902,0,0,3259,0,0,10362,0,0,124542,143111,92227
2016,"Czechia","EU-28",5454663,0,845765,2300123,27972,0,1448510,617,4118356,699605,252200,240330
2016,"Denmark","EU-28",4201500,0,43800,4909026,0,0,506387,0,2350400,1954016,66344,315056
2016,"Egypt",NA,9342538,5308873,7817640,919685,45165,0,1147823,180196,26766668,4659691,12447894,18006391
2016,"Estonia","EU-28",455543,0,0,478508,0,0,102566,0,0,89842,8579,63150
2016,"Finland","EU-28",823900,0,0,2742570,0,0,93900,0,433600,587600,21523,275689
2016,"France","EU-28",29316331,80297,11839729,13162347,338955,0,6097960,603733,37186932,6990753,9327359,5664662
2016,"Germany","EU-28",24463800,0,4017800,16882800,43000,0,4632549,0,27065500,10772100,2646449,3744802
2016,"Greece","EU-28",1560777,277482,1505461,618663,9465,0,2966430,739122,313890,495450,3296059,3073898
2016,"Hungary","EU-28",5603184,10767,8729915,2300019,184725,0,2829877,294,1121247,429435,1239914,1625771
2016,"India",NA,92290000,163700000,25900000,15960000,13159000,0,28240306,19299983,348448000,49215000,88425189,126378917
2016,"Indonesia",NA,0,79354767,23578413,0,859653,115962966,18551627,203795,23630420,24062019,17894844,11505352
2016,"Iran",NA,14592003,2921046,1170587,3742423,139325,0,360609,161163,13445234,4995327,11757242,19315938
2016,"Ireland","EU-28",647700,0,0,1665285,0,0,34100,0,72000,352000,37757,231989
2016,"Italy","EU-28",8037872,1587346,6839499,1754504,1081340,0,2439177,5773,2046297,1381376,16990016,14213049
2016,"Japan",NA,790800,10055000,166,199654,238000,0,19161,1,4763000,3416924,2847268,10325983
2016,"Latvia","EU-28",2062300,0,0,640900,0,0,283400,260,0,491600,14397,197501
2016,"Lithuania","EU-28",3844491,0,86233,1190097,0,0,406062,0,933512,351484,82798,257021
2016,"Luxembourg","EU-28",70069,0,840,68353,0,0,10915,0,0,18714,13111,1671
2016,"Malaysia",NA,0,2739606,64867,0,0,86325309,700134,10340,28038,108150,1093643,1460781
2016,"Malta","EU-28",10596,0,0,2163,0,0,30,0,0,6825,7517,81929
2016,"Mexico",NA,3862914,254043,28250160,6098193,509114,755222,1479028,506591,56447665,2153158,19595058,16108885
2016,"Morocco",NA,2731123,53354,128763,648359,1000,0,1486170,1817,4645426,1759816,3949531,4549829
2016,"Netherlands","EU-28",1016479,0,84641,254099,0,0,7409,31181,5502200,6534338,777152,4975496
2016,"New Zealand",NA,459349,0,210325,426816,0,0,5216,3935,0,489047,1428730,928196
2016,"Pakistan",NA,25633028,10273968,6134274,513752,40,0,937459,5237631,75615353,4510909,6729773,5480457
2016,"Philippines",NA,0,17627245,7218817,616,544,439529,13864576,73807,22370546,3534491,16281354,6678391
2016,"Poland","EU-28",10827902,0,4342910,14678411,14747,0,2265002,104,13523781,8872445,4714251,5896363
2016,"Portugal","EU-28",90017,169289,710634,168145,0,0,525899,0,15112,476287,1724279,2618233
2016,"Rest of Africa",NA,9329654,27958699,57376863,53216626,1608239,18938538,22992465,4260572,60664656,299237036,76003228,60486503
2016,"Rest of East Asia",NA,653485,49604606,6599682,819293,708709,160000,3789298,506842,13631120,16269653,10397016,23701394
2016,"Rest of Eastern Europe and Central Asia",NA,21733723,714559,3550377,6293122,276553,0,2499268,1312961,2325251,8089857,4477868,13906646
2016,"Rest of Latin America",NA,2877949,13738767,16750076,2859773,14764796,15978082,2416745,368273,159770963,23742745,55016419,15917434
2016,"Rest of North America",NA,0,0,0,0,0,0,0,0,0,0,0,48
2016,"Rest of Oceania",NA,20,12396,23836,5098,0,2619524,2878500,413,1828455,2327405,2698109,673945
2016,"Rest of South Asia",NA,1739370,8802496,2557659,363827,39001,0,3437836,12102,5162411,3521373,3468791,5011534
2016,"Rest of Western and Central Europe",NA,4471049,24792,9228960,2246398,600273,0,889455,820,4003119,2342814,3379043,4663342
2016,"Rest of Western Asia",NA,10292834,537885,877688,2835346,329,0,968988,263463,130489,3269144,10017036,13931277
2016,"Romania","EU-28",8431131,43635,10746387,2543663,263380,0,3334208,2830,1012186,2689733,1953588,3375346
2016,"Russia",NA,73345679,1080886,15281594,28047298,3142693,0,13125819,92722,51324953,22463487,3645195,15074630
2016,"Slovakia","EU-28",2434213,0,1710178,703153,92484,0,685395,91,1506939,177145,62868,118132
2016,"Slovenia","EU-28",163165,0,346211,133103,7387,0,10852,0,0,99049,178800,105505
2016,"South Africa",NA,1910000,3036,7778500,505998,742000,0,898644,31453,15074610,2212469,6465665,2680540
2016,"Spain","EU-28",7873135,835400,4069508,11278747,2869,0,8097523,140040,3014838,2303581,17725021,14878542
2016,"Sweden","EU-28",2834500,0,0,2612800,0,0,284900,0,1988400,862500,44240,372340
2016,"Thailand",NA,1302,25312378,4814560,355276,52000,12095698,988100,90881,90220174,31689985,10541932,2921420
2016,"Turkey",NA,20600000,920000,6400000,7356615,165000,0,3785629,2100013,19592731,4750636,15998200,30204656
2016,"UK","EU-28",14383000,0,0,7581131,0,0,1823000,13924,5687000,5395000,674602,2577607
2016,"Ukraine",NA,26098830,64700,28074610,10979710,4276990,0,15042550,2053,14011300,21750290,2280221,10092195
2016,"USA",NA,62831507,10167050,412262180,18204530,116931500,0,5667900,10092158,62630238,21858852,25002940,36805311
2016,"Uzbekistan",NA,6934876,451981,491919,7377059,232,0,107972,2975551,0,2789476,5460585,13283382
2016,"Vietnam",NA,0,43112010,5244140,3720,160696,0,1947591,93174,16313145,12481330,7362180,16329615
2017,"Argentina",NA,18395106,1328340,49475895,7197361,54971626,0,4838774,620220,19076893,3022375,6606945,3529905
2017,"Australia",NA,31818744,807304,436194,16986166,31000,0,4480286,2150961,36561497,1176669,3529279,2213325
2017,"Austria","EU-28",1437143,0,2075983,1361723,193416,0,189547,3332,2993710,653400,603556,599742
2017,"Bangladesh",NA,1311473,54148000,3025392,10759,96921,0,877900,1563623,3862775,10478659,4571610,5824139
2017,"Belarus",NA,2620230,0,694238,4214944,0,0,610855,42327,4989334,6414755,477124,1970195
2017,"Belgium","EU-28",1702721,0,608671,453000,0,0,57090,69341,5941783,4416665,450661,1805035
2017,"Brazil",NA,4342812,12464766,97910658,3261132,114732101,1676421,2973659,4025399,758646205,23187963,36855030,11971952
2017,"Bulgaria","EU-28",6132671,58523,2562569,722083,20000,0,2542004,4475,0,227815,430817,574914
2017,"Canada",NA,29984200,0,14095300,12298200,7716600,0,22306716,27722,508379,5970096,959779,2383961
2017,"Chile",NA,1349492,127866,1062589,931063,0,0,305137,18088,1770497,1442003,5701280,2314220
2017,"China",NA,134334000,212676000,259071000,11849299,13128960,672046,38012110,17487040,113788000,146726430,162935801,618719495
2017,"Croatia","EU-28",687595,0,1559638,412415,207765,0,286849,0,1295459,156089,227621,1062121
2017,"Cyprus","EU-28",16592,0,0,19244,0,0,19846,0,0,111337,134535,83217
2017,"Czechia","EU-28",4718205,0,588105,2154554,37012,0,1232424,624,4399521,688970,228318,254393
2017,"Denmark","EU-28",4834100,0,38900,5154261,0,0,742487,0,2454600,2171000,39738,335021
2017,"Egypt",NA,8421071,4960662,8542635,998730,36388,0,1402784,310186,26243132,5310645,13021014,17386432
2017,"Estonia","EU-28",713263,0,0,598630,0,0,165346,0,0,91182,6617,59339
2017,"Finland","EU-28",802000,0,0,2619643,0,0,91300,0,430300,611900,24104,270883
2017,"France","EU-28",38677896,92544,14534897,15424908,415202,0,7166119,598043,49160551,8583054,8230289,5815969
2017,"Germany","EU-28",24481600,0,4547600,16527600,66000,0,4326099,0,34059900,11720000,1947993,4025884
2017,"Greece","EU-28",1356772,255418,1461730,608941,8099,0,3069229,808930,392263,501659,3372461,2840424
2017,"Hungary","EU-28",5246258,12303,6739186,2019533,179282,0,2981529,292,1075625,402853,1252264,1641220
2017,"India",NA,98510000,168500000,28750000,17880000,10933000,0,31229772,19475309,306069000,54236000,90727002,131652327
2017,"Indonesia",NA,0,81148594,28924015,0,538729,114617286,19244140,201288,21909790,22553453,18916531,11934766
2017,"Iran",NA,1.4e+07,2010000,1211431,3117817,2e+05,0,346277,153478,12605264,5120244,12438912,20157652
2017,"Ireland","EU-28",681500,0,0,1712707,0,0,41700,0,75000,412400,37665,224515
2017,"Italy","EU-28",6966465,1598027,6048499,1638727,1019781,0,2981076,5974,2453568,1355430,15383133,13663860
2017,"Japan",NA,906700,9780000,165,219707,253000,0,19081,1,5198000,3566269,2741630,10335559
2017,"Latvia","EU-28",2138800,0,0,553700,0,0,327900,227,0,408300,11702,156608
2017,"Lithuania","EU-28",3917372,0,56974,1099842,0,0,551097,0,956947,237045,101853,213453
2017,"Luxembourg","EU-28",77781,0,695,70815,0,0,11317,0,0,21284,12036,1653
2017,"Malaysia",NA,0,2901894,72561,0,0,101740900,716767,3268,29990,89532,1111563,1310103
2017,"Malta","EU-28",12413,0,0,2174,0,0,60,0,0,8740,7859,79937
2017,"Mexico",NA,3503521,265567,27763203,5955545,432927,873518,1409676,1028103,56955854,2063365,20210196,17448853
2017,"Morocco",NA,7090817,57698,122399,2515936,1000,0,1102574,1812,4294553,1941779,4983056,5148182
2017,"Netherlands","EU-28",1054151,0,116711,221824,0,0,9746,19763,7959266,7391881,648075,5433224
2017,"New Zealand",NA,405182,0,175586,356226,0,0,5257,3997,0,485096,1390414,877214
2017,"Pakistan",NA,26673703,11174816,5901630,549846,19,0,982169,5855512,83497381,4388750,6683554,5604148
2017,"Philippines",NA,0,19276347,7914909,581,666,474792,14090139,73288,29286893,3599194,16555775,6837990
2017,"Poland","EU-28",11665702,0,4021592,16237670,20297,0,2769930,88,15732952,9171733,3226399,6001996
2017,"Portugal","EU-28",59610,179777,745123,141396,0,0,920764,0,15599,540564,2028671,2639578
2017,"Rest of Africa",NA,9686224,26790872,59920400,49567156,1896796,19175845,22723022,4374207,59183597,296669126,76479033,61350937
2017,"Rest of East Asia",NA,448288,49525545,6409868,773749,700079,160000,3612190,438435,13222620,14647452,10987956,23869235
2017,"Rest of Eastern Europe and Central Asia",NA,20598119,771344,3867934,5889201,304380,0,3110989,1680774,2758322,7878394,4811535,14056012
2017,"Rest of Latin America",NA,2141181,13819622,16566967,2176412,14650307,17026314,2416359,350305,157675330,24593090,55742250,16035703
2017,"Rest of North America",NA,0,0,0,0,0,0,0,0,0,0,0,49
2017,"Rest of Oceania",NA,14,12845,25290,5208,0,2706368,2829507,412,1715070,2365043,2759646,685958
2017,"Rest of South Asia",NA,1883009,7699865,2586280,363327,43628,0,2861149,12092,3889625,3380389,3610363,4711988
2017,"Rest of Western and Central Europe",NA,3976495,17080,5397189,2039762,479188,0,839501,820,4098628,2173956,2861106,4598295
2017,"Rest of Western Asia",NA,10030586,604272,672497,2434731,330,0,1000420,207642,143257,3226974,10242975,12928280
2017,"Romania","EU-28",10034955,43311,14326097,2734521,393495,0,4593611,2955,1174502,3116912,2089166,3655193
2017,"Russia",NA,86002542,986620,13208095,31098062,3621712,0,12866375,89990,51913442,21707645,3244761,15443707
2017,"Slovakia","EU-28",1770659,0,1066188,647214,102441,0,673463,94,1230793,149705,84101,98440
2017,"Slovenia","EU-28",140961,0,272177,138078,7713,0,11208,0,0,93076,182845,96354
2017,"South Africa",NA,1535000,3031,16820000,505955,1316000,0,1080692,46063,17388177,2531355,6792748,2795418
2017,"Spain","EU-28",4875957,835178,3775645,7166889,4599,0,7563356,160039,3293850,2308465,16716104,14915621
2017,"Sweden","EU-28",3298600,0,0,2651000,0,0,370500,0,1963500,852500,41150,340250
2017,"Thailand",NA,1319,32687757,4958699,367721,54000,14600000,983200,87913,101870298,31364843,11095901,2890295
2017,"Turkey",NA,21500000,9e+05,5900000,7826157,140000,0,4373370,2450013,21149020,4801031,17329945,30802211
2017,"UK","EU-28",14837000,0,0,8163066,0,0,2213000,12887,8918000,6218000,660055,2693467
2017,"Ukraine",NA,26208980,63940,24668750,9744065,3899370,0,14561588,2028,14881550,22208220,2351799,9738997
2017,"USA",NA,47379810,8084290,397602890,13780095,120064970,0,5977070,1.2e+07,62192068,22071984,23777519,34779034
2017,"Uzbekistan",NA,6079164,395422,389427,6418105,6138,0,81385,2870251,0,2793689,4276330,12137590
2017,"Vietnam",NA,0,42763682,5109766,3770,101856,0,1995831,93439,18356398,11923759,7751731,16881237
2018,"Argentina",NA,18518045,1367968,43462323,7242680,37787927,0,4722130,817680,19039561,2873914,7858042,3584999
2018,"Australia",NA,20941134,635113,387240,11897396,63000,0,4012120,2500000,33506830,1258859,3390651,2187406
2018,"Austria","EU-28",1370960,0,2130339,1311938,184342,0,202514,3388,2150192,697931,918347,564516
2018,"Bangladesh",NA,1099373,56417319,3288102,13044,98699,0,927454,1673120,3638731,9991228,4466311,5686502
2018,"Belarus",NA,1814765,0,1137932,2861172,0,0,464216,39507,4806259,5865123,919508,1763804
2018,"Belgium","EU-28",1652249,0,442995,387764,0,0,53834,80907,5192049,3045443,702003,1647302
2018,"Brazil",NA,5418711,11749192,82288298,3608536,117887672,1565197,3156347,5139070,746828157,22325454,37225069,11812062
2018,"Bulgaria","EU-28",5832449,63415,3478013,558122,4548,0,2404918,2478,0,261594,429985,594201
2018,"Canada",NA,31769200,0,13884800,12441800,7266600,0,21263921,27112,505117,5790838,1020649,2339142
2018,"Chile",NA,1469003,192808,1110608,889015,0,0,341228,17976,2374496,1198115,6128646,2351334
2018,"China",NA,131440500,212129000,257173900,9292400,14189217,672760,38490926,17906860,120174718,150143994,165219066,624524042
2018,"Croatia","EU-28",744405,0,2147275,353166,245188,0,302702,0,776491,182261,326316,1245038
2018,"Cyprus","EU-28",18054,0,0,19171,0,0,19470,0,0,107938,137201,83929
2018,"Czechia","EU-28",4417841,0,489154,2068009,25259,0,1486073,633,3724309,583560,315412,202342
2018,"Denmark","EU-28",2654819,0,35923,4314552,0,0,489312,0,2107616,1806766,51439,321945
2018,"Egypt",NA,8800000,4900000,7300000,1051537,48000,0,1074305,321050,26465407,5404572,12968923,17757091
2018,"Estonia","EU-28",450265,0,0,469563,0,0,113649,0,0,88434,9153,56017
2018,"Finland","EU-28",494700,0,0,2238833,0,0,70900,0,355400,600300,25598,261275
2018,"France","EU-28",35798234,73306,12667393,14201397,400292,0,6429167,661390,41853442,7906744,8838248,5461748
2018,"Germany","EU-28",20263500,0,3344000,14348300,59000,0,3719242,0,26191400,8920800,3051941,3522994
2018,"Greece","EU-28",1072940,222690,1205980,535306,9490,0,1321899,837432,353078,468389,4058464,3286495
2018,"Hungary","EU-28",5245890,11971,7963217,1671585,178200,0,2861271,290,941655,330545,1459337,1567702
2018,"India",NA,99700000,172580000,27820000,18220000,13786000,0,29267343,16698762,376900000,54580281,94971278,131994182
2018,"Indonesia",NA,0,83037000,30253938,0,953571,115267491,19014108,200373,21744000,19632690,19835944,12110761
2018,"Iran",NA,14500000,1990000,1338258,2818030,210000,0,350112,152454,13016396,5321188,13053309,20916545
2018,"Ireland","EU-28",506800,0,0,1348954,0,0,40900,0,78597,273000,35502,221712
2018,"Italy","EU-28",6932943,1512241,6179035,1722628,1138993,0,2263447,6224,1941479,1315078,16819055,13487406
2018,"Japan",NA,764900,9727500,165,204181,211300,0,18731,1,4828298,3420038,2769268,10157708
2018,"Latvia","EU-28",1431600,0,0,625600,0,0,231600,200,0,426900,18127,138947
2018,"Lithuania","EU-28",2838899,0,87587,1073014,0,0,444236,0,888616,296229,107937,228222
2018,"Luxembourg","EU-28",78409,0,565,75262,0,0,10951,0,0,16211,20639,1914
2018,"Malaysia",NA,0,2718987,76362,0,0,98419400,722193,8403,29433,82657,1044502,1344101
2018,"Malta","EU-28",12208,0,0,2186,0,0,60,0,0,7977,8039,78688
2018,"Mexico",NA,2943445,283763,27169977,5671792,324011,983676,1397817,1177679,56842401,2139964,20701211,18240878
2018,"Morocco",NA,7320620,63037,118392,2886616,732,0,1634718,1808,4326628,1887413,4846078,5657588
2018,"Netherlands","EU-28",985297,0,84894,270341,0,0,7699,22634,6508142,6029734,762575,4826484
2018,"New Zealand",NA,371027,0,191993,414760,0,0,5340,4060,0,522806,1434491,949016
2018,"Pakistan",NA,25076149,10802949,6308897,553870,29,0,1111774,4828918,67470379,5131848,6673263,6008255
2018,"Philippines",NA,0,19066094,7771919,564,658,500466,14767357,73194,24730820,3503806,16608184,6909543
2018,"Poland","EU-28",9820315,0,3864028,13095439,10271,0,2260680,101,14302911,7478184,5140129,5556785
2018,"Portugal","EU-28",67749,160648,713860,150313,0,0,780912,0,14050,457502,1856535,2191799
2018,"Rest of Africa",NA,11301101,28207952,58972483,56709565,1967432,19451575,25198792,4225474,59853387,297684265,77772558,63150696
2018,"Rest of East Asia",NA,649788,48971503,5795826,833654,579187,160000,3742696,382709,13709870,15667145,10991533,24264952
2018,"Rest of Eastern Europe and Central Asia",NA,19788034,756149,4355855,6796026,318060,0,3431451,1570471,2559488,8238017,5349704,14331174
2018,"Rest of Latin America",NA,1678388,15000073,17587905,2798602,15498683,16879896,2522644,376791,168798591,24748025,56091320,16081786
2018,"Rest of North America",NA,0,0,0,0,0,0,0,0,0,0,0,50
2018,"Rest of Oceania",NA,4,10815,26791,5120,0,2754670,2743624,412,1624119,2403173,2820258,693578
2018,"Rest of South Asia",NA,1953142,9170509,2836420,373024,30407,0,2906918,11623,4203382,3815827,3123070,4974201
2018,"Rest of Western and Central Europe",NA,4342028,19732,8956512,1824070,674909,0,1126447,820,3986768,2102598,3526049,4360443
2018,"Rest of Western Asia",NA,8980947,626965,627745,2374623,329,0,974056,198063,141692,3414623,10296602,12898154
2018,"Romania","EU-28",10143671,43355,18663939,2702314,465609,0,4680954,2991,978266,3022758,2910369,3814281
2018,"Russia",NA,72136149,1038222,11419020,25244484,4026850,0,15492384,87839,42065957,22394960,3944622,15681025
2018,"Slovakia","EU-28",1927926,0,1515834,594001,104525,0,690197,92,1311972,169953,104160,107840
2018,"Slovenia","EU-28",121901,0,350489,128558,5331,0,12406,0,0,85600,232083,100575
2018,"South Africa",NA,1868000,3026,12510000,590896,1540000,0,1044332,105772,19301688,2553910,7151861,2669518
2018,"Spain","EU-28",7989906,808167,3842519,11722353,4249,0,10973860,156039,2871998,2077402,17574830,14386201
2018,"Sweden","EU-28",1620300,0,0,1635200,0,0,221800,0,1698400,720200,49200,307090
2018,"Thailand",NA,1351,32192087,5004125,367077,56000,15400000,974654,85076,104360867,32213100,11163573,2871257
2018,"Turkey",NA,2e+07,940000,5700000,7755628,140000,0,3827962,2570013,18900000,4551029,17813507,29922743
2018,"UK","EU-28",13555000,0,0,7529346,0,0,2055000,12343,7620000,5028000,716774,2409461
2018,"Ukraine",NA,24652840,69210,35801050,8586247,4460770,0,17040549,1383,13967700,22503970,2914098,10016843
2018,"USA",NA,51286540,10170040,392450840,14043720,123664230,0,5482006,11429937,61404631,21850788,23371932,34384003
2018,"Uzbekistan",NA,5410760,221089,413165,5673649,11399,0,65344,2308978,0,2911933,4309271,10963648
2018,"Vietnam",NA,0,44046250,4874054,3370,81348,0,2056744,93779,17945204,11598115,8040549,17517135
