"Africa","East Asia","Eastern Europe and Central Asia","Latin America","North America","Oceania","South Asia","Western and Central Europe","Western Asia"
879,15569,968,4557,5067,1003,7996,1521,661
1378,12749,905,4426,4366,907,6870,1749,569
1323,12702,1013,3842,5102,710,7254,1451,615
1107,17658,1019,4606,4364,945,7018,1410,780
1372,14443,967,4273,4280,731,5298,1640,714
1014,16344,1017,4893,4357,1142,7688,1581,830
1101,16392,1025,5587,4667,802,7069,1471,627
1250,15154,991,4191,3850,1026,7556,1577,577
1166,16362,988,3774,4826,887,7168,1452,797
1066,15001,1089,4933,4199,686,7675,1541,739
1105,14982,1002,4044,4161,998,7278,1395,665
1488,14946,1028,4760,4878,799,7776,1578,664
1451,13888,1041,4706,4299,732,5609,2018,854
1277,14962,1004,5480,4936,1084,7053,1694,690
1390,12985,1100,4358,4553,934,6959,1634,582
1111,12881,1057,4897,4810,859,8579,1677,878
1184,13849,906,3787,4897,837,8013,1694,789
1351,15626,1012,3945,4584,900,7869,1333,726
1347,13127,1070,4801,4246,745,6933,1621,889
1463,14882,942,4033,4626,685,6136,1589,647
1237,15130,932,4045,4073,599,6441,1674,625
1258,14269,962,5115,4561,1063,8084,1461,763
1300,14575,968,4820,5099,938,7837,1401,522
1351,13196,987,5117,4209,696,6802,1496,660
1300,15590,984,4256,4291,961,6256,1500,861
1298,15466,878,5125,4212,995,7651,1634,623
1075,13443,1009,3689,4722,727,7404,1572,576
1318,15876,1053,5173,4325,965,6040,1599,690
1063,15858,963,4892,4565,1049,7703,1452,623
1363,15849,1034,4178,4301,679,6785,1501,704
1201,15521,1047,3703,3861,831,6930,1933,780
1437,15338,1043,4685,4671,826,6768,1639,784
1140,16617,1059,4029,4393,847,8270,1465,789
1168,15428,1018,4783,4341,769,7234,1387,679
1119,15716,1091,4611,4599,1083,7959,1765,589
1348,15277,1017,4323,4399,799,8481,1214,807
1325,16877,998,4799,4387,869,7203,1471,758
1585,15305,1141,5012,4434,1044,6312,1589,675
927,15616,892,4357,4962,782,7110,1501,521
997,16338,928,4224,4524,861,7782,1477,645
1359,15008,1027,4675,4818,983,8838,1685,541
1143,12996,891,4781,4831,1169,9037,1482,530
955,14458,1036,4874,4606,976,8069,1634,834
1059,15806,1076,4796,4565,826,7173,1470,850
1246,14115,955,4370,4780,701,7350,1743,707
1314,14008,1013,4032,4474,1006,7795,1684,793
1186,13465,1063,3539,4005,1048,7186,1640,687
1214,15278,1020,5047,5231,1021,8506,1508,644
1223,15179,977,3919,4542,748,6522,1637,712
1255,15545,917,5180,4889,1012,7855,1421,667
1400,16278,1124,5231,4883,790,7700,1554,658
1475,16942,970,3896,4728,962,7521,1534,790
1085,15232,943,3899,4436,964,7095,1406,670
1091,15060,964,3744,4467,693,7898,1638,501
1443,14497,967,4187,5164,972,8432,1724,509
1134,14699,1057,3973,4678,796,7499,1709,688
1120,16214,1042,4923,5513,1040,9007,1463,613
1338,13957,916,4714,4437,722,7397,1399,669
1006,14860,1001,5162,5206,907,8316,1576,724
1390,14290,1036,4219,3890,732,7815,1422,912
1400,13697,1046,4594,4271,803,7528,1749,640
1403,11846,1010,4415,4450,772,7376,1602,700
1164,11277,1087,4812,4629,810,8853,1414,586
1210,13181,999,4224,3943,743,7471,1534,621
1357,15216,933,5254,4709,965,7234,1620,510
1105,13503,1038,4056,4055,800,7768,1518,671
1096,14903,1061,5437,3908,932,8315,1460,724
1293,13268,972,4157,3998,831,6775,1587,857
1143,13897,963,4625,4133,934,7156,1707,549
1160,15969,1006,3647,4443,915,7524,1399,703
1621,14617,1017,4551,3975,1155,6133,1749,766
1318,13827,1099,4148,3912,1007,6324,1629,654
1197,13125,1005,5117,4954,924,6966,1513,758
1208,12572,949,4203,4723,1126,6238,1556,781
954,14569,888,3590,4652,913,6710,1827,786
1052,13558,1015,4385,4074,1132,7964,1603,727
1099,13705,968,4638,4057,987,6271,1357,708
1622,13274,1030,4138,4744,961,7658,1409,718
1447,15161,1065,4000,4951,876,7540,1398,711
1222,16283,1016,4796,3875,935,8133,1531,810
1370,14042,1028,4005,4197,925,6484,1549,733
1377,15255,972,4541,4627,870,7930,1641,662
1337,16027,989,4407,4575,923,6963,1313,725
1051,12504,989,4401,4338,870,8231,1274,827
1497,13858,945,5393,4680,901,6127,1758,773
1228,14374,985,4934,4747,676,7522,1462,694
1173,13120,936,5285,3705,808,7053,1461,722
1459,15663,942,4370,4126,936,7331,1361,797
1282,12241,1012,4393,4313,714,7321,1556,649
1231,13496,984,3809,5208,927,7668,1481,574
1201,13885,1014,4512,4454,1000,6778,1516,648
1114,15241,988,4373,4145,991,8394,1435,749
1273,14186,978,4491,5053,618,7287,1771,701
1059,12993,1007,5073,4755,881,7916,1330,671
1124,15487,964,3871,4576,904,8368,1424,633
1252,15285,1009,3837,4258,958,7338,1603,688
1049,12816,948,4577,4606,634,6379,1443,707
1488,13497,992,4677,4133,990,7639,1567,912
1420,13674,1034,5086,5472,746,5918,1288,885
1371,13930,1040,4170,4468,870,7478,1347,662
1049,15243,941,4970,4729,851,6100,1709,655
1091,13942,989,4965,4739,1019,8057,1595,663
1066,15778,934,4056,4825,898,8145,1450,596
1604,16472,967,4254,3828,932,7280,1764,723
1298,13728,1060,5338,4797,667,6918,1730,788
1555,16083,1039,4903,4705,855,7860,1633,744
1190,15637,915,3890,4070,572,8347,1829,650
1194,14731,1002,4385,4202,831,6286,1636,817
1390,15456,937,4346,4572,1044,7558,1540,767
1109,15709,1001,4139,5068,892,7413,1850,850
1454,15740,1072,3745,4110,834,7678,1798,718
1155,13149,989,4606,4466,1098,7696,1532,800
1126,14027,1012,4440,4405,888,7049,1415,629
1367,16128,991,4839,4455,834,7565,1498,667
1443,15959,1047,4426,4097,763,7168,1480,707
1342,16218,1007,5355,4581,832,8109,1489,495
1256,16419,979,4598,4320,951,8333,1595,495
1100,16324,979,4690,3982,1078,7268,1785,741
1049,13290,988,4488,4265,846,7120,1782,704
1289,13622,993,4056,4677,1168,7675,1841,573
1056,13948,1006,4691,4231,1066,7278,1099,625
1254,13182,884,4034,4419,759,6804,1323,691
1061,16120,1064,4718,4938,728,6327,1417,524
1155,16320,1065,5323,4585,792,7412,1443,711
1246,13640,1009,5020,4461,1110,7701,1714,842
1443,15515,1026,4323,4338,787,7668,1630,616
1119,15188,905,4587,5613,895,6214,1544,742
1264,14914,1014,4558,4452,674,7979,1284,735
1631,14022,1096,5227,5119,1089,7041,1671,892
1439,15757,997,3471,5325,879,8265,1342,831
1623,14266,1116,3571,4240,989,7758,1423,625
968,15122,925,4680,3951,786,6455,1749,625
1157,13846,963,4732,4691,866,8496,1358,668
1380,15611,998,4905,4089,774,6006,1765,709
1411,15896,1012,4159,4600,1026,6622,1631,813
1266,13765,1003,4159,4703,599,6856,1662,697
1285,15618,1018,4391,4970,1014,7436,1656,610
1261,14324,924,3970,5157,939,6504,1752,697
1323,14876,974,3720,4827,995,6003,1896,699
849,16994,939,5562,4305,754,7449,1396,674
1161,13279,1026,3817,4328,1051,6063,1612,637
1078,15462,1013,4333,4656,1013,7605,1756,716
1356,14197,1078,4232,5133,848,8433,1321,717
1311,14999,923,4143,4157,883,5373,1492,692
1401,16446,998,5323,4049,905,8292,1565,698
1315,13328,987,4491,4668,826,8245,1688,720
1428,15699,1021,4450,3836,779,8566,1787,820
1132,15643,917,4587,4473,821,6332,1423,813
991,17807,1046,5173,4180,1093,6135,1598,789
1381,15526,1045,4505,4848,963,6440,1432,633
1116,13217,997,4505,3696,702,7043,1697,878
1459,13752,957,5019,4457,919,6282,1564,627
1695,12443,986,5132,4088,933,7201,1524,579
1076,15397,983,5383,4133,928,7754,1331,626
1429,14254,1073,4183,4456,1085,5888,1934,682
1091,16170,1073,4128,4396,790,8757,1517,734
1150,14779,961,4123,5074,871,7481,1542,892
1255,14668,1021,4157,3822,946,7182,1493,884
1380,15252,1069,4756,4846,940,8557,1707,634
1293,15533,1020,4693,4750,974,8871,1519,723
1284,14228,1052,4912,4406,898,6145,1455,613
1384,16054,1049,3772,4695,812,7830,1883,835
1550,14580,1049,4158,4655,1153,7600,1564,628
1233,14292,1020,4935,3776,777,7737,1597,642
1257,13357,977,4648,4694,731,7353,1735,728
1163,14067,967,4304,4700,893,7571,1422,897
1456,13569,1057,4699,4174,1119,7063,1403,603
1321,13654,934,4659,4274,900,6619,1598,844
1354,16700,955,4385,4293,939,6816,1624,709
1541,14255,905,4265,4637,850,7984,1401,785
1451,14850,856,4461,4930,875,7644,1574,622
1354,14398,965,3817,4425,846,7869,1516,711
1364,15481,1055,5140,4876,922,7202,1659,770
1276,14707,991,4675,4995,725,6913,1674,782
1092,12511,1016,4213,4770,1144,5625,1389,553
1090,15866,930,4749,4318,818,6469,1519,524
972,12863,1087,4773,4712,864,8875,1686,681
1367,13516,983,4865,4932,873,8314,1680,871
1464,12996,1017,4265,4187,936,6461,1435,830
1283,15039,1008,4333,5294,746,5082,1500,708
1154,13386,951,5199,4381,790,7963,1374,823
1362,15636,991,4117,4458,960,8572,1342,780
1087,14654,981,4804,4253,738,7068,1477,669
1158,15224,959,4429,5464,700,7288,1738,703
1077,14021,908,4046,4524,907,8092,1499,757
1360,14625,1041,5060,4821,979,6958,1653,585
1196,15565,1001,3612,4734,938,6788,1537,743
1171,14641,1038,4665,4681,865,6095,1719,826
1192,12699,933,4735,4586,935,7137,1489,592
926,15054,1055,4328,4806,715,8471,1598,787
1152,13539,925,4107,4846,980,7808,1487,695
1242,15265,1022,5167,4529,1049,7533,1655,694
1215,13338,1041,5303,5117,956,6661,1642,574
1443,15098,1030,4869,3849,1127,6853,1756,670
1425,13258,980,5055,4939,880,8488,1529,600
1298,15261,1075,4959,5036,735,6908,1508,573
1295,13973,960,3310,4902,920,7384,1491,680
1277,13257,1071,4183,4867,901,7505,1571,743
1279,13997,952,4789,4655,1189,7444,1731,635
1386,15167,1063,4373,4895,995,7114,1530,640
1190,16220,1016,4585,4338,937,7455,1862,913
1512,14172,1012,4392,3842,926,7251,1740,753
1088,14692,1058,4201,4274,1018,7756,1549,675
1072,16084,1045,4650,5389,828,7403,1352,741
1388,15495,929,5012,4410,911,7473,1772,663
1108,13904,1049,4291,3819,728,8576,1773,769
1441,14509,972,4414,4687,936,8653,1564,631
1384,14716,970,5007,4396,828,8024,1628,558
1604,11555,1006,4099,4266,1083,8479,1702,792
1136,15369,1104,3764,4805,823,6810,1584,848
1505,16773,1012,4723,4032,1022,6522,1452,678
1095,12777,1066,5100,4718,939,6443,1454,807
1440,17510,1016,4036,4610,1093,6331,1446,842
1287,14806,1067,4352,4809,744,7605,1499,728
1255,13199,949,4113,3501,921,7413,1304,756
1456,12990,916,4201,4277,1015,7159,1765,592
1040,13416,993,4704,4473,911,6879,1594,794
1440,13456,933,4854,5243,770,7670,1594,664
1345,14273,997,4174,4537,574,8280,1727,783
1277,14445,1046,3947,4360,1012,6926,1763,674
1309,13878,1016,3907,4327,990,7798,1508,581
1126,16576,974,3906,4584,1004,6333,1668,558
1315,14195,1028,4507,4395,868,7403,1530,802
1180,13659,1056,4893,4364,1111,7771,1646,667
1321,15034,945,4035,4252,1028,7742,1676,521
1169,14461,1027,4718,5542,845,6749,1398,582
1209,14653,917,4490,4271,925,6448,1500,560
1099,13511,949,4764,4842,1099,7457,1294,663
1313,12943,896,4397,4800,1124,7101,1389,613
1430,15208,851,3382,4467,1046,7767,1635,806
1261,15401,943,4319,4402,1043,7764,1557,606
1387,15551,1035,5166,4609,906,7378,1261,656
1103,15191,984,4946,3922,970,7736,1879,713
1176,14612,1040,4222,4624,1020,7492,1408,949
1357,14637,941,5270,4327,927,7711,1455,658
1433,13001,928,4325,4801,952,8393,1483,625
980,14581,961,4166,3996,1071,7797,1677,683
1246,12791,999,4635,4782,770,7431,1934,550
1081,13111,1089,5154,3714,797,7450,1564,464
1086,13368,902,4192,4611,887,6342,1645,671
1438,16199,1001,4796,4638,584,7670,1608,736
1193,16212,961,4476,4797,1007,6983,1442,581
1266,14469,1035,4324,4660,940,7426,1569,685
1368,12632,982,5042,4171,641,7200,1553,853
1318,14598,1013,5013,4846,989,6754,1667,567
1352,14632,928,4428,4904,1013,7954,1676,581
1205,16010,994,5479,5118,703,7796,1618,605
1406,13635,1006,4742,4393,1021,6743,1496,690
1272,15158,1047,5227,4697,999,5363,1611,506
1441,13973,968,4260,4394,808,8982,1501,863
1400,14057,977,4338,4474,773,9199,1331,746
1324,13956,983,4773,4591,851,7388,1597,558
1323,14002,1123,4436,4192,934,7112,1793,820
1293,14047,966,4238,4660,1035,8371,1424,546
1398,16958,1094,4261,3973,807,7619,1508,728
1165,12959,1073,4376,4717,933,7225,1575,765
1150,13247,1064,4441,3958,750,8471,1526,534
1072,14043,909,5337,4660,1003,6683,1610,636
1252,17140,972,4983,3925,1057,7391,1592,703
1249,15418,955,4071,5020,1065,7010,1460,711
1291,14083,939,4405,4514,981,7762,1764,643
1360,12913,1006,4736,3639,826,7174,1490,756
1081,13499,1022,4274,4502,993,6505,1702,538
1364,15189,1045,4197,4570,977,7145,1633,718
1298,13266,1021,4043,4572,795,7023,1474,800
1201,13004,964,3839,4576,1001,7475,1589,744
1540,13100,1015,4304,3539,834,7876,1215,598
1237,13687,980,5462,4321,686,6921,1615,658
1118,16890,941,4298,4221,868,6858,1681,726
1133,15568,1040,4277,4598,1029,8923,1380,862
1029,14150,876,3824,4585,1080,6663,1389,808
1199,16097,1097,5127,5292,960,8041,1608,582
1467,17809,1045,3798,4775,984,7604,1401,657
1233,15530,937,5152,5234,530,7269,1463,704
1415,12444,1044,5117,4803,824,6307,1780,718
1066,15371,1053,5120,3947,751,7333,1393,671
1484,16113,1001,3979,4924,1109,6650,1753,664
1400,15087,1082,4926,4388,1058,5926,1843,682
1008,16041,896,5040,4804,898,7511,1619,564
1194,15758,1131,4499,4449,785,6692,1590,625
1307,15564,1099,4125,4381,723,8151,1423,702
1327,13055,977,3936,4510,834,8301,1637,712
1296,13092,931,5488,4738,980,8093,1638,726
1160,13712,949,4256,3986,844,7354,1555,685
1303,17309,1047,4770,4527,903,7583,1723,559
1436,13872,1008,4973,4835,769,6314,1479,726
1150,15557,959,4569,4865,730,6912,1342,659
1159,14113,991,5029,5013,938,5256,1679,807
1296,15654,1012,4332,5501,1039,8406,1367,589
1328,15171,970,4732,4863,894,6605,1522,745
1130,16543,969,4226,4139,886,6813,1578,534
1312,14893,972,5204,4289,1010,6158,1541,569
1179,15870,1004,4881,4464,887,6273,1551,628
1279,15864,1028,5309,4038,918,6416,1619,832
1098,15537,1057,3787,4878,944,6246,1573,683
1367,13846,1006,4909,5326,840,8274,1451,769
1063,15464,977,4528,4753,888,6342,1181,603
1224,13995,918,3727,5091,775,6448,1712,824
1456,15784,1105,3440,4667,661,7087,1664,645
1181,15227,989,4927,3754,860,6344,1793,712
1272,15143,971,4861,4913,957,6514,1481,589
1338,13192,1044,4373,4463,1115,8479,1434,792
1432,16082,1060,4221,4565,860,6571,1474,765
1413,17796,1079,3741,4369,816,7447,1661,767
1332,13935,921,4181,4322,983,7867,1784,744
1484,16379,957,3752,4085,797,7695,1473,796
1334,16028,1003,4160,4237,1009,7203,1226,906
1148,16258,1024,5215,4112,942,7166,1301,745
1418,14863,1002,4506,3841,869,8860,1597,743
1246,15724,972,4166,4356,836,7569,1398,621
1350,14629,933,4002,4642,731,7956,1566,713
1392,14479,994,4113,4878,1120,7945,1611,711
1456,15559,1071,4236,4469,1057,8460,1742,770
1282,12902,1027,3824,4988,805,5071,1444,699
1393,16280,1089,4266,4502,822,7934,1659,508
1086,15390,1094,4870,4304,892,8100,1504,762
1309,13564,1006,4353,4795,953,7277,1362,796
1310,14092,1020,4732,4684,1067,7346,1675,633
1001,13985,1005,5146,5190,786,7031,1625,605
1152,13284,962,4402,5022,858,7564,1449,609
1316,14381,984,4860,4540,886,7625,1656,602
1387,13644,979,4628,4288,916,6868,1479,667
1436,14432,1015,3907,4046,802,7711,1458,811
1398,15183,988,4350,4789,1037,7616,1655,553
1272,14077,1060,5765,4325,967,7484,1715,572
1079,16226,948,4201,4147,753,7227,1532,665
1157,13551,926,5125,5052,919,7057,1466,670
1357,16276,936,4862,4959,845,7345,1472,529
1212,12230,1003,4719,4500,918,6843,1347,750
1310,13671,1116,4427,4647,970,7119,1331,837
1409,15362,977,4055,3855,947,7344,1424,619
1585,15578,1026,4928,4691,781,9223,1568,749
1617,12247,972,4685,4833,850,7543,1603,830
1415,14099,899,5571,4735,682,8301,1659,752
1193,13484,1009,3522,5301,923,7902,1660,547
1230,13879,1012,3841,4836,725,6944,1768,649
898,17796,958,4372,4957,846,7823,1624,648
1206,13832,1011,4879,4900,703,8428,1396,791
1013,14760,1066,5093,5214,1013,8119,1828,706
1138,13164,941,4427,5330,1088,7343,1482,640
1491,14846,1053,4908,4505,1045,7055,1392,647
1066,14432,980,4361,4864,888,5998,1481,627
1614,14439,977,4587,4890,652,6911,1446,666
1451,14364,930,3854,4504,782,7488,1816,808
984,13829,923,4344,5387,678,6792,1632,761
1417,14076,1023,3871,4321,1115,8463,1530,724
1296,15826,1091,4333,4826,643,6425,1684,739
1411,17461,1063,4531,4463,767,8585,1548,637
1237,15923,1079,4789,4990,886,7898,1357,580
1125,14178,1031,4646,4366,916,7249,1693,689
1244,14132,1093,4380,3868,1099,6923,1525,916
1420,15939,879,4429,4652,959,6362,1804,792
1080,14740,1012,4047,4759,1050,8484,1589,595
1231,13906,988,4387,5066,1154,6708,1672,863
1158,15528,973,5171,4828,942,8080,1743,797
1557,15256,968,3799,4370,1098,7406,1420,658
1322,14449,1000,3984,4351,978,8768,1580,464
1210,15215,945,4624,4919,1006,6949,1576,909
1436,14036,1026,3812,4692,966,8244,1417,686
1287,14690,939,5408,4205,1048,6949,1571,663
1287,14292,988,4345,4445,942,7245,1771,610
1394,14476,959,4828,4656,1035,7169,1670,692
1108,13252,953,3785,4174,950,6268,1539,870
1251,11859,1062,4303,4465,857,6477,1442,591
1468,13305,1019,4527,4565,1155,8092,1457,681
1400,14510,1055,4824,5106,801,6895,1609,832
1388,15389,943,3968,4512,840,6132,1355,592
1158,14578,934,4462,4708,762,7240,1553,593
1420,15749,976,4917,4462,724,8367,1787,1012
1297,16545,1042,4175,4997,1175,8700,1341,823
1284,14670,1046,5251,4897,840,7879,1448,605
1220,13854,951,4109,4351,937,6682,1611,496
1200,13959,1025,4404,5132,909,7655,1425,779
1157,13083,998,4665,3969,1057,8085,1529,843
1520,14577,1032,4608,4163,913,6733,1396,731
1459,15184,1072,5413,4054,891,7788,1624,740
1162,13044,1077,4577,4500,926,7139,1236,709
1417,14585,968,4900,4446,1137,6630,1723,733
1433,13785,1060,4966,4492,889,8943,1317,746
1341,14730,939,4208,4086,952,8238,1684,600
1371,14450,939,3938,4241,911,7552,1775,717
1216,16055,998,4225,3836,954,7382,1772,760
1586,14846,1007,5044,3867,1187,6551,1651,552
1335,14225,991,4725,3481,682,6876,1527,627
1466,15199,1061,4055,4634,806,7721,1767,781
1337,11864,992,4667,4563,672,7342,1335,795
1287,14685,1031,3609,5214,785,7245,1376,675
1232,15048,967,3940,4347,792,6286,1545,612
1533,13436,974,4168,5606,1014,8587,1475,473
1029,14095,1004,4713,4668,816,8934,1757,726
1404,13501,910,5352,4314,974,6539,1815,909
1478,14907,1057,5088,4525,943,8184,1648,758
1565,14441,1086,4756,4764,712,7877,1872,731
1306,13847,918,4338,4854,850,7566,1608,634
1326,12269,1039,5218,4105,726,8270,1635,743
1538,15816,1082,4764,4243,955,6198,1474,834
1243,13842,1058,3878,5073,1082,6031,1495,737
1563,14863,929,4909,4826,762,8686,1511,593
1316,12572,910,4545,4386,1136,7430,1415,767
1364,13772,1035,3943,4390,747,7886,1622,696
1353,16074,889,3836,4615,891,6614,1479,643
1347,13704,1107,3925,4762,861,6486,1543,547
1247,13570,1011,4266,4461,1021,7399,1608,621
1158,14628,1071,3930,4590,769,7934,1451,520
1288,13907,958,4468,4424,822,6585,1638,537
1458,15115,1023,5324,5138,946,6854,1594,657
1140,12350,981,4732,5052,942,7478,1341,537
1081,13668,922,4854,4267,880,7329,1641,739
1264,14847,971,4127,4445,1026,5304,1772,656
1259,13793,1001,4521,4946,935,6782,1648,612
1028,15568,1001,5037,5017,979,8339,1697,636
1405,13226,1039,5189,4201,758,7913,1687,851
1003,17392,934,4248,4849,1025,8591,1478,518
1050,13216,1095,4714,3849,863,8182,1921,734
1223,14167,967,4700,4600,1180,7122,1863,657
1331,13988,948,5253,5041,982,7000,1394,707
876,16039,1057,3816,5022,794,8375,1679,635
1450,11550,1065,5213,4192,1067,8226,1294,618
1234,14731,1013,3946,4078,1003,8519,1686,696
1449,14034,1002,4342,4309,947,7132,1467,665
1479,16222,1016,4953,4164,717,7647,1679,541
1377,12431,974,3854,4422,789,5824,1555,587
1278,14317,1057,4037,4172,759,6350,1502,922
1334,12333,998,4837,4758,956,6464,1296,636
1115,14763,1020,4416,4721,896,7214,1810,488
1304,15130,1018,4812,4590,1130,6582,1730,840
1122,13865,1003,5579,4075,683,7630,1659,719
1120,16010,1011,4352,4421,860,6044,1907,710
1062,15292,1016,4100,4750,1057,7118,1715,751
1235,16272,966,4016,4159,840,7334,1187,578
1146,12438,1027,3732,4408,816,8048,1600,619
1134,18419,988,5071,4147,897,8807,1454,744
1193,14669,1000,4740,4207,929,8431,1559,923
1218,17439,979,4774,5157,731,7163,1554,601
1498,13383,1058,4709,4323,667,6333,1308,767
1205,16782,1046,3945,4674,1082,8628,1371,634
1232,15250,1040,4002,4228,819,6930,1459,762
1547,13593,1033,4153,4456,860,8198,1583,778
1439,14964,1031,4690,3689,981,6704,1765,745
1367,15284,934,4953,4397,879,6469,1810,817
1523,14422,1037,3966,4884,897,8694,1418,646
1213,15472,1029,4777,4174,863,7606,1673,692
1386,12899,907,4665,4614,924,7089,1526,855
1105,15691,1037,4097,4225,1094,8196,1629,924
1238,15874,1126,4292,4818,635,7517,1450,614
950,13624,1085,4230,4719,1080,7897,1518,621
1493,16488,1002,4739,4351,862,7162,1654,885
1269,13389,936,4016,5222,917,7734,1484,610
1294,15588,1084,5074,4963,951,7845,1804,537
1499,16230,1022,4744,4804,704,7573,1634,628
1286,14287,1040,4302,4394,1120,5672,1652,604
1689,15541,1111,4389,3419,907,6956,1576,765
