"China (export)","OCP","PhosAgro/EuroChem"
0.108187730568981,0.0968125636059761,0.131155604607272
0.0794492339263024,0.0812973747419232,0.0879606713796454
0.090701947341145,0.148636486258901,0.0956262275726533
0.0799678507993222,0.0160886625380088,0.116472263728878
0.102366349297036,0.0990899365089478,0.0809925707287451
0.130344525676518,0.125280068620432,0.0620798960874463
0.161746961136647,0.132650366953378,0.0831716481534457
0.139359672207333,0.0961825433499851,0.0645633293885981
0.13659845983552,0.135757519633577,0.0984768611785405
0.120572903798395,0.0549675904057453,0.115134189480117
0.109293974201699,0.0746448833557129,0.0774284510296241
0.160696477483435,0.171429259738261,0.0680273401468218
0.198960083239802,0.110401355527686,0.113286801415357
0.233458456742199,0.127879061332922,0.140330905295422
0.135940485769283,0.051706939145168,0.0801956080439662
0.180611938594371,0.218836804057662,0.134342175363564
0.162323116173861,0.141873654433974,0.0151523444930004
0.142724081127163,0.0944457878587726,0.11007061763941
0.128916458045901,0.135154143516362,0.106333842487766
0.185710608408147,0.10103521258554,0.0585378759768921
0.124995780321264,0.103657502674064,0.0782581376914414
0.231281833875297,0.138953473551317,0.0777230338938409
0.0986839060463853,0.082848992681894,0.0706788857284625
0.229444049682572,0.169218673638411,0.185078838366914
0.198266705998033,0.189440897593597,0.134757708433476
0.143802540922924,0.176072053511657,0.0853482190520094
0.096446996862543,0.0897086966494076,0.0553317686800525
0.120017867976033,0.0858448170546975,0.10743938530552
0.187007906058709,0.0902135303361825,0.103126967497125
0.189284231725924,0.15549259893036,0.0891413868947531
0.115984919302737,0.150731129209164,0.102103883748064
0.15282333572185,0.0768765454436121,0.0923647524080234
0.0954011460248012,0.109641390325233,0.151166062344588
0.150984976300281,0.0928557410421932,0.125203619719895
0.128813713149551,0.0919442152916453,0.0873843711884937
0.206551797701678,0.0665856252521505,0.112399380309504
0.125316126724743,0.0629916596742,0.0745083750454556
0.124726002710638,0.0914619210358453,0.119707866827234
0.131873187011299,0.0750484953006514,0.0510204869084212
0.248349878829013,0.119209999568141,0.168026024087898
0.0964358807980251,0.0817079131406378,0.0577233652209544
0.150241178999396,0.0581617053057282,0.0370873142431
0.194636757687308,0.204908032089137,0.117543277769738
0.164767246806366,0.105658374179994,0.0150385952388145
0.113596715071693,0.0697776174779514,0.0572151292343241
0.105535707285848,0.137423085566621,0.0868543819593366
0.225336200523391,0.088869312623292,0.154438360217996
0.119975738512153,0.145515184087702,0.0992841773242138
0.166854976569283,0.0698642936565419,0.0733958504602049
0.26891702320015,0.142799114231185,0.155866172541558
0.155322490118425,0.177452536393874,0.122366180281268
0.183241167940746,0.0628122539814115,0.133457150644796
0.193936119865422,0.10971130321199,0.0771863170438674
0.209146200129761,0.153076372476829,0.138512531169816
0.127868634450806,0.134432818422423,0.0854657660983412
0.113769600268699,0.0824048563075348,0.101362866529748
0.105899971911651,0.117732249728013,0.0984542374802756
0.148049532483777,0.0659155996043242,0.107656174716673
0.209851742172067,0.102752353875188,0.173092408543528
0.104501227018996,0.106686693401907,0.0968507230300288
0.140637574267621,0.0476998242687839,0.0519819845235175
0.105161565399605,0.0616191629419456,0.167588764559657
0.148284672766047,0.152021693506709,0.15935061240987
0.260177557860914,0.215839276002688,0.175661692709854
0.132124196702063,0.10717450558461,0.160497691291019
0.140711556487176,0.0798734807883542,0.105574044513584
0.155274552214999,0.140159783082332,0.180991684369411
0.0911775701635506,0.0960701334897212,0.0581017490089159
0.149336998496098,0.0951762158913842,0.0679425205680055
0.152258089069822,0.0761219971874143,0.125160024762205
0.215945556754771,0.0713302584201908,0.123576780864369
0.134112465715046,0.0652239722226582,0.0881703102369598
0.280195727226907,0.2226591749263,0.139642732816117
0.15293694849395,0.099863216023251,0.0526788670946979
0.116721348649201,0.074506920605328,0.0965434894206322
0.180903876863775,0.0783815405003491,0.137708778909087
0.207328774218816,0.103166146588657,0.0752262839134096
0.102078313510084,0.134826117889753,0.107447480255117
0.200208198332936,0.0674937034752608,0.102736185260119
0.0984615079793468,0.105774635043362,0.0766022885087336
0.148160701189218,0.129392493867295,0.11214724185819
0.10744599615417,0.0648747299903204,0.134869643292469
0.131932427288925,0.0767454234097948,0.0799337872026221
0.203259068865522,0.106974460296533,0.118668150639825
0.12355597402523,0.103478422717826,0.148915343120711
0.156244734535561,0.119642781876522,0.0868879879824925
0.263616141655341,0.175039380975736,0.126773796100145
0.162860059292354,0.190618636105694,0.0473071784185022
0.210605596279914,0.0930848679298795,0.0766358080327887
0.0886662891159366,0.0946313026938768,0.0815048827584799
0.114113538304324,0.0918767001208207,0.0567071900224502
0.130475542928698,0.116908662774434,0.155971269862713
0.179324486477685,0.0742444621027243,0.0676252860901761
0.235921576844334,0.174865757597258,0.114612735195123
0.140220566616167,0.0595604103315781,0.0745671628122131
0.144938095002439,0.0801575749191338,0.0609237929254655
0.14902684348547,0.107034607540185,0.107231279973821
0.111295386174102,0.0865937509274326,0.0756832568587882
0.141072980681011,0.0827411689312572,0.0833377914295185
0.113769322055156,0.145736922727951,0.0801043381210233
0.185861961730329,0.132955381219388,0.175344859402812
0.127583920190275,0.0877515503206518,0.0841964109804501
0.129109522138132,0.105288697355828,0.0612818116137129
0.0878129745243098,0.0713195493506995,0.114113345646304
0.181912967930984,0.105021491532172,0.116797234214162
0.162144367846684,0.194355349499411,0.028397400845999
0.222589008355402,0.150642837318989,0.137378912183579
0.18459127791816,0.0964664456143731,0.125961235865197
0.114789621344414,0.0682674492800644,0.0662415669748155
0.166377708593349,0.0815505190240661,0.03741454708374
0.129094130861034,0.0665727241541685,0.0522876282506332
0.175642182791082,0.0674735890096807,0.107262129711824
0.0877390137485058,0.0995683407707009,0.083831289324384
0.139855021457165,0.0867042852376358,0.122060169313145
0.124038425236718,0.143583264282703,0.130023874559744
0.205411823210847,0.169684792543648,0.0661935807500358
0.0462387004046131,0.0884328435961846,0.0957079548454197
0.123879306168331,0.166883631008425,0.12358142972599
0.19861140383473,0.129512621118045,0.0978112545935652
0.116716900549705,0.0804020445151087,0.0493506304299468
0.159642086245406,0.164440892151998,0.0831653999660069
0.132703533531206,0.106812060712298,0.0835328850340966
0.162124523011831,0.172313857733468,0.0959983270494391
0.155058786720257,0.185904343175962,0.116399505483454
0.210607153112069,0.223125519375313,0.193930273025036
0.183257797959489,0.167337718512743,0.0983013530338929
0.0909980975742559,0.083662764265829,0.0854883737710374
0.183074123726248,0.108044259663508,0.14044355271945
0.134383137023224,0.112397636579105,0.125553830672593
0.186895958048701,0.115830692535103,0.18573977261145
0.222113228484481,0.0710923614314368,0.0765108404374348
0.192079972014225,0.100663189979877,0.148223323066691
0.108311717013204,0.0939244632672833,0.0646748778947365
0.114931314677398,0.0966138107973846,0.114396934770877
0.205886295157657,0.187293053373245,0.140884576389857
0.191832160549358,0.0973536112421888,0.127705577320669
0.12554219518425,0.102482783210168,0.0664082475341454
0.0348267781415955,0.0947314942459888,0.0867835939085481
0.151470662832588,0.0702497853074242,0.00486933022244111
0.191097586544779,0.121545544388497,0.171478017895165
0.0826717517193474,0.0704913864571449,0.0600705220453788
0.15515757559344,0.0753362778965473,0.0728209126115675
0.178032893733572,0.104961157818454,0.151097335677295
0.0759615707796454,0.0873398047191757,0.104027201952509
0.124364213346461,0.0749904388119516,0.0774623256659547
0.182268505000105,0.149022432379383,0.0914041025290264
0.155523689677614,0.113266728115684,0.14061805323542
0.134913842748473,0.110902569956004,0.13982881887471
0.116408319981444,0.133647426974227,0.0822757753133499
0.127498027723296,0.103100941752257,0.0823613268701242
0.188531929991441,0.10571189249449,0.105574031085145
0.113334426605911,0.0791496055133057,0.130025876772318
0.100984534649937,0.136901827203821,0.0640839983259926
0.167091819293332,0.155718689187563,0.128603751179971
0.173587638777978,0.107911537487046,0.124085396232915
0.0231842483436508,0.102882916110005,0.0645896987155684
0.284089568484376,0.179317659243292,0.188510673772221
0.161018224732224,0.0614568947573265,0.00677604153528767
0.174976629807433,0.162390628383052,0.0330939568473868
0.102419514340138,0.140830858662314,0.120596400448634
0.193504336097716,0.0828559810996208,0.162716633981384
0.115574625224092,0.081721289706313,0.0322355284587233
0.0599178249814863,0.181873383212236,0.0578593877475085
0.133689394904815,0.0497047992445905,0.120156429616386
0.177256563257054,0.112666511698502,0.0883877273881639
0.142396890613364,0.155283673383519,0.142483326840113
0.140894443992645,0.166542030992081,0.0726024114037765
0.163934068835514,0.0876789064746118,0.094320731846077
0.187610766218093,0.110302234145567,0.11543527694758
0.218888900397369,0.154331060725489,0.0918083780983346
0.181648428287242,0.10102799281723,0.118523896593011
0.181848133952877,0.110687586547692,0.0980865258441766
0.128952476800287,0.110232135321079,0.014563186916912
0.12976938661775,0.0730012278340976,0.136900992779551
0.140727163203404,0.0759084935288886,0.0635130644623133
0.14941522036972,0.0982450891708112,0.198143919741803
0.206584585553115,0.142671827149826,0.160487124391895
0.147158632548968,0.0908661285684818,0.12070200894314
0.225105599680053,0.116080456880929,0.137752688040837
0.106758704268861,0.0807551482590267,0.0688405541889019
0.212315785406924,0.105415797997191,0.116363675943385
0.145932888901266,0.0283009646436133,0.150573813082982
0.157995556668509,0.0847378371128714,0.0758288721985665
0.156793783301402,0.0728757313904171,0.117142741011203
0.144983188421402,0.130608201262307,0.130322198920835
0.195829183952664,0.0625018084198554,0.139683727766689
0.168591270447933,0.0951528799096505,0.0638299828072566
0.153846686817697,0.118262500012554,0.163978076583985
0.17174196068682,0.124092829075451,0.103958547392752
0.141661836979718,0.0980522950288284,0.0483398967866051
0.151359504432257,0.089886272306445,0.10916687984352
0.161011936508211,0.0849609742941013,0.115689808306175
0.232841661448058,0.0702638609088373,0.145294944725208
0.127024329018621,0.111375520205659,0.0815223119597485
0.164428794973233,0.0700568361924713,0.111186198207296
0.119829332582758,0.129805172018,0.0588311552860102
0.0740042094715195,0.0430411736368709,0.0885942271590029
0.126435116616483,0.0431929173868832,0.0699601302045486
0.143034148009267,0.083180331319383,0.125767337581501
0.125632216733609,0.101684414080401,0.133805876225912
0.145159265897085,0.11639736313858,0.0264611943825035
0.0680692931966537,0.0588877855249511,0.0458221196722791
0.115387955081722,0.127620774962772,0.128019760133774
0.164345316762137,0.0871769912314402,0.131742848975877
0.113019913523038,0.0631011688666738,0.112601272111007
0.170985189483997,0.139584416959019,0.0694999288335804
0.13712510715969,0.100371113563558,0.0838198787752669
0.1671200778595,0.0519578306178569,0.144115367486725
0.0380068766772198,0.133664471090299,0.103074335052069
0.147045114825759,0.0809723051896887,0.122052041571911
0.200553217771022,0.111923066143076,0.172824617443453
0.132218289191287,0.113656403937955,0.0850363005060701
0.222151180774217,0.167279981771335,0.249023256720209
0.232746818476276,0.0784260535698815,0.111920425394635
0.204371854103878,0.0966581981930473,0.0951764572223772
0.102252990287058,0.0751355301282413,0.0093551731459539
0.152780734447812,0.17236661309207,0.113115453997942
0.14444233928224,0.0914363033262919,0.0346038800290867
0.219105441642773,0.17699692234258,0.0684359492705692
0.183501122831639,0.0996692691622981,0.0773681487021162
0.136781322292908,0.0512692318195799,0.101338318900516
0.146043333101342,0.0791082772924699,0.0758467355373775
0.154524302535546,0.0962519784489802,0.124790463026159
0.182471775919833,0.121210470102962,0.166916394663965
0.169810485478385,0.115411054624378,0.0703030044747916
0.105777267797832,0.0723136912498557,0.0633589046279133
0.16099962595083,0.0842745000784357,0.11172129634168
0.127499714705626,0.0858339547311532,0.0893535933770577
0.0880644673111021,0.124193583591899,0.0875804584085241
0.141855330826681,0.0821675259810423,0.0853967558184135
0.124263296421553,0.101927783997008,0.0981457722316965
0.131983301954584,0.0883170476827511,0.0742705278793551
0.133079084382723,0.110001394496203,0.107236955859195
0.156717023161375,0.119236648611219,0.136071246450147
0.150062272778643,0.0566585941996082,0.0913552553166153
0.16391937498151,0.0889117636715241,0.134400374875866
0.131180969440019,0.0782206038581142,0.0892176894402659
0.19463158405838,0.157665704937807,0.131576886514203
0.0977779432150639,0.0782763991369299,0.0421539955835832
0.127782056298201,0.0747965220249261,0.0975976078279619
0.141643189793878,0.11492584480374,0.181014075371512
0.13265158464927,0.103663346763931,0.119933660527346
0.0837213875873205,0.107247909429571,0.0894487327111596
0.103756346298772,0.120964890930114,0.0962894695973323
0.192016938029652,0.117604429080054,0.0900109434778028
0.109691817977338,0.104987348945214,0.0994168349893653
0.0852634155932193,0.0976888963912867,0.0419421753039933
0.133513903883479,0.118943764958223,0.0589310318130688
0.112487187686798,0.0841656739109264,0.0567562031281159
0.193105938019463,0.063295463454877,0.109058643928997
