"China (export)","Mosaic","OCP","PhosAgro/EuroChem"
0.0782387822310628,0,0.0872441027923181,0.0835217504455116
0.0400528384156713,0.00650717286972038,0.0610423924201251,0.0709209426972234
0.116981137855804,0,0.101659302686536,0.0617401871009373
0.0257239636917107,0,0.0270851370296219,0.0263831767796583
0.110220318722528,0,0.0979206862923289,0.0539612298494439
0.0740098831555025,0.0348754708791708,0.0896655444538562,0.121272888285224
0.105748590392426,0.0572320423354636,0.0557172738876086,0.0561562765841878
0.166825936111393,0,0.0229569183016387,0.0858209613425378
0.0856896098457052,0.0424539107479646,0.0703557795944043,0.0500643596188912
0.0808319174493215,0.00819193532231339,0.0259133704246171,0.0545328727665614
0.0909363956487125,0.026251120117637,0.0157836644953943,0.0677891150637266
0.131224690771591,0.0135941181035976,0.0892141116121084,0.032804872810283
0.144563650663603,0.0702383648558999,0.0772985496634794,0.0566748399834255
0.151354456734988,0.0837221985278912,0.155138841966238,0.129953888683385
0.0696493389302574,0,0.0103799475522342,0.0522447635998687
0.115569987739207,0,0.0905341730066524,0.0574781241777223
0.105828831182413,0.102839692150214,0.0657218783835643,0.0601673704761652
0.102826159746837,0.0195488924071576,0.0729795722205603,0.0609488219726791
0.11849699078257,0.0634037741451558,0.049018242309483,0.056565899575268
0.0617048752751598,0.0104936048418123,0.0558284068878932,0.0156669999796847
0.109179504297704,0,0.0449608999954581,0.108722507631469
0.126199933189982,0.00913704997190944,0.0536075731766014,0.0368474619365549
0.0727813357170262,0.0439642933330877,0.0494806834611167,0
0.164699900430549,0.121499687504518,0.157798733561759,0.147609116956182
0.12153589974616,0.0214904894697883,0.120470957486701,0.10670071208367
0.136561051882113,0.0870382237498354,0.153217533534635,0.116833791173057
0.0665998721155989,0,0.0397608825173571,0.0189961024111234
0.138034888627752,0.0269408989677928,0.110258930540277,0.0953918235223416
0.153500460486694,0.0250695668367622,0.0991425694608161,0.113502587166543
0.180784502024299,0.00235590979258919,0.0882797392836883,0.0494061490240439
0.0472292773242739,0.0279268006811571,0.0989227326662486,0.0198386155747731
0.0875724523197819,0.00869126116100681,0.0277462832812844,0.0783229224466586
0,0.00478304009900779,0.0994648264078896,0.107283270790178
0.103035165060825,0.036676294544884,0.106354167832875,0.13397175851727
0.0825175144556944,0.0276478348458211,0.0633636159595459,0.0742354225364895
0.133067619738705,0,0.120153519053336,0.0397626149175385
0.0755504496605991,0.0212012270067182,0.0484262558815116,0.0273198708881652
0.0994064841802939,0.0356671837967008,0.115086110119787,0.0312514507469478
0.100893721572469,0.0506306423230204,0.0861930502651659,0.0710962902714228
0.169556160794172,0.0861833010752361,0.0947654228563509,0.108429038904936
0.00760653902577267,0.0580868036164566,0.0340139129765599,0.023653219785926
0.206768715123898,0.0202898543960391,0.0257070768199562,0.00740486529536543
0.104093865049445,0.0357406076971745,0.0863565643738597,0.0524639108681794
0.0912695013812132,0,0,0.0189226670809706
0.04603169304244,0.0660268640137895,0.0135325256476559,0.0012805116630895
0.077540934774507,0.0188648969751233,0.0607020666378308,0.0637128250552065
0.177479886720379,0.0172958742015705,0.0734520544870049,0.053883570542432
0.0307141911974408,0,0.0673932855338588,0.08372873113865
0.117535854050862,0.0114406372174122,0.0421052292562821,0.0315817126474862
0.156124114196463,0.0372981375714673,0.0959610297105234,0.0862928259684066
0.132054244451809,0.119245725722664,0.131041187903124,0.0775551414688229
0.0749077529841495,0,0.0558269692554864,0
0.146279354017692,0.0456065807833597,0.0824177964029597,0.017652905552517
0.145615479354834,0.0257427335168173,0.173916423190379,0.0221146150978487
0.140903853892378,0.0311485852382968,0.0904560807314029,0.153311159815423
0.0681632682282295,0.0706894802052112,0.123766683882654,0.111358099676724
0.104869931687621,0.0258628486033372,0.0885448246147966,0.0249404567975245
0.116625143872889,0.0372983600939922,0.06264417592379,0.0876847310930526
0.146019089565656,0,0.0404815899399953,0.0978318863992426
0.0718982122957168,0.0615592589865732,0.0494013921136211,0.0674787144091834
0.115497423273167,0.0109612300735774,0.0360419051054902,0.0223134327207717
0.146714924502948,0,0.0470680549947693,0.111946788641365
0.0863724519370663,0.00620435953422761,0.102696093862645,0.109460004231143
0.111140166729888,0.0280490726913921,0.0891499232080659,0.0990167893495772
0.104713848036588,0.00937246677204432,0.0894722507054087,0.0535247736974069
0.04882643075651,0.0232828665132083,0.0557360060407106,0.044636959374536
0.135845432392021,0.0345254596843179,0.124345285282734,0.121809325037678
0.147573422981935,0.000844956033590262,0.0506965359626293,0.050493639922703
0.0837732689619455,0.0353846439799053,0.0287984543190405,0.0501646648805563
0.112038766974504,0.0699924131049464,0.0734679150234832,0.0644872752783135
0.110565273394443,0.030938087841009,0.0311957360379587,0.059066462306263
0.0507606406620701,0,0.0417129282333286,0.0592625146619344
0.173404058293924,0.091931563077454,0.196187182919368,0.144753604914627
0.0825685308575556,0.0496044106737871,0.071215356326694,0.0365402521820659
0.0766971319108565,0.0310375398341238,0.0236717405315741,0.026933498082934
0.0816443174668726,0.0194906772164399,0.0848215808339597,0.0737138951529477
0.0531083799623736,0.00485661575480002,0.0185819522436953,0.0203083813914181
0.0151179071433388,0.0193882358369196,0.0226647190654526,0.0535353827784139
0.0912854551741471,0.0224642810620277,0.0355158452367415,0.0724317763355839
0.0699346373014561,0.0202883915370941,0,0.0490214911453478
0.0654393506241671,0.0556130761784447,0.0575567686919589,0.0525967655017924
0.0543330188039034,0.0317740328748936,0.0214679880651864,0.119488935320947
0.0774077773041981,0,0.0201853724221349,0.0431984810444394
0.147461731089811,0.00107395352588464,0.0728183325107824,0.0805615906881392
0.128242514986339,0.0564722237620761,0.131105883123081,0.121878369252035
0.0849572322589049,0,0.0790089415831508,0.0396892496670521
0.141747325724558,0.105924629098007,0.146622003809324,0.0787082019323292
0.0799568102404279,0,0.0989196719575885,0.0770269174691236
0.117808877468255,0.0446534087738813,0.0616611155025007,0.0262063875049148
0.00599141612928458,0.0626244321747965,0.0938866686065599,0.0242571257343128
0.0335510174128422,0.065869126852604,0.0691265133108361,0.0530310575063762
0.117454395669435,0.0844774462324082,0.0526132433862491,0.128191449793898
0.140108007654983,0.0177033891837053,0.0535602092238563,0.118070016896032
0.13718087158193,0,0.0601003088479005,0.0876483374178189
0.054088810982322,0.0181434010796729,0.0563354117283829,0.0475376170932981
0.0961955940419813,0,0.0255286306212344,0.0600777461690148
0.0797787670581585,0.0115110556706126,0.0182439275952528,0.0970661648141436
0.0714560253590729,0,0.0694721878895062,0.0270399541619983
0.0210589760773756,0.0229797589934069,0,0.0524471199899865
0.0575044051475351,0.0586166703651236,0.059317203761163,0.0568972233172533
0.238930462319987,0.0655475126642479,0.0907156379204405,0.0446580633314384
0.108488729386958,0.00503865233132994,0.0495513553899789,0.0500989036037456
0.159124448024284,0.00542842696930292,0.0525330901406009,0.075713881571913
0.0684608012041177,0.0352891575555774,0.0404617068832567,0
0.152816675177421,0.10600674010786,0.121875239182821,0.133808768034891
0.106740446046352,0.00217938372432985,0.0965114877844555,0.0234710543193717
0.111564989516893,0.114652004372202,0.0962407081960526,0.0767939890815994
0.107184656310204,0.0573407926471577,0.111697554723208,0.0322840110072055
0.0949194748961295,0.0381689020300223,0.051946300194951,0.0458621912601868
0.152705168753267,0.0453307211603986,0.0471987534436149,0.0244971602898515
0.0978870524394181,0.0315028663738806,0.0538870415532186,0.0591474932599259
0.150393994172094,0.0274594976395924,0.0233245093044369,0.0940844274090127
0.0275862793997798,0.0273958623875792,0.0404912792484898,0.0480359155944977
0.0859708714920841,0.0220247147704592,0.0848520676731349,0.0538654707882799
0.0916707208707879,0.00866906640291501,0.101341037332507,0.133504715811981
0.156146796478327,0.0754766893358042,0.0571274130995402,0.127873437516145
0.0526440562144072,0.0081797322450002,0.0875347014895415,0.0571592956131355
0.109082398980311,0,0.0766429250143234,0.107345201885914
0.156915076635221,0,0.0673290731203953,0.102863036908615
0.158722960684299,0.0272387607036374,0.0875758878249049,0.0751483002633035
0.0840629185414432,0.056389752369947,0.0917109850778891,0.022014997989315
0,0.0264214527022183,0.0576836891339817,0.0739422560978724
0.128761706241083,0.041392440755888,0.0709835193552576,0.107141400776184
0.0797444450682177,0.0567886330154309,0.109554618060923,0.076009884133825
0.156455874368484,0,0.113088934529475,0.156523027177654
0.132910459704096,0.0307070498705229,0.0432527440303429,0.0733050331976161
0.0511425251289038,0.00626187246425456,0.013082368021231,0.0328852812282078
0.104993051493114,0.0511405920353384,0.0597008265385929,0.0862663419550927
0.110663430756823,0.0774200219670134,0.0675848009763279,0.0959195376426645
0.123277318618307,0.02713817459138,0,0.127756214794456
0.119722904086075,0,0.0714954883127126,0.087098514934189
0.110253009574626,0.0846614095769686,0.0728308397093057,0.0711884957123603
0.0520724865553313,0,0.0412855909826601,0.0619726904248093
0.114506353102366,0.0472950381582829,0.0653436653420658,0.0788576294434255
0.113606612010248,0.025359783389791,0.0391728012579509,0.0762578540562825
0.11483795741898,0,0,0.0849609444708966
0.0780169766313086,0,0.0226946420285035,0.0597155641918212
0.0636333415561637,0.0323320388908222,0.03043158703753,0
0.0934720798138904,0.0147075448644822,0.0685117607734741,0.0608453909809922
0.149809937716022,0.0754706161231637,0.119712015060397,0.0791510099489748
0.0542718507330576,0.00430879537214535,0.0502485365288337,0.0917465980720785
0.0941819527151636,0,0.047561078181768,0.0636195310292984
0.176570572574772,0.00438888668602629,0.0081024055118954,0.0758003704916071
0,0.00668398438079431,0.0239141049812324,0.0455257516208013
0.0877497172293391,0.0480964001251659,0.0954165870881363,0.0239894918003934
0.138240709475863,0.0750873712926136,0.0943124070493975,0.0469766737354565
0.0980847006273999,0,0.0670592128031207,0.0920921284095313
0.0421056473847628,0,0.0293080240083309,0.0419531647858242
0.0505073221107972,0,0.0937712478103364,0.0429571246558754
0.0971489805234966,0.0318622749469445,0.048187886590147,0.0483809663548752
0.127447034724287,0.0491423324102631,0.0302691216145772,0.0885320713957888
0,0.0340106010733016,0.0494555385540043,0.0228817099179257
0.0625114833610188,0.0291381405121151,0.11136998774162,0.109008731983098
0.0824837000158678,0.0174886307735589,0.11130078009649,0.0165809775879994
0.12820145580212,0.0343360857230935,0.0284465382784027,0.0732874561605975
0.0577287021889645,0.0401077028572412,0.10194424326325,0.0438790830660519
0.220103824734495,0.108228604970794,0.121045961430227,0.0910139331160191
0.0908226453294323,0,0.0326872748447734,0.0674960975073297
0.124249505184431,0,0.0386105103916575,0.100353561356043
0.116362251820553,0.0130488328470944,0.0936837727601774,0.0905543808774938
0.116518900125811,0.0308464122631054,0.0492900739763889,0.107048322169814
0.0936005724119947,0.0244759910615197,0.0632681022421599,0.0142555253813151
0.0520073479734074,0,0,0.0489286750923846
0.0656935282682082,0.0243160138745383,0.0442304762115956,0.0815628006155643
0.16042399410932,0.058125186776036,0.0359047286301741,0.0808478565913363
0.136633309145935,0.0463497935036509,0.165179702958994,0.115467590010746
0.107437965409784,0.0701852980211627,0.0537166362148899,0.0422304406151578
0.110769591068093,0.0623930821907285,0.036585521687624,0.0123567415997552
0.142221110129298,0.00840191789130734,0.0570106630820427,0.10423666977358
0.151320238408463,0,0.09676180531828,0.0581030638037584
0.068955486443056,0.0803165966090935,0.0847249056479689,0.0592184166460039
0.133625731746389,0.0536287518968031,0.0809299370260906,0.111970638086772
0.0871372295174025,0.0632736298340049,0.102445091207795,0.0495831143683065
0.0801123932789076,0.0165608929012919,0.0281007371851645,0.0945989709207089
0.0696710193999003,0.0499583255603548,0.0424763467473437,0.0455772238669848
0.145346512609899,0.0532718678186095,0.0443439817078337,0.162143310069398
0.116007553413604,0.0711298220524322,0.127280574899464,0.12315505841941
0.137881946456232,0.0884394868360346,0.0368801223188193,0.0725390432753993
0.0973887611412132,0.0012906309164132,0.0674204126282356,0.112865119937167
0.0821359853198035,0,0.0521250651815607,0.025425696533402
0.19039117053218,0.0242313922452786,0.0398215270612527,0.0904084480856344
0.110880499828072,0.0320295734153657,0.0435347478985393,0.105912927634365
0.155583766102104,0.0287532600268344,0.0624568782435054,0.0792571671835943
0.12361029322181,0.0616362243682064,0.0731448481030124,0.0526269011402725
0.0711357313269035,0.0980475234529831,0.0549728156706944,0.0964280154611505
0.0646859910801041,0,0.0152935950888431,0.0781049540240519
0.0162406734949697,0.0194010009011847,0.0574222571968601,0.0630169560628188
0.111631546648031,0.0106830645743439,0.0603745734148768,0.0597759982000322
0.195581397063575,0.106966484317218,0.112749830252141,0.0666257033067037
0.0853819929470178,0,0.0314954661258226,0.0649232554426485
0.089628454756177,0,0.0253328153541523,0.00620176850061262
0.0664031482008032,0.0456330772956619,0.0477075570548765,0.0631434638473205
0.119165288366311,0.0177711022431257,0.0949673530749557,0.100662884905216
0.0985559692945194,0,0.0711612147162486,0.0305888070055175
0.0317157823303182,0,0.042451347293611,0
0.108263796016245,0,0.0541479788432687,0.0276658452068253
0.0862671468075423,0,0.0660333660867509,0.0796543722057223
0.0724382761317698,0.00636330961787036,0.0440721385174919,0.00306827163970209
0.111204990675133,0.0981741534308824,0.0254545227756115,0.0737934369179088
0.101802156865133,0.0281914356903174,0.0471083722940744,0.0126376618589877
0.142943025858282,0.0265519696684014,0.0865376157868214,0.051325285109413
0.0813544096097926,0,0.0177967638234773,0.0491429566703803
0.0708307765252817,0.0597661075814006,0.0890369577945377,0.0909328048349877
0.149832669479473,0.0960109295768694,0.073424487200095,0.11960851840076
