"China (export)","Maaden","OCP","PhosAgro/EuroChem"
0.142974085922524,0.175205946907849,0.130778615358994,0.154985167922539
0.141691615325881,0.151407070253147,0.11607384543506,0.149068000897698
0.115900697409453,0.128725658062217,0.145388292513161,0.124226469746459
0.127204714375041,0.167888612800009,0.125419139027132,0.157392536840526
0.121871588447384,0.22470481733029,0.156182151803135,0.115669569071362
0.17029712921819,0.148592625720638,0.155728394675013,0.111804067449447
0.170296423216648,0.127117734672337,0.103971243969215,0.10502478672149
0.154014134927432,0.132446281668234,0.116527720440076,0.135179198753368
0.148555950577219,0.201336015263667,0.187532993198023,0.123854865098409
0.168929917536685,0.178418862212657,0.148240046815746,0.16473995259486
0.0861464183481399,0.121239080366633,0.123478350348368,0.118473040801125
0.182989896870355,0.154042866717056,0.148592071802944,0.168098637619527
0.213274887299468,0.192892965060112,0.139352130892497,0.153066547308986
0.30718973232409,0.173844081451697,0.178243614911561,0.192953398341166
0.13882326651661,0.187720139300252,0.158389251523769,0.155295400203339
0.200168163439509,0.16420082204423,0.187252995278469,0.184279450383626
0.14735996632724,0.146558999050412,0.120626376777088,0.138640697297262
0.200459214564309,0.186752009316826,0.122293531042751,0.155675358137083
0.11934504917472,0.15463022537268,0.121952752715556,0.142824125314393
0.218596950427745,0.0841622824383046,0.129687094507468,0.0770937347349977
0.146354001530537,0.11500525727546,0.140530417004249,0.091292535348268
0.220677175142292,0.204649103212956,0.183011562843533,0.125218671408529
0.125162765325215,0.111264428845337,0.162228441014771,0.116781068169008
0.300862611166029,0.243668406193269,0.25688782934992,0.253355478188641
0.211198862500939,0.199298164736322,0.203679354096328,0.161796575111875
0.173375287606174,0.241649244640376,0.205510343571555,0.213011818351159
0.162483100896508,0.176576856475926,0.0943126308531197,0.126928254120361
0.175989958970302,0.161356046151958,0.0964086640456676,0.0784382772954753
0.231662792713225,0.134633449478045,0.187611891155583,0.196234553870414
0.25093905838046,0.206481489160756,0.165877006333079,0.115996986251144
0.158998032538852,0.203305772817905,0.194896939268323,0.135223989830774
0.152449066379902,0.185395301982346,0.136890345708704,0.151928991324962
0.13431678873803,0.13155453839899,0.151071095561866,0.162270069148962
0.214030263366837,0.230931267721755,0.148684549050348,0.175379633701605
0.168646232938651,0.197070471853566,0.141581083457394,0.100993554575908
0.241134620120818,0.136839931836705,0.118318383503485,0.157986234739146
0.172625001369427,0.11323942118035,0.0792216294635972,0.136489493327248
0.192322487902743,0.130598160610532,0.124641149860839,0.134613410325066
0.139413733606944,0.141991848342578,0.119953302671748,0.127350065212629
0.283443527571889,0.187054232793022,0.159555951640045,0.164636805280135
0.0834993564823761,0.109027223190763,0.179293285991468,0.124998147172018
0.189689183761054,0.143749853888276,0.124476920881192,0.138431741269044
0.190094504096327,0.166706685059484,0.234844463475656,0.131613179934162
0.170096610672884,0.131372908417004,0.1082380354168,0.07518384429074
0.136889501615009,0.0762803355909543,0.127717080224916,0.092515477278966
0.144424160729382,0.0983208290863108,0.125422399896255,0.100555758252402
0.265304526840985,0.23444677749088,0.130675314638416,0.195663615186391
0.105953233576853,0.135771849785128,0.125654067504503,0.109155416538823
0.18323306002236,0.143252766519334,0.118864331992084,0.117311912358435
0.186410756951431,0.302119245925697,0.205796491986284,0.196944646234816
0.188824671958387,0.199880647176994,0.202076806326571,0.183992788343934
0.202910449712386,0.188284664220662,0.117857380997281,0.175729614237294
0.221936160852298,0.202159719690523,0.141861898409889,0.165967841324801
0.184423078023375,0.233528137220106,0.192530261407942,0.151905287084341
0.11125193577736,0.167359908319974,0.174817952915234,0.186962315928313
0.155840478341863,0.0980275413048061,0.105289606787074,0.142981521367121
0.144852684206917,0.223872360748919,0.118917609578383,0.12964060552695
0.145634111452936,0.180121537472003,0.127710592890857,0.156607157465106
0.211999412265975,0.163982600375667,0.223190351022449,0.198915421502103
0.116132055701663,0.203337056090441,0.163023756123605,0.166650820793212
0.141905117141817,0.134845059239973,0.123083877992933,0.148272792363559
0.191754291592178,0.188970338094155,0.10763589859507,0.138692087482659
0.130526560339802,0.188908566938697,0.169356566832004,0.124761455045045
0.237105631419797,0.248129470173117,0.172381364373011,0.239484108396813
0.172739016451457,0.111573604638618,0.0859464586047023,0.200121534301523
