"China (export)","Maaden","Mosaic","OCP","PhosAgro/EuroChem"
0.0595992162262141,0.0625989037202017,0.0546876558883269,0.018988436705875,0.0455539570993037
0,0.0515639520978658,0.00872909863387356,0,0.0183177565483424
0,0.0206215050830794,0.00156135408649529,0,0
0.00664357141962951,0.0692743029886575,0.00936742089041379,0,0.0358992891193625
0.0496097882709628,0.0714526903080438,0.00164340844561859,0.0283179149791814,0.0125474616397161
0.0577652175990379,0.0414473482315857,0,0.0405769497392443,0
0.0491427707570349,0,0,0,0.00429085192453645
0.0576959582616689,0.0359190374344343,0.0262931398602151,0,0.0286630083790924
0.050025606852097,0.107441757905834,0.00358205200623219,0.0738428646969649,0.000262910434879846
0.0406636462230434,0.0993091813480353,0,0.0145243658163489,0.024485039743385
0.0301071212799852,0.0322416617491158,0,0,0
0.0727125015724938,0.0504196687206561,0,0.0349395741183664,0
0.124138972213638,0.0991389530463599,0.0534244130163443,0.0407378566623866,0.0315553099013073
0.170661073124404,0.126729427444229,0.0804244904159615,0.0692420279400096,0.0838477889876717
0.0363976465146547,0.0841206742191936,0.0292015347600122,0,0.0153454750104908
0.103993817928896,0.0572816075743341,0.0565702597178637,0.0678933004372248,0.0419071996188548
0.0434991953088149,0.0514541339480554,0.0172481507603786,0,0
0.0676523147957291,0.0605468139216176,0,0.00640630681417385,0.0181517539636887
0.0632484573566003,0.046392308985767,0.0465057411617001,0.00351745033718771,0.0110317335415469
0.0891651217190548,0.0474438933956999,0.0197163202118267,0.0207732457760309,0
0.0513946471044562,0.0503620352080241,0.0118274218731245,0.00208980220099204,0.00890748174724978
0.110126617201695,0.0892816710484705,0.0639146339680876,0.0651160890099178,0.0244583299829954
0.0339293140701804,0.0252217174267965,0,0,0.00940416952740053
0.168080009819708,0.153748765820709,0.135787006707686,0.119077973151703,0.122523714491101
0.121610241922042,0.108364500285601,0.029904110088572,0.0980277561982224,0.0909008580431032
0.0816675918504215,0.0832504914890976,0.0320235343748125,0.0986012091032939,0.0351836377213312
0.0233438790594382,0.0715575619857216,0.0436676572022754,0.0126177604618815,0
0.0598353329361314,0.0636116108357829,0.00269901068816172,0,0.0180257514120705
0.12547628028051,0.0613777101972339,0.0341604555195221,0.0626580972389528,0.0813152064755835
0.123991399838214,0.079857896450459,0.0284365749436805,0.0865408690821221,0.000199117067364307
0.043204740053255,0.0876222740620141,0,0.0681844033265256,0.0161122912096492
0.0419990360743784,0.0649705101301923,0,0,0.0277123094297295
0.0283310696815908,0.0920637824185548,0.0446001086945025,0.0469630957581245,0.0654065382460128
0.0945463285431937,0.0699274633799378,0.0260219313795514,0.0549151419007301,0.0647379887229096
0.0388833919054638,0.0897354788919824,0,0.0015147778086067,0
0.128705681363281,0.0605488652439721,0.01405638993235,0.0313827544544247,0.0330378026153275
0.0438699291941848,0,0.0144885784025013,0.00202672367754646,0
0.0793927009515062,0.052226303075163,0,0.026577781312981,0.0351241094897979
0.0325384152248509,0.0549375697367736,0.0257358137424345,0,0
0.178459435624854,0.112198980696585,0.0914455204423857,0.0546206110609461,0.0801951931975768
0.0358235449977976,0.0257801600405147,0.0321181781196534,0,0
0.091703019885355,0.0233050861682894,0,0,0.0206070760925033
0.103045955113454,0.0603769971913271,0.0420347412751496,0.0825679116084777,0.040169010801662
0.0614429814215458,0.030931226912599,0.00332154605951902,0.0156079153826445,0
0.0326169226048731,0.0173459836274175,0,0,0
0.0219714486953427,0,0,0,0
0.130199852208788,0.135555098235184,0.0653872247809138,0.042534397211148,0.0891083956406678
0.0132880095214642,0,0.0114863899292086,0,0.0120945723338078
0.0870102395031632,0.0469037703746542,0.00381682103065042,0.00971202465259431,0.00639761141222915
0.120319183830715,0.128998273214404,0.0729239089852055,0.0754647894193631,0.0670324412028788
0.0802830074330172,0.0969651875290879,0.0544272791182639,0.0855508711766102,0.0509389461669461
0.0946169730431944,0.0536624486579802,0.0738485984395205,0.0244481292081603,0.0411857467890203
0.0860430435529502,0.075994631040889,0.0201933644120936,0.0257423435999302,0.0253890707450931
0.118004160663886,0.124090040288023,0.0322403368943472,0.0697448697826082,0.0489224374802296
0.0814492128112044,0.0641518075859354,0.0369638112850692,0.0619359267240047,0.0702560164358029
0.0287461506002029,0.00236197211395456,0,0,0
0.0432811098080083,0.103033066216292,0.0170405036390738,0.0155713656691589,0.0184418671486997
0.0835989110262045,0.0778527625908067,0.0260992716355456,0.00730870589067493,0.0509242748015962
0.119576077807202,0.120807558499161,0.0685224554836347,0.042371110041822,0.0845737391955496
0.0300452982764858,0.0785480620994682,0.0383596946877011,0.0361101479503617,0.0435471868010291
0.0357945596651628,0.0269530338583958,0,0,0
0.04647824197779,0.0649111158060247,0.026672559442652,0,0.0235495663866078
0.0718185535766849,0.0826569807541843,0.000499816336353147,0.0544051974520322,0.0214096440205277
0.12001048528962,0.122821260399704,0.0717227045405027,0.0869555390086816,0.0949389502593938
0.0627251504231812,0.0181738637679765,0,0.0318451356785476,0.0514177721709158
0.0794095241149273,0.0712546449075103,0.0475505426726372,0.0278436578436196,0.00655954238102093
0.092904984508566,0.0940754835809898,0.050802560894846,0.079068669464849,0.112614094541058
0.0277323352765015,0.0123229624371694,0,0,0
0.0719367408597863,0.0180686261018176,0,0.0115649915928986,0.0291963386533133
0.0929744187284378,0.0643115220981767,0.0367068447855639,0.0449453520864751,0.0532425029240937
0.0843563219546591,0.0506315783100318,0,0.000251957312840528,0.0365709336031699
0.0248061778025225,0.0588128320122152,0.00310548454134428,0,0
0.181336755603294,0.156118745912683,0.116121277704197,0.159629331585752,0.133113920154854
0.0747455921291198,0.0607199169618573,0.0173734366510414,0.0144448921760998,0
0.0462349890164957,0.120008284236934,0.0273557415049295,0,0.0169040975620537
0.0297407278944729,0.0428440816256344,0,0,0
0.0458122730912401,0.0542599340429386,0.0173739166029344,0,0.00511088524557611
0.0106120162506228,0.00853515158016692,0,0,0
0.0712761644691845,0,0.0199953252154869,0.00604833984083694,0.0445275879907372
0.0100592824828314,0.0527364127017411,0,0.0166978037272171,0.00842368461891494
0.063668305231194,0.0578547850783942,0.0804383234620741,0.0374439026203367,0.0391997725714675
0.0460501726425606,0.0719479711810368,0.0610428648426216,0,0.0764231872318339
0.0372428774684963,0,0.000270412585185419,0.00735596909860734,0
0.0837907018907331,0.0939703623181803,0,0.0192686830302557,0.0236568519881855
0.0990665759711836,0.103902259847355,0.0584383191112038,0.0354270750157839,0.0692385161110758
0.0532890155664408,0.0961327680572113,0.00206500852604086,0.0166105954150932,0
0.117231913788047,0.0462574882089785,0.111331691180533,0.0641717265416112,0.0563971008597879
0.0551953059596003,0.0661184810806174,0.00183478839577481,0.0444001115058155,0
0.0806154138462112,0.116919903896992,0,0.0166524712314505,0.0115744464472909
0.0110120737531651,0.0293310840603359,0,0,0
0.00816630902270659,0.0256934026040405,0.00308134812238298,0,0
0.0572198809637433,0.0717759901495492,0,0.0248593492337561,0.0766045836854622
0.0991279390520412,0.144129243394494,0.0848547562427252,0.0511685934600222,0.066447640012128
0.126940970611958,0.0396472010665783,0.06475258129954,0.042761355692542,0.0421696082568337
0.0371599819177233,0.00350073602654275,0,0,0
0.0596259999828332,0.0376523730259644,0.005733605810529,0,0.00732878221717169
0.0716753294249829,0.0873574833044194,0.0246513757421092,0.0380514447608956,0.0287418974419263
0.0174826529343497,0.00627851358863553,0.00209695641921083,0,0
0.0323873255293464,0.028708021484884,0.0185634351296082,0.010066347526907,0
0.03753045381775,0.0554842836237194,0.0121535584690769,0.0126500505622028,0
0.170650551015412,0.208195266981907,0.0861603083195072,0.0821566629608751,0.105186082416139
0.057963374737342,0,0,0,0.000955742384572543
0.0496930203324475,0.0309754425599877,0,0,0
0.033191155009006,0.0317686512724965,0.043952088746745,0,0.0297702836438076
0.122867479476503,0.0963266403001239,0.0341495133608785,0.0261598459034254,0.0429845337530143
0.0949883303912266,0.0700055457143757,0.0231001655462621,0.0810054565070806,0
0.0980143586084461,0.153548970958201,0.126769342209549,0.0926387178890132,0.065647362428552
0.1316843653316,0.0945100802533013,0.0838582637372487,0.0677027181665861,0.0666294308627012
0.0631004889257497,0.0511460753799609,0.0379831933716722,0,0.00299283968425627
0.104006400848493,0.0857298965459398,0.0573045432743897,0.0424610187173907,0
0.0418016273584856,0.0949742955667679,0,0,0
0.0939688138855388,0.070747565256998,0,0,0.0548766504477519
0,0.0710145592607233,0,0,0
0.0545897199571192,0.0367525514084022,0,0.013731928949483,0
0.0517403236419554,0.033354644465284,0,0.0563951517354535,0.0736910120316652
0.111145469668411,0.0897869769844099,0.0560436627784945,0.0142371620293808,0.0546555196276248
0.0241273444345927,0.0363947376483411,0.0037984643940397,0,0
