"Simulation","Scenario","Region","China (export)","Maaden","Mosaic","OCP","PhosAgro/EuroChem"
24,"Business As Usual","Africa",0.261151610800232,0.246386152174789,0.282816336357138,0.22087293826655,0.221868815857473
24,"Business As Usual","East Asia",0.0316188050070406,0,0.0432068664039342,0,0
24,"Business As Usual","Eastern Europe and Central Asia",NA,NA,NA,NA,0.21277250714195
24,"Business As Usual","Latin America",0.168080009819708,0.153748765820709,0.135787006707686,0.119077973151703,0.122523714491101
24,"Business As Usual","North America",0.164699900430549,NA,0.121499687504518,0.157798733561759,0.147609116956182
24,"Business As Usual","Oceania",0.255953491115913,0.250165384946603,0.251813332436239,0.271804624444756,0.184987333655606
24,"Business As Usual","South Asia",0,0.0150144563500161,0,0.0491714385283065,0.0425695115130329
24,"Business As Usual","Western and Central Europe",0.229444049682572,NA,NA,0.169218673638411,0.185078838366914
24,"Business As Usual","Western Asia",0.300862611166029,0.243668406193269,NA,0.25688782934992,0.253355478188641
25,"Business As Usual","Africa",0.237048092539021,0.198701684623234,0.166054504804712,0.247537988717902,0.134561976291964
25,"Business As Usual","East Asia",0.121868180274247,0.101724232114557,0.0516812665638095,0.100736063356009,0.0854321800236695
25,"Business As Usual","Eastern Europe and Central Asia",NA,NA,NA,NA,0.171546560210649
25,"Business As Usual","Latin America",0.121610241922042,0.108364500285601,0.029904110088572,0.0980277561982224,0.0909008580431032
25,"Business As Usual","North America",0.12153589974616,NA,0.0214904894697883,0.120470957486701,0.10670071208367
25,"Business As Usual","Oceania",0.192646809313398,0.208237179887416,0.147073193211775,0.180343724334622,0.178180474319081
25,"Business As Usual","South Asia",0,0,0,0,0
25,"Business As Usual","Western and Central Europe",0.198266705998033,NA,NA,0.189440897593597,0.134757708433476
25,"Business As Usual","Western Asia",0.211198862500939,0.199298164736322,NA,0.203679354096328,0.161796575111875
26,"Business As Usual","Africa",0.176008168299013,0.139777428971892,0.140871732767318,0.216756840954389,0.13623942463394
26,"Business As Usual","East Asia",0.0159332070062314,0.0247961381997361,0.0188600062295663,0,0
26,"Business As Usual","Eastern Europe and Central Asia",NA,NA,NA,NA,0.129323571765452
26,"Business As Usual","Latin America",0.0816675918504215,0.0832504914890976,0.0320235343748125,0.0986012091032939,0.0351836377213312
26,"Business As Usual","North America",0.136561051882113,NA,0.0870382237498354,0.153217533534635,0.116833791173057
26,"Business As Usual","Oceania",0.228402314940265,0.172983197855522,0.175932404051183,0.191969598400981,0.0539374898993054
26,"Business As Usual","South Asia",0,0,0,0.108794047395058,0.0160815919852791
26,"Business As Usual","Western and Central Europe",0.143802540922924,NA,NA,0.176072053511657,0.0853482190520094
26,"Business As Usual","Western Asia",0.173375287606174,0.241649244640376,NA,0.205510343571555,0.213011818351159
27,"Business As Usual","Africa",0.130354103106,0.174934536277846,0.215411155292301,0.160176927789345,0.12151094488069
27,"Business As Usual","East Asia",0.0430552258235453,0.0960397522679528,0.127581728462027,0.082926084542713,0.061034773797519
27,"Business As Usual","Eastern Europe and Central Asia",NA,NA,NA,NA,0.0494707335470713
27,"Business As Usual","Latin America",0.0233438790594382,0.0715575619857216,0.0436676572022754,0.0126177604618815,0
27,"Business As Usual","North America",0.0665998721155989,NA,0,0.0397608825173571,0.0189961024111234
27,"Business As Usual","Oceania",0.148006638558285,0.140821533075967,0.171013600288602,0.141237985283922,0.0578428238673284
27,"Business As Usual","South Asia",0,0,0.0765242035056938,0,0.00684718719324919
27,"Business As Usual","Western and Central Europe",0.096446996862543,NA,NA,0.0897086966494076,0.0553317686800525
27,"Business As Usual","Western Asia",0.162483100896508,0.176576856475926,NA,0.0943126308531197,0.126928254120361
28,"Business As Usual","Africa",0.17442478825228,0.150617042262183,0.14319680595285,0.0983849030291654,0.112800059376927
28,"Business As Usual","East Asia",0.0962163004087969,0.106643143630746,0.0676531245618546,0.0419373192502554,0.0908468943018202
28,"Business As Usual","Eastern Europe and Central Asia",NA,NA,NA,NA,0.116743992713687
28,"Business As Usual","Latin America",0.0598353329361314,0.0636116108357829,0.00269901068816172,0,0.0180257514120705
28,"Business As Usual","North America",0.138034888627752,NA,0.0269408989677928,0.110258930540277,0.0953918235223416
28,"Business As Usual","Oceania",0.161246478013675,0.13335005476435,0.0925990482192357,0.131162607681013,0.0859695853079127
28,"Business As Usual","South Asia",0,0,0,0.0065836142194765,0
28,"Business As Usual","Western and Central Europe",0.120017867976033,NA,NA,0.0858448170546975,0.10743938530552
28,"Business As Usual","Western Asia",0.175989958970302,0.161356046151958,NA,0.0964086640456676,0.0784382772954753
29,"Business As Usual","Africa",0.234029537922059,0.127451071080027,0.144573610630547,0.185735209392277,0.188473457153296
29,"Business As Usual","East Asia",0.0293010334176591,0,0,0,0
29,"Business As Usual","Eastern Europe and Central Asia",NA,NA,NA,NA,0.158505147340787
29,"Business As Usual","Latin America",0.12547628028051,0.0613777101972339,0.0341604555195221,0.0626580972389528,0.0813152064755835
29,"Business As Usual","North America",0.153500460486694,NA,0.0250695668367622,0.0991425694608161,0.113502587166543
29,"Business As Usual","Oceania",0.208750323138908,0.140377530911183,0.156866807819787,0.168799362137997,0.138605849144168
29,"Business As Usual","South Asia",0,0.0126578567449264,0.0453252097908394,0.0536201206844239,0.0382022252942082
29,"Business As Usual","Western and Central Europe",0.187007906058709,NA,NA,0.0902135303361825,0.103126967497125
29,"Business As Usual","Western Asia",0.231662792713225,0.134633449478045,NA,0.187611891155583,0.196234553870414
30,"Business As Usual","Africa",0.228046778686661,0.163973588619528,0.160967371338645,0.182407505038792,0.0965293534934324
30,"Business As Usual","East Asia",0.0659852239340863,0.0484868388385355,0,0,0
30,"Business As Usual","Eastern Europe and Central Asia",NA,NA,NA,NA,0.0938570069354098
30,"Business As Usual","Latin America",0.123991399838214,0.079857896450459,0.0284365749436805,0.0865408690821221,0.000199117067364307
30,"Business As Usual","North America",0.180784502024299,NA,0.00235590979258919,0.0882797392836883,0.0494061490240439
30,"Business As Usual","Oceania",0.199070952092132,0.126643052607765,0.208787141981582,0.204686279249998,0.0769134488365712
30,"Business As Usual","South Asia",0,0,0.00245298866547974,0.110010685824922,0.00517879989919218
30,"Business As Usual","Western and Central Europe",0.189284231725924,NA,NA,0.15549259893036,0.0891413868947531
30,"Business As Usual","Western Asia",0.25093905838046,0.206481489160756,NA,0.165877006333079,0.115996986251144
31,"Business As Usual","Africa",0.128990462924847,0.170606335458619,0.15096290612639,0.16215700678662,0.192289472264977
31,"Business As Usual","East Asia",0.0871475664674504,0.0901067938065644,0.112196186834696,0.163225087788824,0.112852689033115
31,"Business As Usual","Eastern Europe and Central Asia",NA,NA,NA,NA,0.103590062656774
31,"Business As Usual","Latin America",0.043204740053255,0.0876222740620141,0,0.0681844033265256,0.0161122912096492
31,"Business As Usual","North America",0.0472292773242739,NA,0.0279268006811571,0.0989227326662486,0.0198386155747731
31,"Business As Usual","Oceania",0.181797625362202,0.178808721618681,0.13687141413475,0.173549664026943,0.0780188227879666
