Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QC","Crops","2","Afghanistan","5510","Production","221","Almonds, with shell","2015","2015","tonnes","24246","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","711","Anise, badian, fennel, coriander","2015","2015","tonnes","18000","F","FAO estimate",""
"QC","Crops","2","Afghanistan","5510","Production","515","Apples","2015","2015","tonnes","89733","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","526","Apricots","2015","2015","tonnes","87686","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","44","Barley","2015","2015","tonnes","403000","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","558","Berries nes","2015","2015","tonnes","24858","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","569","Figs","2015","2015","tonnes","4996","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","512","Fruit, citrus nes","2015","2015","tonnes","3132","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","619","Fruit, fresh nes","2015","2015","tonnes","63948","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","541","Fruit, stone nes","2015","2015","tonnes","49725","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","560","Grapes","2015","2015","tonnes","805072","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","333","Linseed","2015","2015","tonnes","2137","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","56","Maize","2015","2015","tonnes","316000","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","568","Melons, other (inc.cantaloupes)","2015","2015","tonnes","302067","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","79","Millet","2015","2015","tonnes","14111","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","234","Nuts nes","2015","2015","tonnes","1650","F","FAO estimate",""
"QC","Crops","2","Afghanistan","5510","Production","260","Olives","2015","2015","tonnes","7381","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","403","Onions, dry","2015","2015","tonnes","197851","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","490","Oranges","2015","2015","tonnes","4926","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","534","Peaches and nectarines","2015","2015","tonnes","27934","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","521","Pears","2015","2015","tonnes","5058","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","223","Pistachios","2015","2015","tonnes","2739","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","536","Plums and sloes","2015","2015","tonnes","33397","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","116","Potatoes","2015","2015","tonnes","327507","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","211","Pulses nes","2015","2015","tonnes","105514","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","27","Rice, paddy","2015","2015","tonnes","410000","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","328","Seed cotton","2015","2015","tonnes","50482","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","289","Sesame seed","2015","2015","tonnes","32000","*","Unofficial figure",""
"QC","Crops","2","Afghanistan","5510","Production","723","Spices nes","2015","2015","tonnes","5","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","157","Sugar beet","2015","2015","tonnes","4495","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","156","Sugar cane","2015","2015","tonnes","46454","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","267","Sunflower seed","2015","2015","tonnes","342","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","463","Vegetables, fresh nes","2015","2015","tonnes","797775","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","222","Walnuts, with shell","2015","2015","tonnes","3650","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","567","Watermelons","2015","2015","tonnes","328186","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","15","Wheat","2015","2015","tonnes","4673040","","Official data",""
"QC","Crops","3","Albania","5510","Production","515","Apples","2015","2015","tonnes","91736","","Official data",""
"QC","Crops","3","Albania","5510","Production","526","Apricots","2015","2015","tonnes","5045","","Official data",""
"QC","Crops","3","Albania","5510","Production","44","Barley","2015","2015","tonnes","7000","","Official data",""
"QC","Crops","3","Albania","5510","Production","176","Beans, dry","2015","2015","tonnes","28000","","Official data",""
"QC","Crops","3","Albania","5510","Production","414","Beans, green","2015","2015","tonnes","12298","","Official data",""
"QC","Crops","3","Albania","5510","Production","181","Broad beans, horse beans, dry","2015","2015","tonnes","208","Im","FAO data based on imputation methodology",""
"QC","Crops","3","Albania","5510","Production","358","Cabbages and other brassicas","2015","2015","tonnes","38589","","Official data",""
"QC","Crops","3","Albania","5510","Production","426","Carrots and turnips","2015","2015","tonnes","6862","","Official data",""
"QC","Crops","3","Albania","5510","Production","393","Cauliflowers and broccoli","2015","2015","tonnes","4599","","Official data",""
