Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QC","Crops","2","Afghanistan","5510","Production","221","Almonds, with shell","2011","2011","tonnes","60611","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","711","Anise, badian, fennel, coriander","2011","2011","tonnes","12508","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","515","Apples","2011","2011","tonnes","62041","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","526","Apricots","2011","2011","tonnes","67995","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","44","Barley","2011","2011","tonnes","305900","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","558","Berries nes","2011","2011","tonnes","27639","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","569","Figs","2011","2011","tonnes","8224","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","512","Fruit, citrus nes","2011","2011","tonnes","2000","F","FAO estimate",""
"QC","Crops","2","Afghanistan","5510","Production","619","Fruit, fresh nes","2011","2011","tonnes","58891","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","541","Fruit, stone nes","2011","2011","tonnes","45628","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","560","Grapes","2011","2011","tonnes","492464","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","333","Linseed","2011","2011","tonnes","2500","F","FAO estimate",""
"QC","Crops","2","Afghanistan","5510","Production","56","Maize","2011","2011","tonnes","300120","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","568","Melons, other (inc.cantaloupes)","2011","2011","tonnes","250000","F","FAO estimate",""
"QC","Crops","2","Afghanistan","5510","Production","79","Millet","2011","2011","tonnes","15000","*","Unofficial figure",""
"QC","Crops","2","Afghanistan","5510","Production","234","Nuts nes","2011","2011","tonnes","1064","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","260","Olives","2011","2011","tonnes","6600","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","403","Onions, dry","2011","2011","tonnes","282948","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","490","Oranges","2011","2011","tonnes","6000","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","534","Peaches and nectarines","2011","2011","tonnes","15016","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","521","Pears","2011","2011","tonnes","2455","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","223","Pistachios","2011","2011","tonnes","2735","Im","FAO data based on imputation methodology",""
