Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QC","Crops","2","Afghanistan","5510","Production","221","Almonds, with shell","2012","2012","tonnes","62000","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","711","Anise, badian, fennel, coriander","2012","2012","tonnes","12500","F","FAO estimate",""
"QC","Crops","2","Afghanistan","5510","Production","515","Apples","2012","2012","tonnes","70000","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","526","Apricots","2012","2012","tonnes","83500","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","44","Barley","2012","2012","tonnes","504000","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","558","Berries nes","2012","2012","tonnes","25000","F","FAO estimate",""
"QC","Crops","2","Afghanistan","5510","Production","569","Figs","2012","2012","tonnes","8250","F","FAO estimate",""
"QC","Crops","2","Afghanistan","5510","Production","512","Fruit, citrus nes","2012","2012","tonnes","2000","F","FAO estimate",""
"QC","Crops","2","Afghanistan","5510","Production","619","Fruit, fresh nes","2012","2012","tonnes","61995","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","541","Fruit, stone nes","2012","2012","tonnes","46000","F","FAO estimate",""
"QC","Crops","2","Afghanistan","5510","Production","560","Grapes","2012","2012","tonnes","590065","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","333","Linseed","2012","2012","tonnes","2500","F","FAO estimate",""
"QC","Crops","2","Afghanistan","5510","Production","56","Maize","2012","2012","tonnes","310000","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","568","Melons, other (inc.cantaloupes)","2012","2012","tonnes","222012","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","79","Millet","2012","2012","tonnes","15000","*","Unofficial figure",""
"QC","Crops","2","Afghanistan","5510","Production","234","Nuts nes","2012","2012","tonnes","1102","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","260","Olives","2012","2012","tonnes","6600","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","403","Onions, dry","2012","2012","tonnes","267744","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","490","Oranges","2012","2012","tonnes","6000","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","534","Peaches and nectarines","2012","2012","tonnes","15997","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","521","Pears","2012","2012","tonnes","3000","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","223","Pistachios","2012","2012","tonnes","2727","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","536","Plums and sloes","2012","2012","tonnes","28700","F","FAO estimate",""
"QC","Crops","2","Afghanistan","5510","Production","116","Potatoes","2012","2012","tonnes","230000","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","211","Pulses nes","2012","2012","tonnes","69000","F","FAO estimate",""
"QC","Crops","2","Afghanistan","5510","Production","27","Rice, paddy","2012","2012","tonnes","500000","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","328","Seed cotton","2012","2012","tonnes","36300","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","289","Sesame seed","2012","2012","tonnes","32000","*","Unofficial figure",""
"QC","Crops","2","Afghanistan","5510","Production","723","Spices nes","2012","2012","tonnes","4","Im","FAO data based on imputation methodology",""
"QC","Crops","2","Afghanistan","5510","Production","157","Sugar beet","2012","2012","tonnes","14064","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","156","Sugar cane","2012","2012","tonnes","77500","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","267","Sunflower seed","2012","2012","tonnes","250","F","FAO estimate",""
"QC","Crops","2","Afghanistan","5510","Production","463","Vegetables, fresh nes","2012","2012","tonnes","550000","F","FAO estimate",""
"QC","Crops","2","Afghanistan","5510","Production","222","Walnuts, with shell","2012","2012","tonnes","14002","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","567","Watermelons","2012","2012","tonnes","190009","","Official data",""
"QC","Crops","2","Afghanistan","5510","Production","15","Wheat","2012","2012","tonnes","5050000","","Official data",""
"QC","Crops","3","Albania","5510","Production","515","Apples","2012","2012","tonnes","71300","","Official data",""
"QC","Crops","3","Albania","5510","Production","526","Apricots","2012","2012","tonnes","4430","","Official data",""
"QC","Crops","3","Albania","5510","Production","44","Barley","2012","2012","tonnes","7000","","Official data",""
"QC","Crops","3","Albania","5510","Production","176","Beans, dry","2012","2012","tonnes","27000","","Official data",""
"QC","Crops","3","Albania","5510","Production","414","Beans, green","2012","2012","tonnes","8400","","Official data",""
"QC","Crops","3","Albania","5510","Production","181","Broad beans, horse beans, dry","2012","2012","tonnes","220","F","FAO estimate",""
"QC","Crops","3","Albania","5510","Production","358","Cabbages and other brassicas","2012","2012","tonnes","46600","","Official data",""
"QC","Crops","3","Albania","5510","Production","426","Carrots and turnips","2012","2012","tonnes","9500","","Official data",""
"QC","Crops","3","Albania","5510","Production","393","Cauliflowers and broccoli","2012","2012","tonnes","5000","","Official data",""
"QC","Crops","3","Albania","5510","Production","531","Cherries","2012","2012","tonnes","16970","","Official data",""
"QC","Crops","3","Albania","5510","Production","530","Cherries, sour","2012","2012","tonnes","17000","F","FAO estimate",""
"QC","Crops","3","Albania","5510","Production","220","Chestnut","2012","2012","tonnes","5800","","Official data",""
"QC","Crops","3","Albania","5510","Production","401","Chillies and peppers, green","2012","2012","tonnes","65400","","Official data",""
"QC","Crops","3","Albania","5510","Production","397","Cucumbers and gherkins","2012","2012","tonnes","74000","","Official data",""
"QC","Crops","3","Albania","5510","Production","577","Dates","2012","2012","tonnes","12120","","Official data",""
"QC","Crops","3","Albania","5510","Production","399","Eggplants (aubergines)","2012","2012","tonnes","24300","","Official data",""
"QC","Crops","3","Albania","5510","Production","569","Figs","2012","2012","tonnes","20570","","Official data",""
"QC","Crops","3","Albania","5510","Production","512","Fruit, citrus nes","2012","2012","tonnes","240","","Official data",""
"QC","Crops","3","Albania","5510","Production","619","Fruit, fresh nes","2012","2012","tonnes","10120","","Official data",""
"QC","Crops","3","Albania","5510","Production","541","Fruit, stone nes","2012","2012","tonnes","","M","Data not available",""
"QC","Crops","3","Albania","5510","Production","406","Garlic","2012","2012","tonnes","15700","","Official data",""
"QC","Crops","3","Albania","5510","Production","560","Grapes","2012","2012","tonnes","196800","","Official data",""
"QC","Crops","3","Albania","5510","Production","677","Hops","2012","2012","tonnes","1650","F","FAO estimate",""
"QC","Crops","3","Albania","5510","Production","407","Leeks, other alliaceous vegetables","2012","2012","tonnes","29300","","Official data",""
"QC","Crops","3","Albania","5510","Production","497","Lemons and limes","2012","2012","tonnes","2380","","Official data",""
"QC","Crops","3","Albania","5510","Production","372","Lettuce and chicory","2012","2012","tonnes","9400","","Official data",""
"QC","Crops","3","Albania","5510","Production","56","Maize","2012","2012","tonnes","360000","","Official data",""
"QC","Crops","3","Albania","5510","Production","568","Melons, other (inc.cantaloupes)","2012","2012","tonnes","35300","","Official data",""
"QC","Crops","3","Albania","5510","Production","449","Mushrooms and truffles","2012","2012","tonnes","100","F","FAO estimate",""
"QC","Crops","3","Albania","5510","Production","234","Nuts nes","2012","2012","tonnes","6250","","Official data",""
"QC","Crops","3","Albania","5510","Production","75","Oats","2012","2012","tonnes","27000","","Official data",""
"QC","Crops","3","Albania","5510","Production","430","Okra","2012","2012","tonnes","8338","Im","FAO data based on imputation methodology",""
"QC","Crops","3","Albania","5510","Production","260","Olives","2012","2012","tonnes","108000","","Official data",""
"QC","Crops","3","Albania","5510","Production","403","Onions, dry","2012","2012","tonnes","105600","","Official data",""
"QC","Crops","3","Albania","5510","Production","402","Onions, shallots, green","2012","2012","tonnes","28929","","Official data",""
"QC","Crops","3","Albania","5510","Production","490","Oranges","2012","2012","tonnes","9120","","Official data",""
"QC","Crops","3","Albania","5510","Production","534","Peaches and nectarines","2012","2012","tonnes","14680","","Official data",""
"QC","Crops","3","Albania","5510","Production","521","Pears","2012","2012","tonnes","9420","","Official data",""
"QC","Crops","3","Albania","5510","Production","417","Peas, green","2012","2012","tonnes","2800","","Official data",""
"QC","Crops","3","Albania","5510","Production","536","Plums and sloes","2012","2012","tonnes","34910","","Official data",""
"QC","Crops","3","Albania","5510","Production","116","Potatoes","2012","2012","tonnes","233000","","Official data",""
"QC","Crops","3","Albania","5510","Production","211","Pulses nes","2012","2012","tonnes","700","F","FAO estimate",""
"QC","Crops","3","Albania","5510","Production","394","Pumpkins, squash and gourds","2012","2012","tonnes","8900","","Official data",""
"QC","Crops","3","Albania","5510","Production","523","Quinces","2012","2012","tonnes","3820","","Official data",""
"QC","Crops","3","Albania","5510","Production","27","Rice, paddy","2012","2012","tonnes","","M","Data not available",""
"QC","Crops","3","Albania","5510","Production","71","Rye","2012","2012","tonnes","3400","","Official data",""
"QC","Crops","3","Albania","5510","Production","328","Seed cotton","2012","2012","tonnes","754","Im","FAO data based on imputation methodology",""
"QC","Crops","3","Albania","5510","Production","83","Sorghum","2012","2012","tonnes","","M","Data not available",""
"QC","Crops","3","Albania","5510","Production","236","Soybeans","2012","2012","tonnes","400","","Official data",""
"QC","Crops","3","Albania","5510","Production","723","Spices nes","2012","2012","tonnes","360","F","FAO estimate",""
"QC","Crops","3","Albania","5510","Production","373","Spinach","2012","2012","tonnes","15300","","Official data",""
"QC","Crops","3","Albania","5510","Production","157","Sugar beet","2012","2012","tonnes","40000","*","Unofficial figure",""
"QC","Crops","3","Albania","5510","Production","267","Sunflower seed","2012","2012","tonnes","2000","","Official data",""
"QC","Crops","3","Albania","5510","Production","495","Tangerines, mandarins, clementines, satsumas","2012","2012","tonnes","7120","","Official data",""
"QC","Crops","3","Albania","5510","Production","826","Tobacco, unmanufactured","2012","2012","tonnes","2000","","Official data",""
"QC","Crops","3","Albania","5510","Production","388","Tomatoes","2012","2012","tonnes","205000","","Official data",""
"QC","Crops","3","Albania","5510","Production","463","Vegetables, fresh nes","2012","2012","tonnes","16210","","Official data",""
"QC","Crops","3","Albania","5510","Production","420","Vegetables, leguminous nes","2012","2012","tonnes","99","Im","FAO data based on imputation methodology",""
"QC","Crops","3","Albania","5510","Production","205","Vetches","2012","2012","tonnes","2100","F","FAO estimate",""
"QC","Crops","3","Albania","5510","Production","567","Watermelons","2012","2012","tonnes","237300","","Official data",""
"QC","Crops","3","Albania","5510","Production","15","Wheat","2012","2012","tonnes","300000","","Official data",""
"QC","Crops","4","Algeria","5510","Production","221","Almonds, with shell","2012","2012","tonnes","66487","","Official data",""
"QC","Crops","4","Algeria","5510","Production","515","Apples","2012","2012","tonnes","397529","","Official data",""
"QC","Crops","4","Algeria","5510","Production","526","Apricots","2012","2012","tonnes","269308","","Official data",""
"QC","Crops","4","Algeria","5510","Production","366","Artichokes","2012","2012","tonnes","53657","","Official data",""
"QC","Crops","4","Algeria","5510","Production","486","Bananas","2012","2012","tonnes","335","F","FAO estimate",""
"QC","Crops","4","Algeria","5510","Production","44","Barley","2012","2012","tonnes","1591715","","Official data",""
